"site_id","forecast_year","year","month_flow","flow","maxFLOWcor_month","maxFLOWcor","date","forecast_month","forecast_issue","maxFLOWcor_value","date_flow"
"pueblo_reservoir_inflow",1960,1959,11,NA,2,"NO",1959-11-15,1,NA,NA,1959-11-30
"sweetwater_r_nr_alcova",1960,1959,11,2.473,11,"YES",1959-11-15,1,NA,2.473,1959-11-30
"missouri_r_at_toston",1960,1959,11,292,2,"NO",1959-11-15,1,NA,2.473,1959-11-30
"animas_r_at_durango",1960,1959,11,17.833,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"yampa_r_nr_maybell",1960,1959,11,31.682,1,"NO",1959-11-15,1,NA,2.473,1959-11-30
"libby_reservoir_inflow",1960,1959,11,479,2,"NO",1959-11-15,1,NA,2.473,1959-11-30
"boise_r_nr_boise",1960,1959,11,60.955,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"green_r_bl_howard_a_hanson_dam",1960,1959,11,191.2,1,"NO",1959-11-15,1,NA,2.473,1959-11-30
"taylor_park_reservoir_inflow",1960,1959,11,4.6,12,"NO",1959-11-15,1,NA,2.473,1959-11-30
"dillon_reservoir_inflow",1960,1959,11,5.7,1,"NO",1959-11-15,1,NA,2.473,1959-11-30
"fontenelle_reservoir_inflow",1960,1959,11,NA,2,"NO",1959-11-15,1,NA,2.473,1959-11-30
"weber_r_nr_oakley",1960,1959,11,4.481,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"colville_r_at_kettle_falls",1960,1959,11,12.192,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"stehekin_r_at_stehekin",1960,1959,11,87.759,2,"NO",1959-11-15,1,NA,2.473,1959-11-30
"detroit_lake_inflow",1960,1959,11,NA,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"virgin_r_at_virtin",1960,1959,11,6.815,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"skagit_ross_reservoir",1960,1959,11,229.71,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"boysen_reservoir_inflow",1960,1959,11,43.991,1,"NO",1959-11-15,1,NA,2.473,1959-11-30
"pecos_r_nr_pecos",1960,1959,11,1.553,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"owyhee_r_bl_owyhee_dam",1960,1959,11,11.179,3,"NO",1959-11-15,1,NA,2.473,1959-11-30
"hungry_horse_reservoir_inflow",1960,1959,12,120.339,1,"NO",1959-12-15,1,NA,2.473,1959-12-31
"snake_r_nr_heise",1960,1959,12,170.731,3,"NO",1959-12-15,1,NA,2.473,1959-12-31
"pueblo_reservoir_inflow",1960,1959,12,NA,2,"NO",1959-12-15,1,NA,2.473,1959-12-31
"sweetwater_r_nr_alcova",1960,1959,12,2.356,11,"YES",1959-12-15,1,NA,2.473,1959-12-31
"missouri_r_at_toston",1960,1959,12,261,2,"NO",1959-12-15,1,NA,2.473,1959-12-31
"animas_r_at_durango",1960,1959,12,12.482,3,"NO",1959-12-15,1,NA,2.473,1959-12-31
"yampa_r_nr_maybell",1960,1959,12,23.167,1,"NO",1959-12-15,1,NA,2.473,1959-12-31
"libby_reservoir_inflow",1960,1959,12,364,2,"NO",1959-12-15,1,NA,2.473,1959-12-31
"boise_r_nr_boise",1960,1959,12,48.424,3,"NO",1959-12-15,1,NA,2.473,1959-12-31
"green_r_bl_howard_a_hanson_dam",1960,1959,12,125.4,1,"NO",1959-12-15,1,NA,2.473,1959-12-31
"taylor_park_reservoir_inflow",1960,1959,12,3.4,12,"YES",1959-12-15,1,NA,3.4,1959-12-31
"dillon_reservoir_inflow",1960,1959,12,4.5,1,"NO",1959-12-15,1,NA,3.4,1959-12-31
"fontenelle_reservoir_inflow",1960,1959,12,NA,2,"NO",1959-12-15,1,NA,3.4,1959-12-31
"weber_r_nr_oakley",1960,1959,12,3.094,3,"NO",1959-12-15,1,NA,3.4,1959-12-31
"colville_r_at_kettle_falls",1960,1959,12,13.4,3,"NO",1959-12-15,1,NA,3.4,1959-12-31
"stehekin_r_at_stehekin",1960,1959,12,73.025,2,"NO",1959-12-15,1,NA,3.4,1959-12-31
"detroit_lake_inflow",1960,1959,12,NA,3,"NO",1959-12-15,1,NA,3.4,1959-12-31
"virgin_r_at_virtin",1960,1959,12,7.579,3,"NO",1959-12-15,1,NA,3.4,1959-12-31
"skagit_ross_reservoir",1960,1959,12,197.24,3,"NO",1959-12-15,1,NA,3.4,1959-12-31
"boysen_reservoir_inflow",1960,1959,12,30.864,1,"NO",1959-12-15,1,NA,3.4,1959-12-31
"pecos_r_nr_pecos",1960,1959,12,1.287,3,"NO",1959-12-15,1,NA,3.4,1959-12-31
"owyhee_r_bl_owyhee_dam",1960,1959,12,14.184,3,"NO",1959-12-15,1,NA,3.4,1959-12-31
"hungry_horse_reservoir_inflow",1960,1960,1,69.053,1,"YES",1960-01-15,2,NA,69.053,1960-01-31
"snake_r_nr_heise",1960,1960,1,169.203,3,"NO",1960-01-15,2,NA,69.053,1960-01-31
"pueblo_reservoir_inflow",1960,1960,1,NA,2,"NO",1960-01-15,2,NA,69.053,1960-01-31
"sweetwater_r_nr_alcova",1960,1960,1,1.583,11,"YES",1960-01-15,2,NA,69.053,1960-01-31
"missouri_r_at_toston",1960,1960,1,210,2,"NO",1960-01-15,2,NA,69.053,1960-01-31
"animas_r_at_durango",1960,1960,1,11.31,3,"NO",1960-01-15,2,NA,69.053,1960-01-31
"yampa_r_nr_maybell",1960,1960,1,14.46,1,"YES",1960-01-15,2,NA,14.46,1960-01-31
"libby_reservoir_inflow",1960,1960,1,237,2,"NO",1960-01-15,2,NA,14.46,1960-01-31
"boise_r_nr_boise",1960,1960,1,52.653,3,"NO",1960-01-15,2,NA,14.46,1960-01-31
"green_r_bl_howard_a_hanson_dam",1960,1960,1,39.6,1,"YES",1960-01-15,2,NA,39.6,1960-01-31
"taylor_park_reservoir_inflow",1960,1960,1,3.1,12,"YES",1960-01-15,2,NA,39.6,1960-01-31
"dillon_reservoir_inflow",1960,1960,1,4.409,1,"YES",1960-01-15,2,NA,4.409,1960-01-31
"fontenelle_reservoir_inflow",1960,1960,1,NA,2,"NO",1960-01-15,2,NA,4.409,1960-01-31
"weber_r_nr_oakley",1960,1960,1,2.817,3,"NO",1960-01-15,2,NA,4.409,1960-01-31
"colville_r_at_kettle_falls",1960,1960,1,12.254,3,"NO",1960-01-15,2,NA,4.409,1960-01-31
"stehekin_r_at_stehekin",1960,1960,1,26.513,2,"NO",1960-01-15,2,NA,4.409,1960-01-31
"detroit_lake_inflow",1960,1960,1,NA,3,"NO",1960-01-15,2,NA,4.409,1960-01-31
"virgin_r_at_virtin",1960,1960,1,7.238,3,"NO",1960-01-15,2,NA,4.409,1960-01-31
"skagit_ross_reservoir",1960,1960,1,73.8,3,"NO",1960-01-15,2,NA,4.409,1960-01-31
"boysen_reservoir_inflow",1960,1960,1,21.857,1,"YES",1960-01-15,2,NA,21.857,1960-01-31
"pecos_r_nr_pecos",1960,1960,1,1.123,3,"NO",1960-01-15,2,NA,21.857,1960-01-31
"owyhee_r_bl_owyhee_dam",1960,1960,1,15.184,3,"NO",1960-01-15,2,NA,21.857,1960-01-31
"hungry_horse_reservoir_inflow",1960,1960,2,53.957,1,"YES",1960-02-15,3,NA,21.857,1960-02-29
"snake_r_nr_heise",1960,1960,2,154.427,3,"NO",1960-02-15,3,NA,21.857,1960-02-29
"pueblo_reservoir_inflow",1960,1960,2,NA,2,"YES",1960-02-15,3,NA,21.857,1960-02-29
"sweetwater_r_nr_alcova",1960,1960,2,1.384,11,"YES",1960-02-15,3,NA,21.857,1960-02-29
"missouri_r_at_toston",1960,1960,2,207,2,"YES",1960-02-15,3,NA,207,1960-02-29
"animas_r_at_durango",1960,1960,2,11.496,3,"NO",1960-02-15,3,NA,207,1960-02-29
"yampa_r_nr_maybell",1960,1960,2,12.694,1,"YES",1960-02-15,3,NA,207,1960-02-29
"libby_reservoir_inflow",1960,1960,2,227,2,"YES",1960-02-15,3,NA,227,1960-02-29
"boise_r_nr_boise",1960,1960,2,65.312,3,"NO",1960-02-15,3,NA,227,1960-02-29
"green_r_bl_howard_a_hanson_dam",1960,1960,2,77.3,1,"YES",1960-02-15,3,NA,227,1960-02-29
"taylor_park_reservoir_inflow",1960,1960,2,3.6,12,"YES",1960-02-15,3,NA,227,1960-02-29
"dillon_reservoir_inflow",1960,1960,2,3.82,1,"YES",1960-02-15,3,NA,227,1960-02-29
"fontenelle_reservoir_inflow",1960,1960,2,NA,2,"YES",1960-02-15,3,NA,227,1960-02-29
"weber_r_nr_oakley",1960,1960,2,2.458,3,"NO",1960-02-15,3,NA,227,1960-02-29
"colville_r_at_kettle_falls",1960,1960,2,19.416,3,"NO",1960-02-15,3,NA,227,1960-02-29
"stehekin_r_at_stehekin",1960,1960,2,16.245,2,"YES",1960-02-15,3,NA,16.245,1960-02-29
"detroit_lake_inflow",1960,1960,2,NA,3,"NO",1960-02-15,3,NA,16.245,1960-02-29
"virgin_r_at_virtin",1960,1960,2,7.045,3,"NO",1960-02-15,3,NA,16.245,1960-02-29
"skagit_ross_reservoir",1960,1960,2,123.54,3,"NO",1960-02-15,3,NA,16.245,1960-02-29
"boysen_reservoir_inflow",1960,1960,2,24.175,1,"YES",1960-02-15,3,NA,16.245,1960-02-29
"pecos_r_nr_pecos",1960,1960,2,0.972,3,"NO",1960-02-15,3,NA,16.245,1960-02-29
"owyhee_r_bl_owyhee_dam",1960,1960,2,30.173,3,"NO",1960-02-15,3,NA,16.245,1960-02-29
"hungry_horse_reservoir_inflow",1960,1960,3,118.22,1,"YES",1960-03-15,4,NA,16.245,1960-03-31
"snake_r_nr_heise",1960,1960,3,178.783,3,"YES",1960-03-15,4,NA,178.783,1960-03-31
"pueblo_reservoir_inflow",1960,1960,3,NA,2,"YES",1960-03-15,4,NA,178.783,1960-03-31
"sweetwater_r_nr_alcova",1960,1960,3,6.101,11,"YES",1960-03-15,4,NA,178.783,1960-03-31
"missouri_r_at_toston",1960,1960,3,333,2,"YES",1960-03-15,4,NA,178.783,1960-03-31
"animas_r_at_durango",1960,1960,3,23.092,3,"YES",1960-03-15,4,NA,23.092,1960-03-31
"yampa_r_nr_maybell",1960,1960,3,40.74,1,"YES",1960-03-15,4,NA,23.092,1960-03-31
"libby_reservoir_inflow",1960,1960,3,332,2,"YES",1960-03-15,4,NA,23.092,1960-03-31
"boise_r_nr_boise",1960,1960,3,180.175,3,"YES",1960-03-15,4,NA,180.175,1960-03-31
"green_r_bl_howard_a_hanson_dam",1960,1960,3,73.1,1,"YES",1960-03-15,4,NA,180.175,1960-03-31
"taylor_park_reservoir_inflow",1960,1960,3,4.1,12,"YES",1960-03-15,4,NA,180.175,1960-03-31
"dillon_reservoir_inflow",1960,1960,3,4.562,1,"YES",1960-03-15,4,NA,180.175,1960-03-31
"fontenelle_reservoir_inflow",1960,1960,3,NA,2,"YES",1960-03-15,4,NA,180.175,1960-03-31
"weber_r_nr_oakley",1960,1960,3,4.015,3,"YES",1960-03-15,4,NA,4.015,1960-03-31
"colville_r_at_kettle_falls",1960,1960,3,36.27,3,"YES",1960-03-15,4,NA,36.27,1960-03-31
"stehekin_r_at_stehekin",1960,1960,3,31.793,2,"YES",1960-03-15,4,NA,36.27,1960-03-31
"detroit_lake_inflow",1960,1960,3,NA,3,"YES",1960-03-15,4,NA,36.27,1960-03-31
"virgin_r_at_virtin",1960,1960,3,9.711,3,"YES",1960-03-15,4,NA,9.711,1960-03-31
"skagit_ross_reservoir",1960,1960,3,104.54,3,"YES",1960-03-15,4,NA,104.54,1960-03-31
"boysen_reservoir_inflow",1960,1960,3,48.128,1,"YES",1960-03-15,4,NA,104.54,1960-03-31
"pecos_r_nr_pecos",1960,1960,3,3.297,3,"YES",1960-03-15,4,NA,3.297,1960-03-31
"owyhee_r_bl_owyhee_dam",1960,1960,3,205.184,3,"YES",1960-03-15,4,NA,205.184,1960-03-31
"hungry_horse_reservoir_inflow",1960,1960,4,342.08,1,"YES",1960-04-15,5,NA,205.184,1960-04-30
"snake_r_nr_heise",1960,1960,4,362.243,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"pueblo_reservoir_inflow",1960,1960,4,NA,2,"YES",1960-04-15,5,NA,205.184,1960-04-30
"sweetwater_r_nr_alcova",1960,1960,4,10.35,11,"YES",1960-04-15,5,NA,205.184,1960-04-30
"missouri_r_at_toston",1960,1960,4,420,2,"YES",1960-04-15,5,NA,205.184,1960-04-30
"animas_r_at_durango",1960,1960,4,83.02,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"yampa_r_nr_maybell",1960,1960,4,240.099,1,"YES",1960-04-15,5,NA,205.184,1960-04-30
"libby_reservoir_inflow",1960,1960,4,782,2,"YES",1960-04-15,5,NA,205.184,1960-04-30
"boise_r_nr_boise",1960,1960,4,369.726,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"green_r_bl_howard_a_hanson_dam",1960,1960,4,100.8,1,"YES",1960-04-15,5,NA,205.184,1960-04-30
"taylor_park_reservoir_inflow",1960,1960,4,11.8,12,"YES",1960-04-15,5,NA,205.184,1960-04-30
"dillon_reservoir_inflow",1960,1960,4,11.784,1,"YES",1960-04-15,5,NA,205.184,1960-04-30
"fontenelle_reservoir_inflow",1960,1960,4,NA,2,"YES",1960-04-15,5,NA,205.184,1960-04-30
"weber_r_nr_oakley",1960,1960,4,11.258,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"colville_r_at_kettle_falls",1960,1960,4,86.836,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"stehekin_r_at_stehekin",1960,1960,4,97.21,2,"YES",1960-04-15,5,NA,205.184,1960-04-30
"detroit_lake_inflow",1960,1960,4,NA,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"virgin_r_at_virtin",1960,1960,4,9.596,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"skagit_ross_reservoir",1960,1960,4,203.57,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"boysen_reservoir_inflow",1960,1960,4,43.85,1,"YES",1960-04-15,5,NA,205.184,1960-04-30
"pecos_r_nr_pecos",1960,1960,4,14.263,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"owyhee_r_bl_owyhee_dam",1960,1960,4,104.195,3,"YES",1960-04-15,5,NA,205.184,1960-04-30
"hungry_horse_reservoir_inflow",1960,1960,5,568.286,1,"YES",1960-05-15,6,NA,205.184,1960-05-31
"snake_r_nr_heise",1960,1960,5,696.622,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"pueblo_reservoir_inflow",1960,1960,5,14.791,2,"YES",1960-05-15,6,NA,205.184,1960-05-31
"sweetwater_r_nr_alcova",1960,1960,5,1.597,11,"YES",1960-05-15,6,NA,205.184,1960-05-31
"missouri_r_at_toston",1960,1960,5,503,2,"YES",1960-05-15,6,NA,205.184,1960-05-31
"animas_r_at_durango",1960,1960,5,117.336,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"yampa_r_nr_maybell",1960,1960,5,287.445,1,"YES",1960-05-15,6,NA,205.184,1960-05-31
"libby_reservoir_inflow",1960,1960,5,1314,2,"YES",1960-05-15,6,NA,205.184,1960-05-31
"boise_r_nr_boise",1960,1960,5,376.904,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"green_r_bl_howard_a_hanson_dam",1960,1960,5,113,1,"YES",1960-05-15,6,NA,205.184,1960-05-31
"taylor_park_reservoir_inflow",1960,1960,5,22.6,12,"YES",1960-05-15,6,NA,205.184,1960-05-31
"dillon_reservoir_inflow",1960,1960,5,32.539,1,"YES",1960-05-15,6,NA,205.184,1960-05-31
"fontenelle_reservoir_inflow",1960,1960,5,NA,2,"YES",1960-05-15,6,NA,205.184,1960-05-31
"weber_r_nr_oakley",1960,1960,5,32.434,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"colville_r_at_kettle_falls",1960,1960,5,66.008,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"stehekin_r_at_stehekin",1960,1960,5,177.521,2,"YES",1960-05-15,6,NA,205.184,1960-05-31
"detroit_lake_inflow",1960,1960,5,NA,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"virgin_r_at_virtin",1960,1960,5,8.146,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"skagit_ross_reservoir",1960,1960,5,319.04,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"boysen_reservoir_inflow",1960,1960,5,33.744,1,"YES",1960-05-15,6,NA,205.184,1960-05-31
"pecos_r_nr_pecos",1960,1960,5,18.664,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"owyhee_r_bl_owyhee_dam",1960,1960,5,28.814,3,"YES",1960-05-15,6,NA,205.184,1960-05-31
"hungry_horse_reservoir_inflow",1960,1960,6,882.927,1,"YES",1960-06-15,7,NA,205.184,1960-06-30
"snake_r_nr_heise",1960,1960,6,875.98,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"pueblo_reservoir_inflow",1960,1960,6,28.427,2,"YES",1960-06-15,7,NA,205.184,1960-06-30
"sweetwater_r_nr_alcova",1960,1960,6,1.456,11,"YES",1960-06-15,7,NA,205.184,1960-06-30
"missouri_r_at_toston",1960,1960,6,489,2,"YES",1960-06-15,7,NA,205.184,1960-06-30
"animas_r_at_durango",1960,1960,6,168.496,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"yampa_r_nr_maybell",1960,1960,6,267.531,1,"YES",1960-06-15,7,NA,205.184,1960-06-30
"libby_reservoir_inflow",1960,1960,6,2371,2,"YES",1960-06-15,7,NA,205.184,1960-06-30
"boise_r_nr_boise",1960,1960,6,340.543,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"green_r_bl_howard_a_hanson_dam",1960,1960,6,59,1,"YES",1960-06-15,7,NA,205.184,1960-06-30
"taylor_park_reservoir_inflow",1960,1960,6,50,12,"YES",1960-06-15,7,NA,205.184,1960-06-30
"dillon_reservoir_inflow",1960,1960,6,78.651,1,"YES",1960-06-15,7,NA,205.184,1960-06-30
"fontenelle_reservoir_inflow",1960,1960,6,NA,2,"YES",1960-06-15,7,NA,205.184,1960-06-30
"weber_r_nr_oakley",1960,1960,6,32.093,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"colville_r_at_kettle_falls",1960,1960,6,32.892,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"stehekin_r_at_stehekin",1960,1960,6,284.787,2,"YES",1960-06-15,7,NA,205.184,1960-06-30
"virgin_r_at_virtin",1960,1960,6,4.877,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"skagit_ross_reservoir",1960,1960,6,380.3,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"boysen_reservoir_inflow",1960,1960,6,116.319,1,"YES",1960-06-15,7,NA,205.184,1960-06-30
"pecos_r_nr_pecos",1960,1960,6,17.165,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"owyhee_r_bl_owyhee_dam",1960,1960,6,14.799,3,"YES",1960-06-15,7,NA,205.184,1960-06-30
"hungry_horse_reservoir_inflow",1961,1960,10,42.403,1,"NO",1960-10-15,1,NA,205.184,1960-10-31
"snake_r_nr_heise",1961,1960,10,214.841,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"pueblo_reservoir_inflow",1961,1960,10,NA,2,"NO",1960-10-15,1,NA,205.184,1960-10-31
"sweetwater_r_nr_alcova",1961,1960,10,1.174,11,"NO",1960-10-15,1,NA,205.184,1960-10-31
"missouri_r_at_toston",1961,1960,10,166,2,"NO",1960-10-15,1,NA,205.184,1960-10-31
"animas_r_at_durango",1961,1960,10,17.939,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"yampa_r_nr_maybell",1961,1960,10,12.141,1,"NO",1960-10-15,1,NA,205.184,1960-10-31
"libby_reservoir_inflow",1961,1960,10,391,2,"NO",1960-10-15,1,NA,205.184,1960-10-31
"boise_r_nr_boise",1961,1960,10,46.477,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"green_r_bl_howard_a_hanson_dam",1961,1960,10,24.6,1,"NO",1960-10-15,1,NA,205.184,1960-10-31
"taylor_park_reservoir_inflow",1961,1960,10,6.4,12,"NO",1960-10-15,1,NA,205.184,1960-10-31
"dillon_reservoir_inflow",1961,1960,10,6.107,1,"NO",1960-10-15,1,NA,205.184,1960-10-31
"fontenelle_reservoir_inflow",1961,1960,10,NA,2,"NO",1960-10-15,1,NA,205.184,1960-10-31
"weber_r_nr_oakley",1961,1960,10,2.914,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"colville_r_at_kettle_falls",1961,1960,10,9.041,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"stehekin_r_at_stehekin",1961,1960,10,30.738,2,"NO",1960-10-15,1,NA,205.184,1960-10-31
"detroit_lake_inflow",1961,1960,10,NA,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"virgin_r_at_virtin",1961,1960,10,6.272,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"skagit_ross_reservoir",1961,1960,10,51.52,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"boysen_reservoir_inflow",1961,1960,10,61.718,1,"NO",1960-10-15,1,NA,205.184,1960-10-31
"pecos_r_nr_pecos",1961,1960,10,2.515,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"owyhee_r_bl_owyhee_dam",1961,1960,10,10.674,3,"NO",1960-10-15,1,NA,205.184,1960-10-31
"hungry_horse_reservoir_inflow",1961,1960,11,56.828,1,"NO",1960-11-15,1,NA,205.184,1960-11-30
"snake_r_nr_heise",1961,1960,11,185.316,3,"NO",1960-11-15,1,NA,205.184,1960-11-30
"pueblo_reservoir_inflow",1961,1960,11,NA,2,"NO",1960-11-15,1,NA,205.184,1960-11-30
"sweetwater_r_nr_alcova",1961,1960,11,1.188,11,"YES",1960-11-15,1,NA,1.188,1960-11-30
"missouri_r_at_toston",1961,1960,11,220,2,"NO",1960-11-15,1,NA,1.188,1960-11-30
"animas_r_at_durango",1961,1960,11,14.757,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"yampa_r_nr_maybell",1961,1960,11,15.118,1,"NO",1960-11-15,1,NA,1.188,1960-11-30
"libby_reservoir_inflow",1961,1960,11,250,2,"NO",1960-11-15,1,NA,1.188,1960-11-30
"boise_r_nr_boise",1961,1960,11,53.625,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"green_r_bl_howard_a_hanson_dam",1961,1960,11,116.8,1,"NO",1960-11-15,1,NA,1.188,1960-11-30
"taylor_park_reservoir_inflow",1961,1960,11,4.3,12,"NO",1960-11-15,1,NA,1.188,1960-11-30
"dillon_reservoir_inflow",1961,1960,11,4.465,1,"NO",1960-11-15,1,NA,1.188,1960-11-30
"fontenelle_reservoir_inflow",1961,1960,11,NA,2,"NO",1960-11-15,1,NA,1.188,1960-11-30
"weber_r_nr_oakley",1961,1960,11,2.977,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"colville_r_at_kettle_falls",1961,1960,11,15.784,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"stehekin_r_at_stehekin",1961,1960,11,25.767,2,"NO",1960-11-15,1,NA,1.188,1960-11-30
"detroit_lake_inflow",1961,1960,11,NA,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"virgin_r_at_virtin",1961,1960,11,9.033,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"skagit_ross_reservoir",1961,1960,11,135.18,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"boysen_reservoir_inflow",1961,1960,11,45.472,1,"NO",1960-11-15,1,NA,1.188,1960-11-30
"pecos_r_nr_pecos",1961,1960,11,1.894,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"owyhee_r_bl_owyhee_dam",1961,1960,11,15.179,3,"NO",1960-11-15,1,NA,1.188,1960-11-30
"hungry_horse_reservoir_inflow",1961,1960,12,39.316,1,"NO",1960-12-15,1,NA,1.188,1960-12-31
"snake_r_nr_heise",1961,1960,12,159.163,3,"NO",1960-12-15,1,NA,1.188,1960-12-31
"pueblo_reservoir_inflow",1961,1960,12,NA,2,"NO",1960-12-15,1,NA,1.188,1960-12-31
"sweetwater_r_nr_alcova",1961,1960,12,1.248,11,"YES",1960-12-15,1,NA,1.188,1960-12-31
"missouri_r_at_toston",1961,1960,12,199,2,"NO",1960-12-15,1,NA,1.188,1960-12-31
"animas_r_at_durango",1961,1960,12,13.541,3,"NO",1960-12-15,1,NA,1.188,1960-12-31
"yampa_r_nr_maybell",1961,1960,12,12.972,1,"NO",1960-12-15,1,NA,1.188,1960-12-31
"libby_reservoir_inflow",1961,1960,12,183,2,"NO",1960-12-15,1,NA,1.188,1960-12-31
"boise_r_nr_boise",1961,1960,12,48.042,3,"NO",1960-12-15,1,NA,1.188,1960-12-31
"green_r_bl_howard_a_hanson_dam",1961,1960,12,63.4,1,"NO",1960-12-15,1,NA,1.188,1960-12-31
"taylor_park_reservoir_inflow",1961,1960,12,4,12,"YES",1960-12-15,1,NA,4,1960-12-31
