"nrcs_id","forecast_year","year","month_flow","flow","site_id","maxFLOWcor_month","maxFLOWcor","date","forecast_month","forecast_issue","maxFLOWcor_value","date_flow"
"10150500:UT:USGS",1960,1960,2,3.05,"ruedi_reservoir_inflow",5,"NO",1960-02-15,3,NA,3.2,1960-02-29
"10166605:UT:USGS",1960,1960,2,NA,"taylor_park_reservoir_inflow",5,"NO",1960-02-15,3,NA,3.2,1960-02-29
"150028:CA:USGS",1960,1960,3,NA,"boise_r_nr_boise",4,"NO",1960-03-15,4,NA,3.2,1960-03-31
"150028:CA:USGS",1960,1960,3,NA,"boysen_reservoir_inflow",3,"YES",1960-03-15,4,NA,3.2,1960-03-31
"150028:CA:USGS",1960,1960,3,NA,"dillon_reservoir_inflow",3,"YES",1960-03-15,4,NA,3.2,1960-03-31
"150028:CA:USGS",1960,1960,3,NA,"fontenelle_reservoir_inflow",3,"YES",1960-03-15,4,NA,3.2,1960-03-31
"150028:CA:USGS",1960,1960,3,NA,"weber_r_nr_oakley",3,"YES",1960-03-15,4,NA,3.2,1960-03-31
"10333000:NV:USGS",1960,1960,3,4.961,"owyhee_r_bl_owyhee_dam",5,"NO",1960-03-15,4,NA,3.2,1960-03-31
"14113000:WA:USGS",1960,1960,3,114.194,"stehekin_r_at_stehekin",5,"NO",1960-03-15,4,NA,3.2,1960-03-31
"14150000:OR:USGS",1960,1960,3,381.1,"detroit_lake_inflow",4,"NO",1960-03-15,4,NA,3.2,1960-03-31
"12413000:ID:USGS",1960,1960,3,205.125,"green_r_bl_howard_a_hanson_dam",5,"NO",1960-03-15,4,NA,3.2,1960-03-31
"09349800:CO:USGS",1960,1960,3,17.4,"pueblo_reservoir_inflow",2,"YES",1960-03-15,4,NA,3.2,1960-03-31
"09379500:UT:USGS",1960,1960,3,265.45,"animas_r_at_durango",5,"NO",1960-03-15,4,NA,3.2,1960-03-31
"08316000:NM:USGS",1960,1960,3,NA,"pecos_r_nr_pecos",5,"NO",1960-03-15,4,NA,3.2,1960-03-31
"10150500:UT:USGS",1960,1960,3,5.395,"ruedi_reservoir_inflow",5,"NO",1960-03-15,4,NA,3.2,1960-03-31
"10166605:UT:USGS",1960,1960,3,NA,"taylor_park_reservoir_inflow",5,"NO",1960-03-15,4,NA,3.2,1960-03-31
"150028:CA:USGS",1960,1960,4,NA,"boise_r_nr_boise",4,"YES",1960-04-15,5,NA,3.2,1960-04-30
"150028:CA:USGS",1960,1960,4,NA,"boysen_reservoir_inflow",3,"YES",1960-04-15,5,NA,3.2,1960-04-30
"150028:CA:USGS",1960,1960,4,NA,"dillon_reservoir_inflow",3,"YES",1960-04-15,5,NA,3.2,1960-04-30
"150028:CA:USGS",1960,1960,4,NA,"fontenelle_reservoir_inflow",3,"YES",1960-04-15,5,NA,3.2,1960-04-30
"150028:CA:USGS",1960,1960,4,NA,"weber_r_nr_oakley",3,"YES",1960-04-15,5,NA,3.2,1960-04-30
"10333000:NV:USGS",1960,1960,4,6.272,"owyhee_r_bl_owyhee_dam",5,"NO",1960-04-15,5,NA,3.2,1960-04-30
"14113000:WA:USGS",1960,1960,4,158.063,"stehekin_r_at_stehekin",5,"NO",1960-04-15,5,NA,3.2,1960-04-30
"14150000:OR:USGS",1960,1960,4,330.9,"detroit_lake_inflow",4,"YES",1960-04-15,5,NA,330.9,1960-04-30
"12413000:ID:USGS",1960,1960,4,406.056,"green_r_bl_howard_a_hanson_dam",5,"NO",1960-04-15,5,NA,330.9,1960-04-30
"09349800:CO:USGS",1960,1960,4,64.5,"pueblo_reservoir_inflow",2,"YES",1960-04-15,5,NA,330.9,1960-04-30
"09379500:UT:USGS",1960,1960,4,347.858,"animas_r_at_durango",5,"NO",1960-04-15,5,NA,330.9,1960-04-30
"08316000:NM:USGS",1960,1960,4,NA,"pecos_r_nr_pecos",5,"NO",1960-04-15,5,NA,330.9,1960-04-30
"10150500:UT:USGS",1960,1960,4,7.2,"ruedi_reservoir_inflow",5,"NO",1960-04-15,5,NA,330.9,1960-04-30
"10166605:UT:USGS",1960,1960,4,NA,"taylor_park_reservoir_inflow",5,"NO",1960-04-15,5,NA,330.9,1960-04-30
"150028:CA:USGS",1960,1960,5,NA,"boise_r_nr_boise",4,"YES",1960-05-15,6,NA,330.9,1960-05-31
"150028:CA:USGS",1960,1960,5,NA,"boysen_reservoir_inflow",3,"YES",1960-05-15,6,NA,330.9,1960-05-31
"150028:CA:USGS",1960,1960,5,NA,"dillon_reservoir_inflow",3,"YES",1960-05-15,6,NA,330.9,1960-05-31
"150028:CA:USGS",1960,1960,5,NA,"fontenelle_reservoir_inflow",3,"YES",1960-05-15,6,NA,330.9,1960-05-31
"150028:CA:USGS",1960,1960,5,NA,"weber_r_nr_oakley",3,"YES",1960-05-15,6,NA,330.9,1960-05-31
"10333000:NV:USGS",1960,1960,5,5.32,"owyhee_r_bl_owyhee_dam",5,"YES",1960-05-15,6,NA,5.32,1960-05-31
"14113000:WA:USGS",1960,1960,5,151.855,"stehekin_r_at_stehekin",5,"YES",1960-05-15,6,NA,151.855,1960-05-31
"14150000:OR:USGS",1960,1960,5,345.8,"detroit_lake_inflow",4,"YES",1960-05-15,6,NA,151.855,1960-05-31
"12413000:ID:USGS",1960,1960,5,341.653,"green_r_bl_howard_a_hanson_dam",5,"YES",1960-05-15,6,NA,341.653,1960-05-31
"09349800:CO:USGS",1960,1960,5,64.6,"pueblo_reservoir_inflow",2,"YES",1960-05-15,6,NA,341.653,1960-05-31
"09379500:UT:USGS",1960,1960,5,320.628,"animas_r_at_durango",5,"YES",1960-05-15,6,NA,320.628,1960-05-31
"08316000:NM:USGS",1960,1960,5,NA,"pecos_r_nr_pecos",5,"YES",1960-05-15,6,NA,320.628,1960-05-31
"10150500:UT:USGS",1960,1960,5,11.415,"ruedi_reservoir_inflow",5,"YES",1960-05-15,6,NA,11.415,1960-05-31
"10166605:UT:USGS",1960,1960,5,NA,"taylor_park_reservoir_inflow",5,"YES",1960-05-15,6,NA,11.415,1960-05-31
"150028:CA:USGS",1960,1960,6,NA,"boise_r_nr_boise",4,"YES",1960-06-15,7,NA,11.415,1960-06-30
"150028:CA:USGS",1960,1960,6,NA,"boysen_reservoir_inflow",3,"YES",1960-06-15,7,NA,11.415,1960-06-30
"150028:CA:USGS",1960,1960,6,NA,"dillon_reservoir_inflow",3,"YES",1960-06-15,7,NA,11.415,1960-06-30
"150028:CA:USGS",1960,1960,6,NA,"fontenelle_reservoir_inflow",3,"YES",1960-06-15,7,NA,11.415,1960-06-30
"150028:CA:USGS",1960,1960,6,NA,"weber_r_nr_oakley",3,"YES",1960-06-15,7,NA,11.415,1960-06-30
"10333000:NV:USGS",1960,1960,6,6.625,"owyhee_r_bl_owyhee_dam",5,"YES",1960-06-15,7,NA,11.415,1960-06-30
"14113000:WA:USGS",1960,1960,6,127.319,"stehekin_r_at_stehekin",5,"YES",1960-06-15,7,NA,11.415,1960-06-30
"14150000:OR:USGS",1960,1960,6,170.6,"detroit_lake_inflow",4,"YES",1960-06-15,7,NA,11.415,1960-06-30
"12413000:ID:USGS",1960,1960,6,134.503,"green_r_bl_howard_a_hanson_dam",5,"YES",1960-06-15,7,NA,11.415,1960-06-30
"09349800:CO:USGS",1960,1960,6,70,"pueblo_reservoir_inflow",2,"YES",1960-06-15,7,NA,11.415,1960-06-30
"09379500:UT:USGS",1960,1960,6,408.598,"animas_r_at_durango",5,"YES",1960-06-15,7,NA,11.415,1960-06-30
"08316000:NM:USGS",1960,1960,6,NA,"pecos_r_nr_pecos",5,"YES",1960-06-15,7,NA,11.415,1960-06-30
"10150500:UT:USGS",1960,1960,6,3.324,"ruedi_reservoir_inflow",5,"YES",1960-06-15,7,NA,11.415,1960-06-30
"10166605:UT:USGS",1960,1960,6,NA,"taylor_park_reservoir_inflow",5,"YES",1960-06-15,7,NA,11.415,1960-06-30
"150028:CA:USGS",1961,1960,10,NA,"boise_r_nr_boise",4,"NO",1960-10-15,1,NA,11.415,1960-10-31
"150028:CA:USGS",1961,1960,10,NA,"boysen_reservoir_inflow",3,"NO",1960-10-15,1,NA,11.415,1960-10-31
"150028:CA:USGS",1961,1960,10,NA,"dillon_reservoir_inflow",3,"NO",1960-10-15,1,NA,11.415,1960-10-31
"150028:CA:USGS",1961,1960,10,NA,"fontenelle_reservoir_inflow",3,"NO",1960-10-15,1,NA,11.415,1960-10-31
"150028:CA:USGS",1961,1960,10,NA,"weber_r_nr_oakley",3,"NO",1960-10-15,1,NA,11.415,1960-10-31
"10333000:NV:USGS",1961,1960,10,0.502,"owyhee_r_bl_owyhee_dam",5,"NO",1960-10-15,1,NA,11.415,1960-10-31
"14113000:WA:USGS",1961,1960,10,44.543,"stehekin_r_at_stehekin",5,"NO",1960-10-15,1,NA,11.415,1960-10-31
"14150000:OR:USGS",1961,1960,10,44.1,"detroit_lake_inflow",4,"NO",1960-10-15,1,NA,11.415,1960-10-31
"12413000:ID:USGS",1961,1960,10,19.706,"green_r_bl_howard_a_hanson_dam",5,"NO",1960-10-15,1,NA,11.415,1960-10-31
"09349800:CO:USGS",1961,1960,10,4.5,"pueblo_reservoir_inflow",2,"NO",1960-10-15,1,NA,11.415,1960-10-31
"09379500:UT:USGS",1961,1960,10,52.431,"animas_r_at_durango",5,"NO",1960-10-15,1,NA,11.415,1960-10-31
"08316000:NM:USGS",1961,1960,10,NA,"pecos_r_nr_pecos",5,"NO",1960-10-15,1,NA,11.415,1960-10-31
"10150500:UT:USGS",1961,1960,10,2.481,"ruedi_reservoir_inflow",5,"NO",1960-10-15,1,NA,11.415,1960-10-31
"10166605:UT:USGS",1961,1960,10,NA,"taylor_park_reservoir_inflow",5,"NO",1960-10-15,1,NA,11.415,1960-10-31
"150028:CA:USGS",1961,1960,11,NA,"boise_r_nr_boise",4,"NO",1960-11-15,1,NA,11.415,1960-11-30
"150028:CA:USGS",1961,1960,11,NA,"boysen_reservoir_inflow",3,"NO",1960-11-15,1,NA,11.415,1960-11-30
"150028:CA:USGS",1961,1960,11,NA,"dillon_reservoir_inflow",3,"NO",1960-11-15,1,NA,11.415,1960-11-30
"150028:CA:USGS",1961,1960,11,NA,"fontenelle_reservoir_inflow",3,"NO",1960-11-15,1,NA,11.415,1960-11-30
"150028:CA:USGS",1961,1960,11,NA,"weber_r_nr_oakley",3,"NO",1960-11-15,1,NA,11.415,1960-11-30
"10333000:NV:USGS",1961,1960,11,0.853,"owyhee_r_bl_owyhee_dam",5,"NO",1960-11-15,1,NA,11.415,1960-11-30
"14113000:WA:USGS",1961,1960,11,67.242,"stehekin_r_at_stehekin",5,"NO",1960-11-15,1,NA,11.415,1960-11-30
"14150000:OR:USGS",1961,1960,11,270.8,"detroit_lake_inflow",4,"NO",1960-11-15,1,NA,11.415,1960-11-30
"12413000:ID:USGS",1961,1960,11,61.755,"green_r_bl_howard_a_hanson_dam",5,"NO",1960-11-15,1,NA,11.415,1960-11-30
"09349800:CO:USGS",1961,1960,11,3.7,"pueblo_reservoir_inflow",2,"NO",1960-11-15,1,NA,11.415,1960-11-30
"09379500:UT:USGS",1961,1960,11,42.729,"animas_r_at_durango",5,"NO",1960-11-15,1,NA,11.415,1960-11-30
"08316000:NM:USGS",1961,1960,11,NA,"pecos_r_nr_pecos",5,"NO",1960-11-15,1,NA,11.415,1960-11-30
"10150500:UT:USGS",1961,1960,11,2.533,"ruedi_reservoir_inflow",5,"NO",1960-11-15,1,NA,11.415,1960-11-30
"10166605:UT:USGS",1961,1960,11,NA,"taylor_park_reservoir_inflow",5,"NO",1960-11-15,1,NA,11.415,1960-11-30
"150028:CA:USGS",1961,1960,12,NA,"boise_r_nr_boise",4,"NO",1960-12-15,1,NA,11.415,1960-12-31
"150028:CA:USGS",1961,1960,12,NA,"boysen_reservoir_inflow",3,"NO",1960-12-15,1,NA,11.415,1960-12-31
"150028:CA:USGS",1961,1960,12,NA,"dillon_reservoir_inflow",3,"NO",1960-12-15,1,NA,11.415,1960-12-31
"150028:CA:USGS",1961,1960,12,NA,"fontenelle_reservoir_inflow",3,"NO",1960-12-15,1,NA,11.415,1960-12-31
"150028:CA:USGS",1961,1960,12,NA,"weber_r_nr_oakley",3,"NO",1960-12-15,1,NA,11.415,1960-12-31
"10333000:NV:USGS",1961,1960,12,0.934,"owyhee_r_bl_owyhee_dam",5,"NO",1960-12-15,1,NA,11.415,1960-12-31
"14113000:WA:USGS",1961,1960,12,58.903,"stehekin_r_at_stehekin",5,"NO",1960-12-15,1,NA,11.415,1960-12-31
"14150000:OR:USGS",1961,1960,12,216.8,"detroit_lake_inflow",4,"NO",1960-12-15,1,NA,11.415,1960-12-31
"12413000:ID:USGS",1961,1960,12,34.237,"green_r_bl_howard_a_hanson_dam",5,"NO",1960-12-15,1,NA,11.415,1960-12-31
"09349800:CO:USGS",1961,1960,12,3.3,"pueblo_reservoir_inflow",2,"NO",1960-12-15,1,NA,11.415,1960-12-31
"09379500:UT:USGS",1961,1960,12,41.103,"animas_r_at_durango",5,"NO",1960-12-15,1,NA,11.415,1960-12-31
"08316000:NM:USGS",1961,1960,12,NA,"pecos_r_nr_pecos",5,"NO",1960-12-15,1,NA,11.415,1960-12-31
"10150500:UT:USGS",1961,1960,12,2.182,"ruedi_reservoir_inflow",5,"NO",1960-12-15,1,NA,11.415,1960-12-31
"10166605:UT:USGS",1961,1960,12,NA,"taylor_park_reservoir_inflow",5,"NO",1960-12-15,1,NA,11.415,1960-12-31
"150028:CA:USGS",1961,1961,1,NA,"boise_r_nr_boise",4,"NO",1961-01-15,2,NA,11.415,1961-01-31
"150028:CA:USGS",1961,1961,1,NA,"boysen_reservoir_inflow",3,"NO",1961-01-15,2,NA,11.415,1961-01-31
"150028:CA:USGS",1961,1961,1,NA,"dillon_reservoir_inflow",3,"NO",1961-01-15,2,NA,11.415,1961-01-31
"150028:CA:USGS",1961,1961,1,NA,"fontenelle_reservoir_inflow",3,"NO",1961-01-15,2,NA,11.415,1961-01-31
"150028:CA:USGS",1961,1961,1,NA,"weber_r_nr_oakley",3,"NO",1961-01-15,2,NA,11.415,1961-01-31
"10333000:NV:USGS",1961,1961,1,1.047,"owyhee_r_bl_owyhee_dam",5,"NO",1961-01-15,2,NA,11.415,1961-01-31
"14113000:WA:USGS",1961,1961,1,101.655,"stehekin_r_at_stehekin",5,"NO",1961-01-15,2,NA,11.415,1961-01-31
"14150000:OR:USGS",1961,1961,1,123.3,"detroit_lake_inflow",4,"NO",1961-01-15,2,NA,11.415,1961-01-31
"12413000:ID:USGS",1961,1961,1,71.266,"green_r_bl_howard_a_hanson_dam",5,"NO",1961-01-15,2,NA,11.415,1961-01-31
"09349800:CO:USGS",1961,1961,1,3.1,"pueblo_reservoir_inflow",2,"NO",1961-01-15,2,NA,11.415,1961-01-31
"09379500:UT:USGS",1961,1961,1,35.209,"animas_r_at_durango",5,"NO",1961-01-15,2,NA,11.415,1961-01-31
"08316000:NM:USGS",1961,1961,1,NA,"pecos_r_nr_pecos",5,"NO",1961-01-15,2,NA,11.415,1961-01-31
"10150500:UT:USGS",1961,1961,1,2.481,"ruedi_reservoir_inflow",5,"NO",1961-01-15,2,NA,11.415,1961-01-31
"10166605:UT:USGS",1961,1961,1,NA,"taylor_park_reservoir_inflow",5,"NO",1961-01-15,2,NA,11.415,1961-01-31
"150028:CA:USGS",1961,1961,2,NA,"boise_r_nr_boise",4,"NO",1961-02-15,3,NA,11.415,1961-02-28
"150028:CA:USGS",1961,1961,2,NA,"boysen_reservoir_inflow",3,"NO",1961-02-15,3,NA,11.415,1961-02-28
"150028:CA:USGS",1961,1961,2,NA,"dillon_reservoir_inflow",3,"NO",1961-02-15,3,NA,11.415,1961-02-28
"150028:CA:USGS",1961,1961,2,NA,"fontenelle_reservoir_inflow",3,"NO",1961-02-15,3,NA,11.415,1961-02-28
"150028:CA:USGS",1961,1961,2,NA,"weber_r_nr_oakley",3,"NO",1961-02-15,3,NA,11.415,1961-02-28
"10333000:NV:USGS",1961,1961,2,1.305,"owyhee_r_bl_owyhee_dam",5,"NO",1961-02-15,3,NA,11.415,1961-02-28
"14113000:WA:USGS",1961,1961,2,302.717,"stehekin_r_at_stehekin",5,"NO",1961-02-15,3,NA,11.415,1961-02-28
"14150000:OR:USGS",1961,1961,2,473,"detroit_lake_inflow",4,"NO",1961-02-15,3,NA,11.415,1961-02-28
"12413000:ID:USGS",1961,1961,2,378.446,"green_r_bl_howard_a_hanson_dam",5,"NO",1961-02-15,3,NA,11.415,1961-02-28
"09349800:CO:USGS",1961,1961,2,2.7,"pueblo_reservoir_inflow",2,"YES",1961-02-15,3,NA,2.7,1961-02-28
"09379500:UT:USGS",1961,1961,2,41.324,"animas_r_at_durango",5,"NO",1961-02-15,3,NA,2.7,1961-02-28
"08316000:NM:USGS",1961,1961,2,NA,"pecos_r_nr_pecos",5,"NO",1961-02-15,3,NA,2.7,1961-02-28
"10150500:UT:USGS",1961,1961,2,2.523,"ruedi_reservoir_inflow",5,"NO",1961-02-15,3,NA,2.7,1961-02-28
"10166605:UT:USGS",1961,1961,2,NA,"taylor_park_reservoir_inflow",5,"NO",1961-02-15,3,NA,2.7,1961-02-28
"150028:CA:USGS",1961,1961,3,NA,"boise_r_nr_boise",4,"NO",1961-03-15,4,NA,2.7,1961-03-31
"150028:CA:USGS",1961,1961,3,NA,"boysen_reservoir_inflow",3,"YES",1961-03-15,4,NA,2.7,1961-03-31
"150028:CA:USGS",1961,1961,3,NA,"dillon_reservoir_inflow",3,"YES",1961-03-15,4,NA,2.7,1961-03-31
"150028:CA:USGS",1961,1961,3,NA,"fontenelle_reservoir_inflow",3,"YES",1961-03-15,4,NA,2.7,1961-03-31
"150028:CA:USGS",1961,1961,3,NA,"weber_r_nr_oakley",3,"YES",1961-03-15,4,NA,2.7,1961-03-31
"10333000:NV:USGS",1961,1961,3,2.866,"owyhee_r_bl_owyhee_dam",5,"NO",1961-03-15,4,NA,2.7,1961-03-31
"14113000:WA:USGS",1961,1961,3,234.783,"stehekin_r_at_stehekin",5,"NO",1961-03-15,4,NA,2.7,1961-03-31
"14150000:OR:USGS",1961,1961,3,345.5,"detroit_lake_inflow",4,"NO",1961-03-15,4,NA,2.7,1961-03-31
"12413000:ID:USGS",1961,1961,3,209.217,"green_r_bl_howard_a_hanson_dam",5,"NO",1961-03-15,4,NA,2.7,1961-03-31
"09349800:CO:USGS",1961,1961,3,5.5,"pueblo_reservoir_inflow",2,"YES",1961-03-15,4,NA,2.7,1961-03-31
"09379500:UT:USGS",1961,1961,3,68.594,"animas_r_at_durango",5,"NO",1961-03-15,4,NA,2.7,1961-03-31
"08316000:NM:USGS",1961,1961,3,NA,"pecos_r_nr_pecos",5,"NO",1961-03-15,4,NA,2.7,1961-03-31
