"year","month_index","INDEX","value","forecast_year","date_index","forecast_month","site_id"
1984,2,"SOI",NA,1984,1984-02-29,3,"sweetwater_r_nr_alcova"
1984,2,"SOI",NA,1984,1984-02-29,3,"missouri_r_at_toston"
1984,2,"SOI",NA,1984,1984-02-29,3,"animas_r_at_durango"
1984,2,"SOI",NA,1984,1984-02-29,3,"yampa_r_nr_maybell"
1984,2,"SOI",NA,1984,1984-02-29,3,"green_r_bl_howard_a_hanson_dam"
1984,2,"SOI",NA,1984,1984-02-29,3,"taylor_park_reservoir_inflow"
1984,2,"SOI",NA,1984,1984-02-29,3,"ruedi_reservoir_inflow"
1984,2,"SOI",NA,1984,1984-02-29,3,"weber_r_nr_oakley"
1984,2,"SOI",NA,1984,1984-02-29,3,"san_joaquin_river_millerton_reservoir"
1984,2,"SOI",NA,1984,1984-02-29,3,"merced_river_yosemite_at_pohono_bridge"
1984,2,"SOI",NA,1984,1984-02-29,3,"american_river_folsom_lake"
1984,2,"SOI",NA,1984,1984-02-29,3,"colville_r_at_kettle_falls"
1984,2,"SOI",NA,1984,1984-02-29,3,"detroit_lake_inflow"
1984,2,"SOI",NA,1984,1984-02-29,3,"virgin_r_at_virtin"
1984,2,"SOI",NA,1984,1984-02-29,3,"skagit_ross_reservoir"
1984,2,"SOI",NA,1984,1984-02-29,3,"boysen_reservoir_inflow"
1984,2,"SOI",NA,1984,1984-02-29,3,"pecos_r_nr_pecos"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"hungry_horse_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"snake_r_nr_heise"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"pueblo_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"sweetwater_r_nr_alcova"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"missouri_r_at_toston"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"animas_r_at_durango"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"yampa_r_nr_maybell"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"libby_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"boise_r_nr_boise"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"green_r_bl_howard_a_hanson_dam"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"taylor_park_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"dillon_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"ruedi_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"fontenelle_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"weber_r_nr_oakley"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"san_joaquin_river_millerton_reservoir"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"merced_river_yosemite_at_pohono_bridge"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"colville_r_at_kettle_falls"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"stehekin_r_at_stehekin"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"detroit_lake_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"virgin_r_at_virtin"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"skagit_ross_reservoir"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"boysen_reservoir_inflow"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"pecos_r_nr_pecos"
1984,2,"PNA",0.833333333333333,1984,1984-02-29,3,"owyhee_r_bl_owyhee_dam"
1984,2,"PDO",NA,1984,1984-02-29,3,"hungry_horse_reservoir_inflow"
1984,2,"PDO",NA,1984,1984-02-29,3,"sweetwater_r_nr_alcova"
1984,2,"PDO",NA,1984,1984-02-29,3,"animas_r_at_durango"
1984,2,"PDO",NA,1984,1984-02-29,3,"yampa_r_nr_maybell"
1984,2,"PDO",NA,1984,1984-02-29,3,"libby_reservoir_inflow"
1984,2,"PDO",NA,1984,1984-02-29,3,"green_r_bl_howard_a_hanson_dam"
1984,2,"PDO",NA,1984,1984-02-29,3,"ruedi_reservoir_inflow"
1984,2,"PDO",NA,1984,1984-02-29,3,"merced_river_yosemite_at_pohono_bridge"
1984,2,"PDO",NA,1984,1984-02-29,3,"american_river_folsom_lake"
1984,2,"PDO",NA,1984,1984-02-29,3,"colville_r_at_kettle_falls"
1984,2,"PDO",NA,1984,1984-02-29,3,"stehekin_r_at_stehekin"
1984,2,"PDO",NA,1984,1984-02-29,3,"detroit_lake_inflow"
1984,2,"PDO",NA,1984,1984-02-29,3,"virgin_r_at_virtin"
1984,2,"PDO",NA,1984,1984-02-29,3,"skagit_ross_reservoir"
1984,2,"PDO",NA,1984,1984-02-29,3,"boysen_reservoir_inflow"
1984,2,"PDO",NA,1984,1984-02-29,3,"pecos_r_nr_pecos"
1984,3,"SOI",NA,1984,1984-03-31,4,"hungry_horse_reservoir_inflow"
1984,3,"SOI",NA,1984,1984-03-31,4,"pueblo_reservoir_inflow"
1984,3,"SOI",NA,1984,1984-03-31,4,"sweetwater_r_nr_alcova"
1984,3,"SOI",NA,1984,1984-03-31,4,"missouri_r_at_toston"
1984,3,"SOI",NA,1984,1984-03-31,4,"animas_r_at_durango"
1984,3,"SOI",NA,1984,1984-03-31,4,"yampa_r_nr_maybell"
1984,3,"SOI",NA,1984,1984-03-31,4,"green_r_bl_howard_a_hanson_dam"
1984,3,"SOI",NA,1984,1984-03-31,4,"taylor_park_reservoir_inflow"
1984,3,"SOI",NA,1984,1984-03-31,4,"ruedi_reservoir_inflow"
1984,3,"SOI",NA,1984,1984-03-31,4,"weber_r_nr_oakley"
1984,3,"SOI",NA,1984,1984-03-31,4,"san_joaquin_river_millerton_reservoir"
1984,3,"SOI",NA,1984,1984-03-31,4,"merced_river_yosemite_at_pohono_bridge"
1984,3,"SOI",NA,1984,1984-03-31,4,"american_river_folsom_lake"
1984,3,"SOI",NA,1984,1984-03-31,4,"colville_r_at_kettle_falls"
1984,3,"SOI",NA,1984,1984-03-31,4,"detroit_lake_inflow"
1984,3,"SOI",NA,1984,1984-03-31,4,"virgin_r_at_virtin"
1984,3,"SOI",NA,1984,1984-03-31,4,"skagit_ross_reservoir"
1984,3,"SOI",NA,1984,1984-03-31,4,"boysen_reservoir_inflow"
1984,3,"SOI",NA,1984,1984-03-31,4,"pecos_r_nr_pecos"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"hungry_horse_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"snake_r_nr_heise"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"pueblo_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"sweetwater_r_nr_alcova"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"missouri_r_at_toston"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"animas_r_at_durango"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"yampa_r_nr_maybell"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"libby_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"boise_r_nr_boise"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"green_r_bl_howard_a_hanson_dam"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"taylor_park_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"dillon_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"ruedi_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"fontenelle_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"weber_r_nr_oakley"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"san_joaquin_river_millerton_reservoir"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"merced_river_yosemite_at_pohono_bridge"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"colville_r_at_kettle_falls"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"stehekin_r_at_stehekin"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"detroit_lake_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"virgin_r_at_virtin"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"skagit_ross_reservoir"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"boysen_reservoir_inflow"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"pecos_r_nr_pecos"
1984,3,"PNA",0.833333333333333,1984,1984-03-31,4,"owyhee_r_bl_owyhee_dam"
1984,3,"PDO",NA,1984,1984-03-31,4,"hungry_horse_reservoir_inflow"
1984,3,"PDO",NA,1984,1984-03-31,4,"sweetwater_r_nr_alcova"
1984,3,"PDO",NA,1984,1984-03-31,4,"animas_r_at_durango"
1984,3,"PDO",NA,1984,1984-03-31,4,"yampa_r_nr_maybell"
1984,3,"PDO",NA,1984,1984-03-31,4,"libby_reservoir_inflow"
1984,3,"PDO",NA,1984,1984-03-31,4,"green_r_bl_howard_a_hanson_dam"
1984,3,"PDO",NA,1984,1984-03-31,4,"ruedi_reservoir_inflow"
1984,3,"PDO",NA,1984,1984-03-31,4,"merced_river_yosemite_at_pohono_bridge"
1984,3,"PDO",NA,1984,1984-03-31,4,"american_river_folsom_lake"
1984,3,"PDO",NA,1984,1984-03-31,4,"colville_r_at_kettle_falls"
1984,3,"PDO",NA,1984,1984-03-31,4,"stehekin_r_at_stehekin"
1984,3,"PDO",NA,1984,1984-03-31,4,"detroit_lake_inflow"
1984,3,"PDO",NA,1984,1984-03-31,4,"virgin_r_at_virtin"
1984,3,"PDO",NA,1984,1984-03-31,4,"skagit_ross_reservoir"
1984,3,"PDO",NA,1984,1984-03-31,4,"boysen_reservoir_inflow"
1984,3,"PDO",NA,1984,1984-03-31,4,"pecos_r_nr_pecos"
1984,4,"SOI",NA,1984,1984-04-30,5,"hungry_horse_reservoir_inflow"
1984,4,"SOI",NA,1984,1984-04-30,5,"pueblo_reservoir_inflow"
1984,4,"SOI",NA,1984,1984-04-30,5,"sweetwater_r_nr_alcova"
1984,4,"SOI",NA,1984,1984-04-30,5,"missouri_r_at_toston"
1984,4,"SOI",NA,1984,1984-04-30,5,"animas_r_at_durango"
1984,4,"SOI",NA,1984,1984-04-30,5,"yampa_r_nr_maybell"
1984,4,"SOI",NA,1984,1984-04-30,5,"green_r_bl_howard_a_hanson_dam"
1984,4,"SOI",NA,1984,1984-04-30,5,"taylor_park_reservoir_inflow"
1984,4,"SOI",NA,1984,1984-04-30,5,"ruedi_reservoir_inflow"
1984,4,"SOI",NA,1984,1984-04-30,5,"weber_r_nr_oakley"
1984,4,"SOI",NA,1984,1984-04-30,5,"san_joaquin_river_millerton_reservoir"
1984,4,"SOI",NA,1984,1984-04-30,5,"merced_river_yosemite_at_pohono_bridge"
1984,4,"SOI",NA,1984,1984-04-30,5,"american_river_folsom_lake"
1984,4,"SOI",NA,1984,1984-04-30,5,"colville_r_at_kettle_falls"
1984,4,"SOI",NA,1984,1984-04-30,5,"detroit_lake_inflow"
1984,4,"SOI",NA,1984,1984-04-30,5,"virgin_r_at_virtin"
1984,4,"SOI",NA,1984,1984-04-30,5,"skagit_ross_reservoir"
1984,4,"SOI",NA,1984,1984-04-30,5,"boysen_reservoir_inflow"
1984,4,"SOI",NA,1984,1984-04-30,5,"pecos_r_nr_pecos"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"hungry_horse_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"snake_r_nr_heise"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"pueblo_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"sweetwater_r_nr_alcova"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"missouri_r_at_toston"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"animas_r_at_durango"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"yampa_r_nr_maybell"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"libby_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"boise_r_nr_boise"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"green_r_bl_howard_a_hanson_dam"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"taylor_park_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"dillon_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"ruedi_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"fontenelle_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"weber_r_nr_oakley"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"san_joaquin_river_millerton_reservoir"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"merced_river_yosemite_at_pohono_bridge"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"colville_r_at_kettle_falls"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"stehekin_r_at_stehekin"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"detroit_lake_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"virgin_r_at_virtin"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"skagit_ross_reservoir"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"boysen_reservoir_inflow"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"pecos_r_nr_pecos"
1984,4,"PNA",0.833333333333333,1984,1984-04-30,5,"owyhee_r_bl_owyhee_dam"
1984,4,"PDO",NA,1984,1984-04-30,5,"hungry_horse_reservoir_inflow"
1984,4,"PDO",NA,1984,1984-04-30,5,"sweetwater_r_nr_alcova"
1984,4,"PDO",NA,1984,1984-04-30,5,"animas_r_at_durango"
1984,4,"PDO",NA,1984,1984-04-30,5,"yampa_r_nr_maybell"
1984,4,"PDO",NA,1984,1984-04-30,5,"libby_reservoir_inflow"
1984,4,"PDO",NA,1984,1984-04-30,5,"green_r_bl_howard_a_hanson_dam"
1984,4,"PDO",NA,1984,1984-04-30,5,"ruedi_reservoir_inflow"
1984,4,"PDO",NA,1984,1984-04-30,5,"merced_river_yosemite_at_pohono_bridge"
1984,4,"PDO",NA,1984,1984-04-30,5,"american_river_folsom_lake"
1984,4,"PDO",NA,1984,1984-04-30,5,"colville_r_at_kettle_falls"
1984,4,"PDO",NA,1984,1984-04-30,5,"stehekin_r_at_stehekin"
1984,4,"PDO",NA,1984,1984-04-30,5,"detroit_lake_inflow"
1984,4,"PDO",NA,1984,1984-04-30,5,"virgin_r_at_virtin"
1984,4,"PDO",NA,1984,1984-04-30,5,"skagit_ross_reservoir"
1984,4,"PDO",NA,1984,1984-04-30,5,"boysen_reservoir_inflow"
1984,4,"PDO",NA,1984,1984-04-30,5,"pecos_r_nr_pecos"
1984,5,"SOI",NA,1984,1984-05-31,6,"hungry_horse_reservoir_inflow"
1984,5,"SOI",NA,1984,1984-05-31,6,"pueblo_reservoir_inflow"
1984,5,"SOI",NA,1984,1984-05-31,6,"sweetwater_r_nr_alcova"
1984,5,"SOI",NA,1984,1984-05-31,6,"missouri_r_at_toston"
1984,5,"SOI",NA,1984,1984-05-31,6,"animas_r_at_durango"
1984,5,"SOI",NA,1984,1984-05-31,6,"yampa_r_nr_maybell"
1984,5,"SOI",NA,1984,1984-05-31,6,"green_r_bl_howard_a_hanson_dam"
1984,5,"SOI",NA,1984,1984-05-31,6,"taylor_park_reservoir_inflow"
1984,5,"SOI",NA,1984,1984-05-31,6,"ruedi_reservoir_inflow"
1984,5,"SOI",NA,1984,1984-05-31,6,"weber_r_nr_oakley"
1984,5,"SOI",NA,1984,1984-05-31,6,"san_joaquin_river_millerton_reservoir"
1984,5,"SOI",NA,1984,1984-05-31,6,"merced_river_yosemite_at_pohono_bridge"
1984,5,"SOI",NA,1984,1984-05-31,6,"american_river_folsom_lake"
1984,5,"SOI",NA,1984,1984-05-31,6,"colville_r_at_kettle_falls"
1984,5,"SOI",NA,1984,1984-05-31,6,"detroit_lake_inflow"
1984,5,"SOI",NA,1984,1984-05-31,6,"virgin_r_at_virtin"
1984,5,"SOI",NA,1984,1984-05-31,6,"skagit_ross_reservoir"
1984,5,"SOI",NA,1984,1984-05-31,6,"boysen_reservoir_inflow"
1984,5,"SOI",NA,1984,1984-05-31,6,"pecos_r_nr_pecos"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"hungry_horse_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"snake_r_nr_heise"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"pueblo_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"sweetwater_r_nr_alcova"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"missouri_r_at_toston"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"animas_r_at_durango"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"yampa_r_nr_maybell"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"libby_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"boise_r_nr_boise"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"green_r_bl_howard_a_hanson_dam"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"taylor_park_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"dillon_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"ruedi_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"fontenelle_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"weber_r_nr_oakley"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"san_joaquin_river_millerton_reservoir"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"merced_river_yosemite_at_pohono_bridge"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"colville_r_at_kettle_falls"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"stehekin_r_at_stehekin"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"detroit_lake_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"virgin_r_at_virtin"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"skagit_ross_reservoir"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"boysen_reservoir_inflow"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"pecos_r_nr_pecos"
1984,5,"PNA",0.833333333333333,1984,1984-05-31,6,"owyhee_r_bl_owyhee_dam"
1984,5,"PDO",NA,1984,1984-05-31,6,"hungry_horse_reservoir_inflow"
1984,5,"PDO",NA,1984,1984-05-31,6,"sweetwater_r_nr_alcova"
1984,5,"PDO",NA,1984,1984-05-31,6,"animas_r_at_durango"
1984,5,"PDO",NA,1984,1984-05-31,6,"yampa_r_nr_maybell"
1984,5,"PDO",NA,1984,1984-05-31,6,"libby_reservoir_inflow"
1984,5,"PDO",NA,1984,1984-05-31,6,"green_r_bl_howard_a_hanson_dam"
1984,5,"PDO",NA,1984,1984-05-31,6,"ruedi_reservoir_inflow"
1984,5,"PDO",NA,1984,1984-05-31,6,"merced_river_yosemite_at_pohono_bridge"
1984,5,"PDO",NA,1984,1984-05-31,6,"american_river_folsom_lake"
1984,5,"PDO",NA,1984,1984-05-31,6,"colville_r_at_kettle_falls"
1984,5,"PDO",NA,1984,1984-05-31,6,"stehekin_r_at_stehekin"
1984,5,"PDO",NA,1984,1984-05-31,6,"detroit_lake_inflow"
1984,5,"PDO",NA,1984,1984-05-31,6,"virgin_r_at_virtin"
1984,5,"PDO",NA,1984,1984-05-31,6,"skagit_ross_reservoir"
1984,5,"PDO",NA,1984,1984-05-31,6,"boysen_reservoir_inflow"
1984,5,"PDO",NA,1984,1984-05-31,6,"pecos_r_nr_pecos"
1984,6,"SOI",NA,1984,1984-06-30,7,"hungry_horse_reservoir_inflow"
1984,6,"SOI",NA,1984,1984-06-30,7,"pueblo_reservoir_inflow"
1984,6,"SOI",NA,1984,1984-06-30,7,"sweetwater_r_nr_alcova"
1984,6,"SOI",NA,1984,1984-06-30,7,"missouri_r_at_toston"
1984,6,"SOI",NA,1984,1984-06-30,7,"animas_r_at_durango"
1984,6,"SOI",NA,1984,1984-06-30,7,"yampa_r_nr_maybell"
1984,6,"SOI",NA,1984,1984-06-30,7,"green_r_bl_howard_a_hanson_dam"
1984,6,"SOI",NA,1984,1984-06-30,7,"taylor_park_reservoir_inflow"
1984,6,"SOI",NA,1984,1984-06-30,7,"ruedi_reservoir_inflow"
1984,6,"SOI",NA,1984,1984-06-30,7,"weber_r_nr_oakley"
1984,6,"SOI",NA,1984,1984-06-30,7,"san_joaquin_river_millerton_reservoir"
1984,6,"SOI",NA,1984,1984-06-30,7,"merced_river_yosemite_at_pohono_bridge"
1984,6,"SOI",NA,1984,1984-06-30,7,"american_river_folsom_lake"
1984,6,"SOI",NA,1984,1984-06-30,7,"colville_r_at_kettle_falls"
1984,6,"SOI",NA,1984,1984-06-30,7,"detroit_lake_inflow"
1984,6,"SOI",NA,1984,1984-06-30,7,"virgin_r_at_virtin"
1984,6,"SOI",NA,1984,1984-06-30,7,"skagit_ross_reservoir"
1984,6,"SOI",NA,1984,1984-06-30,7,"boysen_reservoir_inflow"
1984,6,"SOI",NA,1984,1984-06-30,7,"pecos_r_nr_pecos"
1984,6,"PNA",0.833333333333333,1984,1984-06-30,7,"hungry_horse_reservoir_inflow"
1984,6,"PNA",0.833333333333333,1984,1984-06-30,7,"snake_r_nr_heise"
1984,6,"PNA",0.833333333333333,1984,1984-06-30,7,"pueblo_reservoir_inflow"
1984,6,"PNA",0.833333333333333,1984,1984-06-30,7,"sweetwater_r_nr_alcova"
1984,6,"PNA",0.833333333333333,1984,1984-06-30,7,"missouri_r_at_toston"
1984,6,"PNA",0.833333333333333,1984,1984-06-30,7,"animas_r_at_durango"
