"date","site_id","SWE_swann","issue_date","month","forecast_year","forecast_issue"
1985-01-14,"hungry_horse_reservoir_inflow",390.641891891892,1985-01-15,1,1985,"1-15"
1985-01-21,"hungry_horse_reservoir_inflow",404.672297297297,1985-01-22,1,1985,"1-22"
1985-01-31,"hungry_horse_reservoir_inflow",426.131756756757,1985-02-01,1,1985,"2-01"
1985-02-07,"hungry_horse_reservoir_inflow",419.861486486487,1985-02-08,2,1985,"2-08"
1985-02-14,"hungry_horse_reservoir_inflow",478.952702702703,1985-02-15,2,1985,"2-15"
1985-02-21,"hungry_horse_reservoir_inflow",465.712837837838,1985-02-22,2,1985,"2-22"
1985-02-28,"hungry_horse_reservoir_inflow",490.878378378378,1985-03-01,2,1985,"3-01"
1985-03-07,"hungry_horse_reservoir_inflow",556.695945945946,1985-03-08,3,1985,"3-08"
1985-03-14,"hungry_horse_reservoir_inflow",527,1985-03-15,3,1985,"3-15"
1985-03-21,"hungry_horse_reservoir_inflow",539.449324324324,1985-03-22,3,1985,"3-22"
1985-03-31,"hungry_horse_reservoir_inflow",547.148648648649,1985-04-01,3,1985,"4-01"
1985-04-07,"hungry_horse_reservoir_inflow",554.716216216216,1985-04-08,4,1985,"4-08"
1985-04-14,"hungry_horse_reservoir_inflow",525.081081081081,1985-04-15,4,1985,"4-15"
1985-04-21,"hungry_horse_reservoir_inflow",516.195945945946,1985-04-22,4,1985,"4-22"
1985-04-30,"hungry_horse_reservoir_inflow",526.560810810811,1985-05-01,4,1985,"5-01"
1985-05-07,"hungry_horse_reservoir_inflow",407.5,1985-05-08,5,1985,"5-08"
1985-05-14,"hungry_horse_reservoir_inflow",355.875,1985-05-15,5,1985,"5-15"
1985-05-21,"hungry_horse_reservoir_inflow",203.398648648649,1985-05-22,5,1985,"5-22"
1985-05-31,"hungry_horse_reservoir_inflow",92.2195945945946,1985-06-01,5,1985,"6-01"
1985-06-07,"hungry_horse_reservoir_inflow",62.7297297297297,1985-06-08,6,1985,"6-08"
1985-06-14,"hungry_horse_reservoir_inflow",26.9256756756757,1985-06-15,6,1985,"6-15"
1985-06-21,"hungry_horse_reservoir_inflow",5.70945945945946,1985-06-22,6,1985,"6-22"
1985-06-30,"hungry_horse_reservoir_inflow",0.472972972972973,1985-07-01,6,1985,"7-01"
1985-07-07,"hungry_horse_reservoir_inflow",0,1985-07-08,7,1985,"7-08"
1985-07-14,"hungry_horse_reservoir_inflow",0,1985-07-15,7,1985,"7-15"
1985-07-21,"hungry_horse_reservoir_inflow",0,1985-07-22,7,1985,"7-22"
1985-12-31,"hungry_horse_reservoir_inflow",208.415540540541,1986-01-01,12,1986,"1-01"
1986-01-07,"hungry_horse_reservoir_inflow",245.368243243243,1986-01-08,1,1986,"1-08"
1986-01-14,"hungry_horse_reservoir_inflow",244.277027027027,1986-01-15,1,1986,"1-15"
1986-01-21,"hungry_horse_reservoir_inflow",288.820945945946,1986-01-22,1,1986,"1-22"
1986-01-31,"hungry_horse_reservoir_inflow",314.679054054054,1986-02-01,1,1986,"2-01"
1986-02-07,"hungry_horse_reservoir_inflow",336.439189189189,1986-02-08,2,1986,"2-08"
1986-02-14,"hungry_horse_reservoir_inflow",346.168918918919,1986-02-15,2,1986,"2-15"
1986-02-21,"hungry_horse_reservoir_inflow",436.496621621622,1986-02-22,2,1986,"2-22"
1986-02-28,"hungry_horse_reservoir_inflow",491.939189189189,1986-03-01,2,1986,"3-01"
1986-03-07,"hungry_horse_reservoir_inflow",469.763513513513,1986-03-08,3,1986,"3-08"
1986-03-14,"hungry_horse_reservoir_inflow",469.148648648649,1986-03-15,3,1986,"3-15"
1986-03-21,"hungry_horse_reservoir_inflow",472.189189189189,1986-03-22,3,1986,"3-22"
1986-03-31,"hungry_horse_reservoir_inflow",479.847972972973,1986-04-01,3,1986,"4-01"
1986-04-07,"hungry_horse_reservoir_inflow",442.212837837838,1986-04-08,4,1986,"4-08"
1986-04-14,"hungry_horse_reservoir_inflow",383.527027027027,1986-04-15,4,1986,"4-15"
1986-04-21,"hungry_horse_reservoir_inflow",424.550675675676,1986-04-22,4,1986,"4-22"
1986-04-30,"hungry_horse_reservoir_inflow",438.226351351351,1986-05-01,4,1986,"5-01"
1986-05-07,"hungry_horse_reservoir_inflow",401.27027027027,1986-05-08,5,1986,"5-08"
1986-05-14,"hungry_horse_reservoir_inflow",402.121621621622,1986-05-15,5,1986,"5-15"
1986-05-21,"hungry_horse_reservoir_inflow",312.293918918919,1986-05-22,5,1986,"5-22"
1986-05-31,"hungry_horse_reservoir_inflow",83.7567567567568,1986-06-01,5,1986,"6-01"
1986-06-07,"hungry_horse_reservoir_inflow",16.5371621621622,1986-06-08,6,1986,"6-08"
1986-06-14,"hungry_horse_reservoir_inflow",4.25,1986-06-15,6,1986,"6-15"
1986-06-21,"hungry_horse_reservoir_inflow",0.574324324324324,1986-06-22,6,1986,"6-22"
1986-06-30,"hungry_horse_reservoir_inflow",0,1986-07-01,6,1986,"7-01"
1986-07-07,"hungry_horse_reservoir_inflow",0,1986-07-08,7,1986,"7-08"
1986-07-14,"hungry_horse_reservoir_inflow",0,1986-07-15,7,1986,"7-15"
1986-07-21,"hungry_horse_reservoir_inflow",0,1986-07-22,7,1986,"7-22"
1986-12-31,"hungry_horse_reservoir_inflow",229.783783783784,1987-01-01,12,1987,"1-01"
1987-01-07,"hungry_horse_reservoir_inflow",247.070945945946,1987-01-08,1,1987,"1-08"
1987-01-14,"hungry_horse_reservoir_inflow",246.273648648649,1987-01-15,1,1987,"1-15"
1987-01-21,"hungry_horse_reservoir_inflow",244.091216216216,1987-01-22,1,1987,"1-22"
1987-01-31,"hungry_horse_reservoir_inflow",295.486486486487,1987-02-01,1,1987,"2-01"
1987-02-07,"hungry_horse_reservoir_inflow",325.016891891892,1987-02-08,2,1987,"2-08"
1987-02-14,"hungry_horse_reservoir_inflow",324.942567567568,1987-02-15,2,1987,"2-15"
1987-02-21,"hungry_horse_reservoir_inflow",342.888513513513,1987-02-22,2,1987,"2-22"
1987-02-28,"hungry_horse_reservoir_inflow",369.635135135135,1987-03-01,2,1987,"3-01"
1987-03-07,"hungry_horse_reservoir_inflow",354.97972972973,1987-03-08,3,1987,"3-08"
1987-03-14,"hungry_horse_reservoir_inflow",375.689189189189,1987-03-15,3,1987,"3-15"
1987-03-21,"hungry_horse_reservoir_inflow",426.625,1987-03-22,3,1987,"3-22"
1987-03-31,"hungry_horse_reservoir_inflow",421.233108108108,1987-04-01,3,1987,"4-01"
1987-04-07,"hungry_horse_reservoir_inflow",395.577702702703,1987-04-08,4,1987,"4-08"
1987-04-14,"hungry_horse_reservoir_inflow",441.202702702703,1987-04-15,4,1987,"4-15"
1987-04-21,"hungry_horse_reservoir_inflow",401.952702702703,1987-04-22,4,1987,"4-22"
1987-04-30,"hungry_horse_reservoir_inflow",202.540540540541,1987-05-01,4,1987,"5-01"
1987-05-07,"hungry_horse_reservoir_inflow",95.9155405405405,1987-05-08,5,1987,"5-08"
1987-05-14,"hungry_horse_reservoir_inflow",13.3682432432432,1987-05-15,5,1987,"5-15"
1987-05-21,"hungry_horse_reservoir_inflow",7.74324324324324,1987-05-22,5,1987,"5-22"
1987-05-31,"hungry_horse_reservoir_inflow",1.97297297297297,1987-06-01,5,1987,"6-01"
1987-06-07,"hungry_horse_reservoir_inflow",0.206081081081081,1987-06-08,6,1987,"6-08"
1987-06-14,"hungry_horse_reservoir_inflow",0,1987-06-15,6,1987,"6-15"
1987-06-21,"hungry_horse_reservoir_inflow",0,1987-06-22,6,1987,"6-22"
1987-06-30,"hungry_horse_reservoir_inflow",0,1987-07-01,6,1987,"7-01"
1987-07-07,"hungry_horse_reservoir_inflow",0,1987-07-08,7,1987,"7-08"
1987-07-14,"hungry_horse_reservoir_inflow",0,1987-07-15,7,1987,"7-15"
1987-07-21,"hungry_horse_reservoir_inflow",0,1987-07-22,7,1987,"7-22"
1987-12-31,"hungry_horse_reservoir_inflow",137.216216216216,1988-01-01,12,1988,"1-01"
1988-01-07,"hungry_horse_reservoir_inflow",146.844594594595,1988-01-08,1,1988,"1-08"
1988-01-14,"hungry_horse_reservoir_inflow",186.236486486486,1988-01-15,1,1988,"1-15"
1988-01-21,"hungry_horse_reservoir_inflow",224.594594594595,1988-01-22,1,1988,"1-22"
1988-01-31,"hungry_horse_reservoir_inflow",254.739864864865,1988-02-01,1,1988,"2-01"
1988-02-07,"hungry_horse_reservoir_inflow",280.891891891892,1988-02-08,2,1988,"2-08"
1988-02-14,"hungry_horse_reservoir_inflow",333.523648648649,1988-02-15,2,1988,"2-15"
1988-02-21,"hungry_horse_reservoir_inflow",350.591216216216,1988-02-22,2,1988,"2-22"
1988-02-29,"hungry_horse_reservoir_inflow",360.388513513513,1988-03-01,2,1988,"3-01"
1988-03-07,"hungry_horse_reservoir_inflow",374.405405405405,1988-03-08,3,1988,"3-08"
1988-03-14,"hungry_horse_reservoir_inflow",348.243243243243,1988-03-15,3,1988,"3-15"
1988-03-21,"hungry_horse_reservoir_inflow",359.891891891892,1988-03-22,3,1988,"3-22"
1988-03-31,"hungry_horse_reservoir_inflow",416.614864864865,1988-04-01,3,1988,"4-01"
1988-04-07,"hungry_horse_reservoir_inflow",480.567567567568,1988-04-08,4,1988,"4-08"
1988-04-14,"hungry_horse_reservoir_inflow",457.858108108108,1988-04-15,4,1988,"4-15"
1988-04-21,"hungry_horse_reservoir_inflow",337.047297297297,1988-04-22,4,1988,"4-22"
1988-04-30,"hungry_horse_reservoir_inflow",295.675675675676,1988-05-01,4,1988,"5-01"
1988-05-07,"hungry_horse_reservoir_inflow",292.966216216216,1988-05-08,5,1988,"5-08"
1988-05-14,"hungry_horse_reservoir_inflow",183.050675675676,1988-05-15,5,1988,"5-15"
1988-05-21,"hungry_horse_reservoir_inflow",116.486486486486,1988-05-22,5,1988,"5-22"
1988-05-31,"hungry_horse_reservoir_inflow",43.6114864864865,1988-06-01,5,1988,"6-01"
1988-06-07,"hungry_horse_reservoir_inflow",10.6452702702703,1988-06-08,6,1988,"6-08"
1988-06-14,"hungry_horse_reservoir_inflow",3.43581081081081,1988-06-15,6,1988,"6-15"
1988-06-21,"hungry_horse_reservoir_inflow",0,1988-06-22,6,1988,"6-22"
1988-06-30,"hungry_horse_reservoir_inflow",0.0574324324324324,1988-07-01,6,1988,"7-01"
1988-07-07,"hungry_horse_reservoir_inflow",0,1988-07-08,7,1988,"7-08"
1988-07-14,"hungry_horse_reservoir_inflow",0,1988-07-15,7,1988,"7-15"
1988-07-21,"hungry_horse_reservoir_inflow",0,1988-07-22,7,1988,"7-22"
1988-12-31,"hungry_horse_reservoir_inflow",220.10472972973,1989-01-01,12,1989,"1-01"
1989-01-07,"hungry_horse_reservoir_inflow",283.804054054054,1989-01-08,1,1989,"1-08"
1989-01-14,"hungry_horse_reservoir_inflow",316.712837837838,1989-01-15,1,1989,"1-15"
1989-01-21,"hungry_horse_reservoir_inflow",382.391891891892,1989-01-22,1,1989,"1-22"
1989-01-31,"hungry_horse_reservoir_inflow",393.023648648649,1989-02-01,1,1989,"2-01"
1989-02-07,"hungry_horse_reservoir_inflow",409.753378378378,1989-02-08,2,1989,"2-08"
1989-02-14,"hungry_horse_reservoir_inflow",422.347972972973,1989-02-15,2,1989,"2-15"
1989-02-21,"hungry_horse_reservoir_inflow",457.75,1989-02-22,2,1989,"2-22"
1989-02-28,"hungry_horse_reservoir_inflow",490.439189189189,1989-03-01,2,1989,"3-01"
1989-03-07,"hungry_horse_reservoir_inflow",501.192567567568,1989-03-08,3,1989,"3-08"
1989-03-14,"hungry_horse_reservoir_inflow",558.75,1989-03-15,3,1989,"3-15"
1989-03-21,"hungry_horse_reservoir_inflow",553.337837837838,1989-03-22,3,1989,"3-22"
1989-03-31,"hungry_horse_reservoir_inflow",564.135135135135,1989-04-01,3,1989,"4-01"
1989-04-07,"hungry_horse_reservoir_inflow",599.97972972973,1989-04-08,4,1989,"4-08"
1989-04-14,"hungry_horse_reservoir_inflow",624.260135135135,1989-04-15,4,1989,"4-15"
1989-04-21,"hungry_horse_reservoir_inflow",573.97972972973,1989-04-22,4,1989,"4-22"
1989-04-30,"hungry_horse_reservoir_inflow",565.047297297297,1989-05-01,4,1989,"5-01"
1989-05-07,"hungry_horse_reservoir_inflow",492.304054054054,1989-05-08,5,1989,"5-08"
1989-05-14,"hungry_horse_reservoir_inflow",402.179054054054,1989-05-15,5,1989,"5-15"
1989-05-21,"hungry_horse_reservoir_inflow",339.341216216216,1989-05-22,5,1989,"5-22"
1989-05-31,"hungry_horse_reservoir_inflow",303.25,1989-06-01,5,1989,"6-01"
1989-06-07,"hungry_horse_reservoir_inflow",174.668918918919,1989-06-08,6,1989,"6-08"
1989-06-14,"hungry_horse_reservoir_inflow",79.4831081081081,1989-06-15,6,1989,"6-15"
1989-06-21,"hungry_horse_reservoir_inflow",44.7331081081081,1989-06-22,6,1989,"6-22"
1989-06-30,"hungry_horse_reservoir_inflow",13.1925675675676,1989-07-01,6,1989,"7-01"
1989-07-07,"hungry_horse_reservoir_inflow",2.39189189189189,1989-07-08,7,1989,"7-08"
1989-07-14,"hungry_horse_reservoir_inflow",0,1989-07-15,7,1989,"7-15"
1989-07-21,"hungry_horse_reservoir_inflow",0,1989-07-22,7,1989,"7-22"
1989-12-31,"hungry_horse_reservoir_inflow",280.442567567568,1990-01-01,12,1990,"1-01"
1990-01-07,"hungry_horse_reservoir_inflow",338.530405405405,1990-01-08,1,1990,"1-08"
1990-01-14,"hungry_horse_reservoir_inflow",375.976351351351,1990-01-15,1,1990,"1-15"
1990-01-21,"hungry_horse_reservoir_inflow",380.297297297297,1990-01-22,1,1990,"1-22"
1990-01-31,"hungry_horse_reservoir_inflow",490.702702702703,1990-02-01,1,1990,"2-01"
1990-02-07,"hungry_horse_reservoir_inflow",517.185810810811,1990-02-08,2,1990,"2-08"
1990-02-14,"hungry_horse_reservoir_inflow",581.925675675676,1990-02-15,2,1990,"2-15"
1990-02-21,"hungry_horse_reservoir_inflow",598.702702702703,1990-02-22,2,1990,"2-22"
1990-02-28,"hungry_horse_reservoir_inflow",624.47972972973,1990-03-01,2,1990,"3-01"
1990-03-07,"hungry_horse_reservoir_inflow",581.908783783784,1990-03-08,3,1990,"3-08"
1990-03-14,"hungry_horse_reservoir_inflow",658.101351351351,1990-03-15,3,1990,"3-15"
1990-03-21,"hungry_horse_reservoir_inflow",644.290540540541,1990-03-22,3,1990,"3-22"
1990-03-31,"hungry_horse_reservoir_inflow",569.983108108108,1990-04-01,3,1990,"4-01"
1990-04-07,"hungry_horse_reservoir_inflow",560.351351351351,1990-04-08,4,1990,"4-08"
1990-04-14,"hungry_horse_reservoir_inflow",597.402027027027,1990-04-15,4,1990,"4-15"
1990-04-21,"hungry_horse_reservoir_inflow",526.003378378378,1990-04-22,4,1990,"4-22"
1990-04-30,"hungry_horse_reservoir_inflow",427.706081081081,1990-05-01,4,1990,"5-01"
1990-05-07,"hungry_horse_reservoir_inflow",429.155405405405,1990-05-08,5,1990,"5-08"
1990-05-14,"hungry_horse_reservoir_inflow",421.060810810811,1990-05-15,5,1990,"5-15"
1990-05-21,"hungry_horse_reservoir_inflow",396.847972972973,1990-05-22,5,1990,"5-22"
1990-05-31,"hungry_horse_reservoir_inflow",307.327702702703,1990-06-01,5,1990,"6-01"
1990-06-07,"hungry_horse_reservoir_inflow",274.915540540541,1990-06-08,6,1990,"6-08"
1990-06-14,"hungry_horse_reservoir_inflow",224.631756756757,1990-06-15,6,1990,"6-15"
1990-06-21,"hungry_horse_reservoir_inflow",153.929054054054,1990-06-22,6,1990,"6-22"
1990-06-30,"hungry_horse_reservoir_inflow",33.3209459459459,1990-07-01,6,1990,"7-01"
1990-07-07,"hungry_horse_reservoir_inflow",8.56756756756757,1990-07-08,7,1990,"7-08"
1990-07-14,"hungry_horse_reservoir_inflow",0.307432432432432,1990-07-15,7,1990,"7-15"
1990-07-21,"hungry_horse_reservoir_inflow",0,1990-07-22,7,1990,"7-22"
1990-12-31,"hungry_horse_reservoir_inflow",415.489864864865,1991-01-01,12,1991,"1-01"
1991-01-07,"hungry_horse_reservoir_inflow",476.226351351351,1991-01-08,1,1991,"1-08"
1991-01-14,"hungry_horse_reservoir_inflow",519.043918918919,1991-01-15,1,1991,"1-15"
1991-01-21,"hungry_horse_reservoir_inflow",560.47972972973,1991-01-22,1,1991,"1-22"
1991-01-31,"hungry_horse_reservoir_inflow",570.037162162162,1991-02-01,1,1991,"2-01"
1991-02-07,"hungry_horse_reservoir_inflow",592.179054054054,1991-02-08,2,1991,"2-08"
1991-02-14,"hungry_horse_reservoir_inflow",601.331081081081,1991-02-15,2,1991,"2-15"
1991-02-21,"hungry_horse_reservoir_inflow",638.003378378378,1991-02-22,2,1991,"2-22"
1991-02-28,"hungry_horse_reservoir_inflow",652.006756756757,1991-03-01,2,1991,"3-01"
1991-03-07,"hungry_horse_reservoir_inflow",719.557432432432,1991-03-08,3,1991,"3-08"
1991-03-14,"hungry_horse_reservoir_inflow",717.02027027027,1991-03-15,3,1991,"3-15"
1991-03-21,"hungry_horse_reservoir_inflow",699.891891891892,1991-03-22,3,1991,"3-22"
1991-03-31,"hungry_horse_reservoir_inflow",702.709459459459,1991-04-01,3,1991,"4-01"
1991-04-07,"hungry_horse_reservoir_inflow",678.179054054054,1991-04-08,4,1991,"4-08"
1991-04-14,"hungry_horse_reservoir_inflow",690.206081081081,1991-04-15,4,1991,"4-15"
1991-04-21,"hungry_horse_reservoir_inflow",835.084459459459,1991-04-22,4,1991,"4-22"
1991-04-30,"hungry_horse_reservoir_inflow",755.543918918919,1991-05-01,4,1991,"5-01"
1991-05-07,"hungry_horse_reservoir_inflow",736.577702702703,1991-05-08,5,1991,"5-08"
1991-05-14,"hungry_horse_reservoir_inflow",686.972972972973,1991-05-15,5,1991,"5-15"
1991-05-21,"hungry_horse_reservoir_inflow",557.834459459459,1991-05-22,5,1991,"5-22"
1991-05-31,"hungry_horse_reservoir_inflow",431.476351351351,1991-06-01,5,1991,"6-01"
1991-06-07,"hungry_horse_reservoir_inflow",317.820945945946,1991-06-08,6,1991,"6-08"
1991-06-14,"hungry_horse_reservoir_inflow",248.989864864865,1991-06-15,6,1991,"6-15"
1991-06-21,"hungry_horse_reservoir_inflow",206.239864864865,1991-06-22,6,1991,"6-22"
1991-06-30,"hungry_horse_reservoir_inflow",119.111486486486,1991-07-01,6,1991,"7-01"
1991-07-07,"hungry_horse_reservoir_inflow",50.6182432432432,1991-07-08,7,1991,"7-08"
1991-07-14,"hungry_horse_reservoir_inflow",15.152027027027,1991-07-15,7,1991,"7-15"
1991-07-21,"hungry_horse_reservoir_inflow",3.7027027027027,1991-07-22,7,1991,"7-22"
1991-12-31,"hungry_horse_reservoir_inflow",270.202702702703,1992-01-01,12,1992,"1-01"
1992-01-07,"hungry_horse_reservoir_inflow",249.837837837838,1992-01-08,1,1992,"1-08"
1992-01-14,"hungry_horse_reservoir_inflow",301.35472972973,1992-01-15,1,1992,"1-15"
1992-01-21,"hungry_horse_reservoir_inflow",338.871621621622,1992-01-22,1,1992,"1-22"
1992-01-31,"hungry_horse_reservoir_inflow",394.594594594595,1992-02-01,1,1992,"2-01"
1992-02-07,"hungry_horse_reservoir_inflow",353.050675675676,1992-02-08,2,1992,"2-08"
1992-02-14,"hungry_horse_reservoir_inflow",406.608108108108,1992-02-15,2,1992,"2-15"
1992-02-21,"hungry_horse_reservoir_inflow",393.324324324324,1992-02-22,2,1992,"2-22"
1992-02-29,"hungry_horse_reservoir_inflow",439.675675675676,1992-03-01,2,1992,"3-01"
1992-03-07,"hungry_horse_reservoir_inflow",381.618243243243,1992-03-08,3,1992,"3-08"
1992-03-14,"hungry_horse_reservoir_inflow",386.908783783784,1992-03-15,3,1992,"3-15"
1992-03-21,"hungry_horse_reservoir_inflow",374.077702702703,1992-03-22,3,1992,"3-22"
1992-03-31,"hungry_horse_reservoir_inflow",426.878378378378,1992-04-01,3,1992,"4-01"
1992-04-07,"hungry_horse_reservoir_inflow",353.006756756757,1992-04-08,4,1992,"4-08"
1992-04-14,"hungry_horse_reservoir_inflow",402.760135135135,1992-04-15,4,1992,"4-15"
1992-04-21,"hungry_horse_reservoir_inflow",359.027027027027,1992-04-22,4,1992,"4-22"
1992-04-30,"hungry_horse_reservoir_inflow",279.506756756757,1992-05-01,4,1992,"5-01"
1992-05-07,"hungry_horse_reservoir_inflow",172.415540540541,1992-05-08,5,1992,"5-08"
1992-05-14,"hungry_horse_reservoir_inflow",136.986486486486,1992-05-15,5,1992,"5-15"
1992-05-21,"hungry_horse_reservoir_inflow",72.8243243243243,1992-05-22,5,1992,"5-22"
1992-05-31,"hungry_horse_reservoir_inflow",24.9560810810811,1992-06-01,5,1992,"6-01"
1992-06-07,"hungry_horse_reservoir_inflow",8.40540540540541,1992-06-08,6,1992,"6-08"
1992-06-14,"hungry_horse_reservoir_inflow",0.445945945945946,1992-06-15,6,1992,"6-15"
1992-06-21,"hungry_horse_reservoir_inflow",0,1992-06-22,6,1992,"6-22"
1992-06-30,"hungry_horse_reservoir_inflow",0,1992-07-01,6,1992,"7-01"
1992-07-07,"hungry_horse_reservoir_inflow",0,1992-07-08,7,1992,"7-08"
1992-07-14,"hungry_horse_reservoir_inflow",0,1992-07-15,7,1992,"7-15"
1992-07-21,"hungry_horse_reservoir_inflow",0,1992-07-22,7,1992,"7-22"
1992-12-31,"hungry_horse_reservoir_inflow",239.493243243243,1993-01-01,12,1993,"1-01"
1993-01-07,"hungry_horse_reservoir_inflow",261.942567567568,1993-01-08,1,1993,"1-08"
1993-01-14,"hungry_horse_reservoir_inflow",273.047297297297,1993-01-15,1,1993,"1-15"
1993-01-21,"hungry_horse_reservoir_inflow",266.881756756757,1993-01-22,1,1993,"1-22"
1993-01-31,"hungry_horse_reservoir_inflow",323.128378378378,1993-02-01,1,1993,"2-01"
1993-02-07,"hungry_horse_reservoir_inflow",329.043918918919,1993-02-08,2,1993,"2-08"
1993-02-14,"hungry_horse_reservoir_inflow",342.125,1993-02-15,2,1993,"2-15"
