date,PREC_DAILY,SNWD_DAILY,TMIN_DAILY,WTEQ_DAILY
2020-05-12,17.6,20.0,33.1,7.8
2020-05-13,17.7,18.0,34.0,7.4
2020-05-14,18.0,20.0,33.3,7.3
2020-05-15,18.3,20.0,32.4,7.5
2020-05-16,18.3,18.0,31.6,6.8
2020-05-17,18.3,16.0,30.0,6.0
2020-05-18,18.4,13.0,36.3,4.9
2020-05-19,18.4,10.0,32.9,3.6
2020-05-20,18.4,8.0,34.0,2.9
2020-05-21,18.6,7.0,32.7,2.9
2020-05-22,18.9,8.0,33.8,3.0
2020-05-23,19.4,12.0,30.6,3.5
2020-05-24,19.4,9.0,30.9,3.4
2020-05-25,19.4,6.0,32.2,2.6
2020-05-26,19.6,3.0,39.9,1.5
2020-05-27,19.6,1.0,36.7,0.4
2020-05-28,19.6,0.0,32.9,0.0
2020-05-29,19.6,0.0,36.1,0.0
2020-05-30,19.6,0.0,37.9,0.0
2020-05-31,19.6,0.0,39.9,0.0
2020-06-01,19.6,0.0,37.0,0.0
2020-06-02,19.6,0.0,40.5,0.0
2020-06-03,19.7,0.0,37.9,0.0
2020-06-04,20.1,0.0,38.1,0.0
2020-06-05,20.1,0.0,35.1,0.0
2020-06-06,20.3,0.0,39.9,0.0
2020-06-07,20.4,0.0,33.3,0.0
2020-06-08,20.4,0.0,30.7,0.0
2020-06-09,20.4,0.0,29.1,0.0
2020-06-10,20.4,0.0,31.5,0.0
2020-06-11,20.4,0.0,32.4,0.0
2020-06-12,20.4,0.0,38.7,0.0
2020-06-13,20.4,0.0,39.7,0.0
2020-06-14,20.4,0.0,35.2,0.0
2020-06-15,20.4,0.0,29.7,0.0
2020-06-16,20.5,0.0,39.9,0.0
2020-06-17,20.8,0.0,34.7,0.0
2020-06-18,20.8,0.0,33.4,0.0
2020-06-19,20.9,0.0,30.6,0.0
2020-06-20,20.9,0.0,34.7,0.0
2020-06-21,20.9,0.0,40.6,0.0
2020-06-22,20.9,0.0,39.9,0.0
2020-06-23,20.9,0.0,36.5,0.0
2020-06-24,20.9,0.0,41.7,0.0
2020-06-25,20.9,0.0,41.4,0.0
2020-06-26,20.9,0.0,39.4,0.0
2020-06-27,20.9,0.0,42.8,0.0
2020-06-28,21.5,0.0,36.3,0.0
2020-06-29,21.6,0.0,33.6,0.0
2020-06-30,21.8,0.0,32.5,0.0
2020-07-01,21.8,0.0,37.0,0.0
2020-07-02,21.8,0.0,34.9,0.0
2020-07-03,21.8,0.0,43.2,0.0
2020-07-04,21.8,0.0,40.3,0.0
2020-07-05,21.8,0.0,40.1,0.0
2020-07-06,21.8,0.0,35.8,0.0
2020-07-07,21.8,0.0,39.7,0.0
2020-07-08,21.8,0.0,35.4,0.0
2020-07-09,21.8,0.0,33.8,0.0
2020-07-10,21.8,0.0,37.9,0.0
2020-07-11,21.8,0.0,34.9,0.0
2020-07-12,21.8,0.0,39.2,0.0
2020-07-13,21.8,0.0,41.0,0.0
2020-07-14,21.8,0.0,34.9,0.0
2020-07-15,21.8,0.0,31.3,0.0
2020-07-16,21.8,0.0,35.2,0.0
2020-07-17,21.8,0.0,38.7,0.0
2020-07-18,21.8,0.0,43.2,0.0
2020-07-19,21.8,0.0,37.4,0.0
2020-07-20,21.8,0.0,39.6,0.0
2020-07-21,21.8,0.0,38.8,0.0
