date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2023-12-22,42.0,30.2,39.4,23.7,19.4
2023-12-23,42.0,24.1,29.3,20.3,19.1
2023-12-24,40.0,27.9,31.6,25.0,19.4
2023-12-25,43.0,33.4,37.9,27.7,20.4
2023-12-26,41.0,33.6,39.6,31.1,20.2
2023-12-27,43.0,35.6,40.8,32.7,20.5
2023-12-28,44.0,34.7,37.8,32.9,21.0
2023-12-29,44.0,41.0,45.5,36.7,21.0
2023-12-30,38.0,36.3,40.8,32.0,21.5
2023-12-31,38.0,,,,21.6
2024-01-01,37.0,29.5,34.5,25.7,21.7
2024-01-02,41.0,33.3,37.2,31.1,22.1
2024-01-03,45.0,32.2,34.2,30.4,22.5
2024-01-04,48.0,28.4,31.3,25.5,23.2
2024-01-05,58.0,26.8,27.9,25.2,25.2
2024-01-06,62.0,24.6,27.9,21.4,26.0
2024-01-07,60.0,19.8,25.2,16.5,26.0
2024-01-08,67.0,24.6,33.8,17.6,27.3
2024-01-09,78.0,26.4,32.5,23.5,29.9
2024-01-10,82.0,23.4,28.9,19.9,30.5
2024-01-11,84.0,7.0,21.4,-14.6,32.6
2024-01-12,72.0,-13.0,1.6,-21.1,29.7
2024-01-13,70.0,17.1,25.0,1.0,30.6
2024-01-14,70.0,18.7,25.3,12.9,30.7
2024-01-15,70.0,24.3,33.3,11.8,30.8
2024-01-16,72.0,31.1,34.0,27.0,31.0
2024-01-17,85.0,21.9,30.9,11.3,33.0
2024-01-18,84.0,22.5,30.4,14.2,33.3
2024-01-19,81.0,35.1,41.7,29.3,34.5
2024-01-20,77.0,41.0,44.6,34.5,33.9
2024-01-21,80.0,33.8,35.6,32.7,34.9
2024-01-22,80.0,33.8,35.2,32.7,36.0
2024-01-23,85.0,32.5,35.1,30.0,37.1
2024-01-24,86.0,31.6,33.8,29.8,38.1
2024-01-25,92.0,31.8,34.3,30.4,39.2
2024-01-26,88.0,33.8,36.5,32.0,39.6
2024-01-27,80.0,39.9,43.0,35.8,38.6
2024-01-28,71.0,41.4,43.7,38.7,38.1
2024-01-29,66.0,47.7,52.0,40.5,38.6
2024-01-30,63.0,40.8,45.0,38.7,38.3
2024-01-31,61.0,39.7,45.7,37.2,37.3
2024-02-01,62.0,35.2,41.4,32.5,37.8
2024-02-02,60.0,32.0,35.2,28.8,37.6
2024-02-03,59.0,29.5,33.4,27.9,37.1
2024-02-04,61.0,28.4,31.8,25.3,36.5
2024-02-05,60.0,29.7,33.4,26.6,36.3
2024-02-06,60.0,29.8,32.9,27.7,36.3
2024-02-07,61.0,27.0,28.4,25.7,36.2
2024-02-08,67.0,25.5,30.2,23.0,36.5
2024-02-09,65.0,23.5,31.8,19.6,36.4
2024-02-10,63.0,28.0,34.2,22.6,36.5
2024-02-11,72.0,32.5,34.0,31.3,38.3
2024-02-12,74.0,29.5,33.3,25.5,38.4
2024-02-13,72.0,25.0,29.3,20.5,38.3
2024-02-14,71.0,21.6,24.8,18.3,38.3
2024-02-15,69.0,19.8,22.1,16.9,40.0
2024-02-16,68.0,25.3,34.3,16.0,40.0
2024-02-17,68.0,33.6,38.1,28.8,40.0
2024-02-18,68.0,32.9,35.2,31.1,40.0
2024-02-19,68.0,34.2,38.5,32.0,40.1
2024-02-20,70.0,33.3,35.4,32.2,40.7
2024-02-21,69.0,33.3,36.3,31.6,41.2
2024-02-22,68.0,32.2,37.0,29.5,41.3
2024-02-23,71.0,31.6,36.0,29.1,41.5
2024-02-24,78.0,29.5,30.7,28.6,42.7
2024-02-25,90.0,27.7,30.4,18.7,45.4
2024-02-26,94.0,17.8,24.1,14.0,46.3
2024-02-27,94.0,18.1,27.7,11.8,47.4
2024-02-28,113.0,30.0,31.1,27.5,52.1
2024-02-29,123.0,24.6,28.9,21.9,54.0
2024-03-01,121.0,23.0,29.8,19.2,54.8
2024-03-02,123.0,21.4,24.6,19.2,55.5
2024-03-03,120.0,21.9,26.1,19.6,56.0
2024-03-04,127.0,20.7,27.9,14.4,56.9
2024-03-05,121.0,18.3,27.9,12.4,56.9
2024-03-06,118.0,18.3,23.4,14.0,56.9
2024-03-07,117.0,21.6,28.4,15.4,57.0
2024-03-08,116.0,31.3,36.3,24.8,57.3
2024-03-09,115.0,30.9,36.5,25.9,58.0
2024-03-10,120.0,28.8,30.7,27.1,59.7
2024-03-11,125.0,27.9,29.8,25.7,61.0
2024-03-12,127.0,28.0,33.3,24.6,62.3
2024-03-13,124.0,27.5,35.6,23.5,62.3
2024-03-14,123.0,35.1,45.5,23.4,62.2
2024-03-15,117.0,48.4,53.6,39.0,61.6
2024-03-16,113.0,51.4,58.5,44.8,61.1
2024-03-17,109.0,49.1,55.8,44.6,60.8
2024-03-18,107.0,48.2,55.2,44.2,60.4
2024-03-19,106.0,45.1,51.4,39.0,60.1
2024-03-20,104.0,35.2,39.2,31.1,60.0
2024-03-21,102.0,33.1,39.2,30.4,60.0
2024-03-22,102.0,36.3,41.0,32.5,60.2
2024-03-23,106.0,32.0,34.2,28.9,61.2
2024-03-24,103.0,32.0,42.1,25.2,61.1
2024-03-25,99.0,30.2,32.2,28.8,61.3
2024-03-26,103.0,30.0,35.1,27.9,62.2
2024-03-27,111.0,30.2,35.1,25.9,63.6
2024-03-28,111.0,29.7,36.5,26.8,64.2
2024-03-29,109.0,30.9,39.0,27.5,64.4
2024-03-30,109.0,31.8,39.9,25.7,64.5
2024-03-31,108.0,35.1,45.1,27.9,64.3
2024-04-01,105.0,37.9,44.1,32.9,64.1
2024-04-02,102.0,41.0,46.9,29.3,64.3
2024-04-03,109.0,27.0,33.3,24.3,64.7
2024-04-04,108.0,26.4,29.1,25.0,64.8
2024-04-05,107.0,28.8,33.4,26.4,64.8
2024-04-06,105.0,28.8,31.8,27.5,65.2
2024-04-07,108.0,30.4,34.7,28.0,65.9
2024-04-08,115.0,29.7,32.4,25.7,67.8
2024-04-09,116.0,30.6,34.7,25.9,68.3
2024-04-10,115.0,32.9,39.9,25.2,68.1
2024-04-11,114.0,33.4,37.9,30.9,68.5
2024-04-12,112.0,37.2,45.5,30.4,68.4
2024-04-13,109.0,44.6,54.0,36.1,67.8
2024-04-14,107.0,43.0,50.7,34.0,67.2
2024-04-15,106.0,30.2,34.7,24.8,67.2
2024-04-16,106.0,26.1,34.0,23.2,67.6
2024-04-17,106.0,30.7,39.4,23.2,67.4
2024-04-18,106.0,34.7,43.0,28.8,67.4
2024-04-19,105.0,37.0,44.4,30.9,67.1
2024-04-20,106.0,37.2,49.6,28.0,67.1
2024-04-21,108.0,29.7,35.4,26.1,67.8
2024-04-22,105.0,35.1,44.2,25.5,67.4
2024-04-23,104.0,42.4,50.5,35.8,66.9
2024-04-24,104.0,34.7,40.1,32.4,67.1
2024-04-25,102.0,34.2,37.9,32.5,67.7
2024-04-26,103.0,36.0,41.2,33.1,67.6
2024-04-27,103.0,33.4,35.8,31.8,68.4
2024-04-28,110.0,30.7,34.0,26.1,70.7
2024-04-29,111.0,27.1,35.1,21.6,70.8
2024-04-30,109.0,29.5,36.9,25.0,71.0
2024-05-01,108.0,31.8,42.1,27.5,70.7
2024-05-02,107.0,38.5,46.8,29.7,70.6
2024-05-03,105.0,43.3,51.1,36.1,70.1
2024-05-04,103.0,42.6,47.8,37.8,69.5
2024-05-05,101.0,35.8,39.9,31.5,69.9
2024-05-06,106.0,31.8,37.2,28.4,70.8
2024-05-07,106.0,30.9,37.2,27.5,70.8
2024-05-08,104.0,38.5,50.4,29.3,70.3
2024-05-09,100.0,52.3,61.3,42.4,69.5
2024-05-10,97.0,57.2,64.4,52.2,68.9
2024-05-11,93.0,54.9,61.9,49.1,68.0
2024-05-12,89.0,50.5,57.0,42.3,67.1
2024-05-13,86.0,41.2,47.1,38.3,65.0
2024-05-14,83.0,44.2,52.2,37.0,64.7
2024-05-15,78.0,46.8,54.3,41.2,63.5
2024-05-16,76.0,38.1,44.2,30.7,61.3
2024-05-17,76.0,32.2,37.9,28.2,61.0
2024-05-18,76.0,32.5,38.7,30.9,60.5
2024-05-19,77.0,34.9,41.4,30.7,59.7
2024-05-20,75.0,37.9,46.4,33.8,58.6
2024-05-21,71.0,34.9,36.9,33.6,58.8
2024-05-22,75.0,33.4,38.1,29.3,59.3
2024-05-23,74.0,38.1,40.8,35.6,58.8
2024-05-24,71.0,37.4,40.8,35.4,58.3
2024-05-25,71.0,33.1,35.4,31.3,
2024-05-26,73.0,35.1,37.9,31.6,
2024-05-27,70.0,40.6,45.0,36.0,
2024-05-28,76.0,37.6,44.2,32.0,
2024-05-29,70.0,33.4,39.7,30.7,
2024-05-30,70.0,34.9,40.1,31.3,
2024-05-31,69.0,42.8,52.3,33.1,35.8
2024-06-01,68.0,41.0,44.8,37.8,
2024-06-02,64.0,39.6,41.0,37.9,
2024-06-03,63.0,35.1,38.3,32.2,
2024-06-04,64.0,36.0,40.5,33.1,
2024-06-05,65.0,38.3,46.4,32.4,
2024-06-06,64.0,47.7,56.1,40.1,
2024-06-07,58.0,51.8,63.3,41.4,
2024-06-08,52.0,56.3,65.7,49.5,
2024-06-09,48.0,51.4,59.9,44.8,
2024-06-10,45.0,48.0,55.4,43.0,
2024-06-11,41.0,42.3,49.5,34.2,
2024-06-12,40.0,39.4,48.7,33.3,
2024-06-13,39.0,46.4,56.8,37.2,
2024-06-14,38.0,38.3,44.4,35.2,
2024-06-15,38.0,34.0,37.6,31.6,
2024-06-16,41.0,34.7,39.2,31.1,
2024-06-17,38.0,37.0,41.9,33.8,
2024-06-18,36.0,41.9,53.4,35.8,
2024-06-19,32.0,50.7,58.6,42.1,
2024-06-20,31.0,55.6,63.1,48.2,
2024-06-21,23.0,57.9,65.1,52.9,
2024-06-22,20.0,53.4,59.5,47.7,
2024-06-23,16.0,41.4,48.6,38.7,
2024-06-24,14.0,43.3,50.9,37.9,
2024-06-25,7.0,55.6,67.3,41.4,
2024-06-26,5.0,48.9,58.8,40.8,
2024-06-27,0.0,39.9,41.4,39.2,
2024-06-28,0.0,46.0,57.4,38.7,
2024-06-29,0.0,51.4,59.9,45.7,
2024-06-30,0.0,47.1,51.4,44.2,
2024-07-01,0.0,47.7,53.4,43.3,
2024-07-02,0.0,46.8,54.5,41.2,
2024-07-03,0.0,48.7,59.4,42.4,
2024-07-04,0.0,55.8,67.3,44.8,
2024-07-05,0.0,61.9,72.3,53.1,
2024-07-06,0.0,63.5,73.2,56.3,
2024-07-07,0.0,66.4,76.3,57.7,
2024-07-08,0.0,67.6,79.2,59.4,
2024-07-09,0.0,71.1,81.1,64.9,0.0
2024-07-10,0.0,64.4,72.7,54.0,0.0
2024-07-11,0.0,58.5,67.8,52.2,0.0
2024-07-12,0.0,61.0,72.9,52.2,0.0
2024-07-13,0.0,63.7,74.3,57.2,0.0
2024-07-14,0.0,62.2,71.8,54.9,0.0
2024-07-15,0.0,59.0,69.1,53.1,0.0
2024-07-16,0.0,65.1,76.8,54.3,0.0
2024-07-17,0.0,68.5,78.4,58.1,0.0
2024-07-18,0.0,61.9,74.7,54.7,0.0
2024-07-19,0.0,60.3,70.7,53.4,0.0
2024-07-20,0.0,66.7,77.5,54.9,0.0
2024-07-21,0.0,66.0,75.9,54.0,0.0
