date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY
2023-11-24,2.6,4.0,22.6,25.0,21.7
2023-11-25,2.6,3.0,20.8,32.7,10.8
2023-11-26,2.6,3.0,23.0,34.9,10.6
2023-11-27,2.6,3.0,31.1,42.6,21.2
2023-11-28,2.6,2.0,36.5,46.4,28.4
2023-11-29,2.6,2.0,32.0,44.1,26.8
2023-11-30,2.7,1.0,29.7,32.9,27.3
2023-12-01,3.0,4.0,25.7,28.2,21.9
2023-12-02,3.4,6.0,30.4,34.0,26.6
2023-12-03,4.8,7.0,35.2,37.0,32.7
2023-12-04,4.8,11.0,39.0,42.8,34.7
2023-12-05,4.8,10.0,43.7,48.2,36.1
2023-12-06,4.8,10.0,42.8,46.8,34.0
2023-12-07,5.4,15.0,29.3,33.6,24.8
2023-12-08,5.4,13.0,21.0,27.9,16.0
2023-12-09,5.4,11.0,22.3,31.6,8.6
2023-12-10,5.4,11.0,37.2,41.0,30.7
2023-12-11,5.4,10.0,34.3,40.8,28.8
2023-12-12,5.4,10.0,27.7,30.6,26.2
2023-12-13,5.4,10.0,27.7,36.1,24.3
2023-12-14,5.4,10.0,29.3,37.0,22.1
2023-12-15,5.4,10.0,34.9,43.7,27.9
2023-12-16,5.4,10.0,37.0,45.9,31.3
2023-12-17,5.4,9.0,42.3,51.4,32.4
2023-12-18,5.4,9.0,43.3,46.8,40.6
2023-12-19,5.4,8.0,41.2,43.0,37.6
2023-12-20,5.4,8.0,38.3,42.3,32.2
2023-12-21,5.4,7.0,39.7,44.8,35.1
2023-12-22,5.4,7.0,38.3,42.6,29.3
2023-12-23,5.4,6.0,19.2,27.1,8.2
2023-12-24,5.5,8.0,19.8,29.7,7.5
2023-12-25,5.5,8.0,28.4,39.9,23.0
2023-12-26,5.6,9.0,32.5,38.1,27.1
2023-12-27,5.6,9.0,36.1,42.4,26.6
2023-12-28,5.6,8.0,39.0,45.7,31.5
2023-12-29,5.6,7.0,44.8,46.4,42.8
2023-12-30,5.6,6.0,38.5,43.7,28.8
2023-12-31,5.6,6.0,32.5,44.1,25.5
2024-01-01,5.6,6.0,32.0,43.5,24.1
2024-01-02,5.6,7.0,33.3,37.2,27.1
2024-01-03,5.7,8.0,30.7,36.1,23.9
2024-01-04,5.8,8.0,26.6,29.3,25.0
2024-01-05,6.0,11.0,24.6,28.2,20.7
2024-01-06,6.1,11.0,23.2,26.4,18.0
2024-01-07,6.2,11.0,17.2,21.9,15.1
2024-01-08,6.4,11.0,17.8,22.6,11.3
2024-01-09,6.5,10.0,24.8,31.6,18.3
2024-01-10,6.6,14.0,19.2,23.7,16.0
2024-01-11,6.6,14.0,16.5,18.5,13.3
2024-01-12,7.1,17.0,23.2,25.7,18.7
2024-01-13,7.8,21.0,28.6,33.1,23.2
2024-01-14,8.4,25.0,30.0,33.6,24.3
2024-01-15,8.4,24.0,22.6,30.2,17.4
2024-01-16,8.6,24.0,27.1,32.7,17.6
2024-01-17,9.0,26.0,32.7,34.0,31.1
2024-01-18,9.0,26.0,33.1,38.7,26.8
2024-01-19,9.0,25.0,42.3,47.7,36.0
2024-01-20,9.0,25.0,37.6,40.3,33.6
2024-01-21,9.0,25.0,36.3,38.5,33.4
2024-01-22,9.1,24.0,34.0,36.3,31.6
2024-01-23,9.3,26.0,33.1,37.4,27.3
2024-01-24,9.3,26.0,31.5,34.2,25.7
2024-01-25,9.6,31.0,28.8,32.7,20.8
2024-01-26,9.6,30.0,28.8,33.8,19.8
2024-01-27,9.6,29.0,37.9,44.4,32.9
2024-01-28,9.6,28.0,41.7,47.5,38.5
2024-01-29,9.6,27.0,44.1,51.1,38.5
2024-01-30,9.6,25.0,44.2,49.6,38.1
2024-01-31,9.6,22.0,43.5,45.0,40.5
2024-02-01,9.7,23.0,36.5,42.1,30.9
2024-02-02,9.9,25.0,30.0,33.1,27.0
2024-02-03,10.0,24.0,25.0,27.9,19.9
2024-02-04,10.0,24.0,27.0,32.9,16.2
2024-02-05,10.1,23.0,34.7,37.9,32.7
2024-02-06,10.4,25.0,33.3,37.4,29.8
2024-02-07,10.4,24.0,28.0,32.4,24.8
2024-02-08,10.5,26.0,26.1,30.9,23.4
2024-02-09,10.8,29.0,22.5,26.1,19.8
2024-02-10,10.8,29.0,19.4,26.6,12.2
2024-02-11,10.8,28.0,22.1,33.8,11.7
2024-02-12,10.8,27.0,29.8,35.6,20.3
2024-02-13,10.8,26.0,31.5,37.6,25.7
2024-02-14,10.8,26.0,31.1,35.2,26.4
2024-02-15,11.3,30.0,30.7,32.4,29.5
2024-02-16,11.4,33.0,28.0,32.5,12.6
2024-02-17,11.4,31.0,30.6,37.9,14.7
2024-02-18,11.6,33.0,34.3,37.9,29.5
2024-02-19,11.7,33.0,36.3,38.5,30.7
2024-02-20,11.7,33.0,35.6,39.6,31.8
2024-02-21,11.7,33.0,31.3,35.6,24.8
2024-02-22,11.7,33.0,30.6,36.5,23.5
2024-02-23,11.7,33.0,32.0,38.8,25.3
2024-02-24,11.7,33.0,35.1,41.7,26.6
2024-02-25,11.7,33.0,37.8,43.2,30.6
2024-02-26,11.9,35.0,29.7,36.3,17.4
2024-02-27,11.9,34.0,19.4,25.3,12.4
2024-02-28,12.0,35.0,32.4,39.0,22.3
2024-02-29,12.0,34.0,38.8,43.2,35.6
2024-03-01,12.3,35.0,32.0,36.1,30.4
2024-03-02,12.8,38.0,23.4,30.9,18.0
2024-03-03,12.8,36.0,19.8,22.6,17.8
2024-03-04,13.0,38.0,20.3,24.1,16.9
2024-03-05,13.2,40.0,28.9,33.1,22.1
2024-03-06,13.6,45.0,30.7,33.6,26.8
2024-03-07,13.6,45.0,20.8,26.8,14.0
2024-03-08,13.6,44.0,23.7,35.8,9.7
2024-03-09,13.6,44.0,35.8,38.7,30.6
2024-03-10,13.6,44.0,36.5,39.6,33.3
2024-03-11,13.6,44.0,34.3,38.5,30.2
2024-03-12,14.0,47.0,32.0,37.2,25.2
2024-03-13,14.0,47.0,23.7,27.7,17.8
2024-03-14,14.0,46.0,26.1,34.3,17.6
2024-03-15,14.0,44.0,32.4,38.3,25.3
2024-03-16,14.0,43.0,37.6,45.1,31.1
2024-03-17,14.0,41.0,40.5,48.4,34.9
2024-03-18,14.0,40.0,42.1,49.8,35.2
2024-03-19,14.0,39.0,44.4,56.8,36.9
2024-03-20,14.0,37.0,45.0,51.3,38.7
2024-03-21,14.0,36.0,41.4,47.3,36.0
2024-03-22,14.0,35.0,43.0,47.8,34.2
2024-03-23,14.3,36.0,33.3,42.6,25.7
2024-03-24,14.4,36.0,30.9,34.7,28.0
2024-03-25,14.5,37.0,29.8,35.4,26.6
2024-03-26,14.6,39.0,30.4,36.7,26.2
2024-03-27,14.6,37.0,35.6,40.5,28.9
2024-03-28,14.8,37.0,32.2,38.7,25.0
2024-03-29,14.8,36.0,33.1,41.0,25.0
2024-03-30,15.0,38.0,34.9,38.1,29.7
2024-03-31,15.2,39.0,32.5,37.8,28.8
2024-04-01,15.2,37.0,35.2,43.5,23.7
2024-04-02,15.2,36.0,44.2,52.5,32.0
2024-04-03,15.2,33.0,46.2,52.5,38.7
2024-04-04,15.3,31.0,38.5,48.6,28.0
2024-04-05,15.3,31.0,25.9,31.1,21.9
2024-04-06,15.7,33.0,25.2,28.0,22.5
2024-04-07,15.7,32.0,28.4,35.2,24.6
2024-04-08,15.7,31.0,31.6,38.8,24.4
2024-04-09,15.7,30.0,39.6,45.3,30.7
2024-04-10,15.7,29.0,43.3,51.6,33.8
2024-04-11,15.7,27.0,48.6,56.1,38.1
2024-04-12,15.7,24.0,51.8,60.6,45.0
2024-04-13,15.7,22.0,52.3,60.1,47.3
2024-04-14,15.7,21.0,40.3,46.4,30.0
2024-04-15,15.7,20.0,36.7,44.2,29.3
2024-04-16,15.7,18.0,41.7,48.2,35.1
2024-04-17,15.7,17.0,32.7,38.8,25.0
2024-04-18,15.7,14.0,35.2,47.7,21.9
2024-04-19,15.7,12.0,41.2,52.0,31.6
2024-04-20,15.7,9.0,48.2,57.7,36.1
2024-04-21,15.7,6.0,47.5,58.6,33.6
2024-04-22,15.7,3.0,44.8,56.5,30.6
2024-04-23,15.7,0.0,48.4,59.7,32.7
2024-04-24,15.8,0.0,46.8,54.0,39.6
2024-04-25,16.2,0.0,41.0,48.4,35.1
2024-04-26,16.4,0.0,38.8,45.3,34.5
2024-04-27,16.4,0.0,38.5,44.8,32.5
2024-04-28,16.4,0.0,41.9,48.7,35.6
2024-04-29,16.4,0.0,39.0,45.7,29.3
2024-04-30,16.4,0.0,35.4,45.7,25.3
2024-05-01,16.4,0.0,31.3,39.2,24.3
2024-05-02,16.4,0.0,35.6,42.1,31.3
2024-05-03,16.4,0.0,39.7,49.6,30.0
2024-05-04,16.7,1.0,45.3,56.7,29.1
2024-05-05,16.9,0.0,29.8,33.6,26.1
2024-05-06,17.2,0.0,33.4,40.3,29.1
2024-05-07,17.3,0.0,29.3,34.5,25.0
2024-05-08,17.3,0.0,33.3,39.4,25.3
2024-05-09,17.3,0.0,42.8,51.3,32.5
2024-05-10,17.3,0.0,47.5,55.8,39.4
2024-05-11,17.3,0.0,52.0,61.2,40.1
2024-05-12,17.3,0.0,55.2,64.8,43.3
2024-05-13,17.4,0.0,53.1,63.7,44.2
2024-05-14,17.4,0.0,51.3,59.9,40.6
2024-05-15,17.4,0.0,51.6,60.8,43.7
2024-05-16,17.4,0.0,56.5,65.8,43.3
2024-05-17,17.4,0.0,50.5,58.3,38.1
2024-05-18,17.4,0.0,52.5,63.0,37.2
2024-05-19,17.4,0.0,42.3,50.5,35.2
2024-05-20,17.4,0.0,39.4,46.0,33.3
2024-05-21,17.4,0.0,44.1,52.3,34.2
2024-05-22,17.6,0.0,40.5,50.4,30.7
2024-05-23,17.6,0.0,36.9,47.5,29.1
2024-05-24,17.6,0.0,46.9,56.3,31.5
2024-05-25,17.7,0.0,43.5,51.1,35.6
2024-05-26,17.7,0.0,48.9,59.2,36.5
2024-05-27,17.7,0.0,57.4,67.5,41.4
2024-05-28,17.7,0.0,61.9,70.0,48.6
2024-05-29,17.7,0.0,47.1,53.4,39.9
2024-05-30,17.7,0.0,46.4,56.1,35.2
2024-05-31,17.7,0.0,52.2,64.4,37.2
2024-06-01,17.7,0.0,55.6,66.0,40.1
2024-06-02,17.7,0.0,55.6,62.1,43.5
2024-06-03,17.8,0.0,52.7,57.9,46.6
2024-06-04,17.8,0.0,54.1,67.1,39.4
2024-06-05,17.8,0.0,61.2,71.4,49.5
2024-06-06,17.8,0.0,64.2,74.7,51.6
2024-06-07,17.8,0.0,62.1,73.8,53.6
2024-06-08,17.8,0.0,64.9,77.0,49.8
2024-06-09,17.9,0.0,60.1,72.0,48.4
2024-06-10,17.9,0.0,57.9,68.7,44.8
2024-06-11,17.9,0.0,63.3,75.6,47.1
2024-06-12,17.9,0.0,63.1,76.5,52.2
2024-06-13,17.9,0.0,67.3,77.7,52.9
2024-06-14,17.9,0.0,62.1,72.0,50.7
2024-06-15,17.9,0.0,52.0,60.6,39.9
2024-06-16,17.9,0.0,49.3,61.9,35.4
2024-06-17,18.0,0.0,38.1,44.8,31.1
2024-06-18,18.0,0.0,43.3,56.1,27.1
2024-06-19,18.0,0.0,52.9,64.9,33.4
2024-06-20,18.0,0.0,60.8,71.2,43.3
2024-06-21,18.0,0.0,64.4,73.8,57.0
2024-06-22,18.0,0.0,69.8,78.8,55.4
2024-06-23,18.0,0.0,68.2,78.1,56.8
2024-06-24,18.0,0.0,66.0,75.4,55.0
2024-06-25,18.0,0.0,66.2,75.7,53.4
2024-06-26,18.0,0.0,65.7,74.8,58.1
2024-06-27,18.1,0.0,58.3,67.8,48.6
2024-06-28,18.1,0.0,57.7,69.4,45.0
2024-06-29,18.1,0.0,64.0,78.4,43.3
2024-06-30,18.1,0.0,59.2,70.0,46.9
2024-07-01,18.1,0.0,56.3,64.6,44.2
2024-07-02,18.1,0.0,58.3,68.9,46.6
2024-07-03,18.1,0.0,57.0,67.8,41.5
2024-07-04,18.1,0.0,60.6,72.9,46.8
2024-07-05,18.1,0.0,64.6,76.8,44.4
2024-07-06,18.1,0.0,66.9,79.9,49.6
2024-07-07,18.1,0.0,66.9,78.3,55.4
2024-07-08,18.1,0.0,70.2,80.6,58.5
2024-07-09,18.1,0.0,72.3,84.7,51.1
2024-07-10,18.1,0.0,74.7,86.4,62.2
2024-07-11,18.1,0.0,72.5,84.9,56.7
2024-07-12,18.1,0.0,72.0,84.4,53.6
2024-07-13,18.1,0.0,72.1,83.1,55.9
2024-07-14,18.2,0.0,67.3,77.4,52.3
2024-07-15,18.2,0.0,61.2,71.2,50.4
2024-07-16,18.2,0.0,67.5,80.4,52.2
2024-07-17,18.2,0.0,72.3,82.0,61.3
2024-07-18,18.2,0.0,70.9,82.0,54.7
2024-07-19,18.2,0.0,72.3,82.2,60.8
2024-07-20,18.2,0.0,71.8,83.7,55.6
2024-07-21,18.2,0.0,72.7,83.7,59.9
