date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY
2024-04-27,17.5,0.0,37.9,46.0,29.7
2024-04-28,17.5,0.0,40.5,50.7,31.8
2024-04-29,17.5,0.0,37.4,48.9,21.9
2024-04-30,17.5,0.0,32.9,46.2,19.9
2024-05-01,17.5,0.0,28.6,42.1,20.1
2024-05-02,17.6,0.0,33.1,41.5,19.9
2024-05-03,17.6,0.0,35.1,46.2,23.0
2024-05-04,17.7,2.0,44.1,56.8,29.1
2024-05-05,17.9,0.0,26.6,35.1,22.6
2024-05-06,18.1,1.0,30.9,38.7,25.2
2024-05-07,18.1,1.0,27.3,33.8,22.5
2024-05-08,18.1,0.0,30.9,37.8,20.1
2024-05-09,18.1,0.0,38.7,52.2,29.1
2024-05-10,18.1,0.0,42.8,54.7,30.0
2024-05-11,18.1,0.0,50.0,66.2,33.3
2024-05-12,18.1,0.0,54.7,66.9,42.3
2024-05-13,18.1,0.0,51.4,64.0,37.6
2024-05-14,18.1,0.0,50.4,64.0,38.5
2024-05-15,18.1,0.0,49.3,63.3,37.2
2024-05-16,18.1,0.0,55.8,68.0,38.5
2024-05-17,18.1,0.0,51.1,63.5,30.7
2024-05-18,18.1,0.0,51.8,65.7,32.2
2024-05-19,18.1,0.0,42.3,53.8,27.1
2024-05-20,18.1,0.0,35.6,47.3,26.4
2024-05-21,18.1,0.0,41.4,53.2,25.9
2024-05-22,18.1,0.0,41.7,53.8,24.8
2024-05-23,18.1,0.0,34.7,48.9,22.8
2024-05-24,18.2,0.0,44.6,58.3,27.1
2024-05-25,18.3,0.0,42.1,50.4,33.4
2024-05-26,18.3,0.0,46.8,61.3,30.2
2024-05-27,18.3,0.0,52.3,67.3,34.3
2024-05-28,18.3,0.0,59.0,71.8,42.1
2024-05-29,18.3,0.0,46.6,56.1,33.4
2024-05-30,18.3,0.0,44.2,60.3,30.7
2024-05-31,18.3,0.0,48.9,66.9,30.0
2024-06-01,18.3,0.0,54.0,66.2,39.2
2024-06-02,18.3,0.0,55.8,65.8,43.7
2024-06-03,18.3,0.0,51.8,55.9,46.6
2024-06-04,18.3,0.0,54.9,67.6,39.9
2024-06-05,18.3,0.0,61.2,75.6,47.7
2024-06-06,18.4,0.0,61.2,77.7,46.9
2024-06-07,18.5,0.0,60.6,76.3,47.1
2024-06-08,18.5,0.0,64.4,76.8,49.3
2024-06-09,18.5,0.0,61.5,76.3,47.5
2024-06-10,18.5,0.0,57.6,70.9,43.7
2024-06-11,18.5,0.0,63.7,76.3,46.9
2024-06-12,18.5,0.0,62.2,80.1,46.4
2024-06-13,18.5,0.0,65.5,80.4,44.1
2024-06-14,18.5,0.0,64.8,76.5,48.2
2024-06-15,18.6,0.0,54.3,65.8,36.0
2024-06-16,18.6,0.0,49.3,63.5,30.6
2024-06-17,18.6,0.0,36.7,42.1,24.8
2024-06-18,18.7,0.0,40.8,55.0,22.5
2024-06-19,18.7,0.0,49.1,66.4,31.6
2024-06-20,18.7,0.0,56.5,73.4,36.7
2024-06-21,18.7,0.0,60.4,74.8,46.2
2024-06-22,18.7,0.0,66.4,81.1,46.9
2024-06-23,18.7,0.0,69.1,82.6,55.2
2024-06-24,18.7,0.0,66.7,78.6,54.1
2024-06-25,18.7,0.0,68.0,79.7,52.9
2024-06-26,18.7,0.0,66.2,78.4,54.0
2024-06-27,18.7,0.0,58.8,70.3,44.2
2024-06-28,18.7,0.0,55.0,72.0,37.4
2024-06-29,18.7,0.0,64.2,79.5,44.1
2024-06-30,18.7,0.0,59.9,75.9,46.6
2024-07-01,18.7,0.0,55.0,67.8,40.6
2024-07-02,18.7,0.0,56.1,70.7,41.4
2024-07-03,18.7,0.0,57.6,71.2,43.7
2024-07-04,18.7,0.0,59.9,75.6,43.0
2024-07-05,18.7,0.0,64.4,79.5,48.7
2024-07-06,18.7,0.0,66.4,81.1,49.8
2024-07-07,18.7,0.0,65.1,81.1,49.1
2024-07-08,18.7,0.0,65.8,82.4,46.8
2024-07-09,18.7,0.0,70.7,86.7,52.2
2024-07-10,18.7,0.0,73.2,89.4,54.3
2024-07-11,18.7,0.0,73.4,87.4,56.1
2024-07-12,18.7,0.0,72.7,86.5,55.4
2024-07-13,18.7,0.0,71.2,84.7,60.6
2024-07-14,19.2,0.0,64.6,81.1,52.2
2024-07-15,19.2,0.0,62.1,76.3,52.9
2024-07-16,19.2,0.0,66.4,77.4,54.1
2024-07-17,19.2,0.0,70.2,83.5,54.7
2024-07-18,19.4,0.0,68.4,84.0,55.9
2024-07-19,19.4,0.0,69.8,81.1,59.0
2024-07-20,19.4,0.0,67.3,84.9,54.9
2024-07-21,19.4,0.0,70.7,84.9,54.0
