date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY
2023-12-20,4.3,15.0,37.0,44.6,33.3
2023-12-21,4.3,15.0,37.8,44.1,33.8
2023-12-22,4.3,15.0,36.3,42.4,25.9
2023-12-23,4.3,15.0,18.0,23.9,14.9
2023-12-24,4.3,15.0,24.3,31.6,15.1
2023-12-25,4.3,15.0,29.5,35.6,25.5
2023-12-26,4.3,15.0,34.3,40.3,32.0
2023-12-27,4.3,15.0,39.2,44.1,33.8
2023-12-28,4.3,15.0,39.6,45.5,33.8
2023-12-29,4.3,15.0,43.3,48.2,39.9
2023-12-30,4.3,15.0,36.5,42.8,30.0
2023-12-31,4.3,15.0,31.5,37.9,27.9
2024-01-01,4.3,15.0,30.9,38.8,26.1
2024-01-02,4.3,15.0,31.5,34.9,27.0
2024-01-03,4.6,19.0,28.4,34.5,25.9
2024-01-04,4.6,19.0,23.9,26.2,20.8
2024-01-05,4.6,19.0,21.9,27.1,18.0
2024-01-06,5.0,25.0,21.2,25.0,13.6
2024-01-07,5.1,24.0,16.0,19.8,13.6
2024-01-08,5.1,23.0,16.3,22.1,9.7
2024-01-09,5.1,23.0,24.1,29.5,17.1
2024-01-10,5.3,26.0,17.2,23.2,11.1
2024-01-11,5.3,25.0,14.0,18.3,9.3
2024-01-12,5.4,24.0,21.7,24.6,15.8
2024-01-13,6.8,36.0,28.0,31.5,24.4
2024-01-14,7.1,36.0,30.0,35.4,23.4
2024-01-15,7.1,35.0,23.5,36.1,19.0
2024-01-16,7.6,37.0,27.7,31.5,20.3
2024-01-17,8.1,40.0,30.4,31.8,27.1
2024-01-18,8.1,39.0,31.3,39.6,24.1
2024-01-19,8.1,37.0,41.4,47.1,36.9
2024-01-20,8.1,36.0,36.0,39.4,32.5
2024-01-21,8.2,36.0,34.2,38.8,29.7
2024-01-22,8.4,37.0,33.4,35.2,32.2
2024-01-23,8.4,36.0,31.5,35.1,25.7
2024-01-24,8.4,36.0,31.1,32.0,28.9
2024-01-25,8.8,39.0,26.8,32.0,21.0
2024-01-26,8.8,38.0,28.8,34.0,21.9
2024-01-27,8.8,37.0,39.2,42.8,34.9
2024-01-28,8.8,36.0,42.1,46.2,38.5
2024-01-29,8.8,36.0,43.7,53.8,38.5
2024-01-30,8.8,36.0,44.4,52.7,40.1
2024-01-31,8.8,35.0,42.1,45.5,40.3
2024-02-01,9.4,39.0,33.4,39.6,29.5
2024-02-02,9.6,40.0,28.8,36.0,24.3
2024-02-03,9.8,41.0,23.2,31.8,13.6
2024-02-04,10.1,42.0,25.3,30.6,12.2
2024-02-05,10.2,42.0,32.5,39.4,30.0
2024-02-06,10.5,43.0,29.8,32.5,27.3
2024-02-07,10.6,45.0,26.8,30.9,22.1
2024-02-08,10.6,45.0,23.9,29.1,19.0
2024-02-09,10.8,47.0,20.8,27.1,18.5
2024-02-10,10.9,47.0,17.4,25.3,12.7
2024-02-11,10.9,44.0,23.0,30.7,14.2
2024-02-12,10.9,44.0,29.8,34.7,23.9
2024-02-13,10.9,44.0,30.0,36.9,25.7
2024-02-14,11.1,46.0,28.8,33.3,23.0
2024-02-15,11.8,49.0,29.7,34.9,27.5
2024-02-16,11.8,48.0,29.8,38.5,23.0
2024-02-17,11.9,48.0,31.5,37.4,22.3
2024-02-18,12.1,49.0,33.3,38.7,28.2
2024-02-19,12.3,50.0,34.5,37.0,30.7
2024-02-20,12.3,49.0,33.4,41.4,28.8
2024-02-21,12.4,49.0,29.8,36.0,24.6
2024-02-22,12.4,49.0,28.0,38.5,21.2
2024-02-23,12.4,49.0,30.6,43.0,23.2
2024-02-24,12.4,48.0,33.6,44.1,27.0
2024-02-25,12.4,48.0,36.1,45.1,30.6
2024-02-26,12.8,51.0,28.4,34.0,15.6
2024-02-27,12.8,51.0,18.1,26.6,7.7
2024-02-28,12.9,50.0,31.3,38.5,22.1
2024-02-29,12.9,50.0,36.1,41.2,32.5
2024-03-01,13.0,50.0,30.7,33.6,28.8
2024-03-02,13.4,54.0,21.6,29.1,16.9
2024-03-03,14.0,59.0,20.1,28.2,15.4
2024-03-04,14.2,59.0,20.7,29.7,15.1
2024-03-05,14.8,60.0,29.1,34.3,23.2
2024-03-06,15.3,61.0,31.1,38.3,23.9
2024-03-07,15.3,57.0,20.1,25.2,15.8
2024-03-08,15.3,61.0,23.2,36.9,12.2
2024-03-09,15.3,60.0,33.4,40.5,28.2
2024-03-10,15.3,59.0,34.7,40.6,30.9
2024-03-11,15.8,56.0,32.5,39.9,25.7
2024-03-12,16.1,61.0,30.6,37.6,24.3
2024-03-13,16.1,61.0,22.1,26.4,18.1
2024-03-14,16.1,61.0,24.4,34.2,17.6
2024-03-15,16.2,62.0,30.0,39.2,21.9
2024-03-16,16.2,60.0,35.1,44.8,27.3
2024-03-17,16.2,58.0,37.4,46.4,30.6
2024-03-18,16.2,57.0,40.1,54.3,32.5
2024-03-19,16.2,55.0,42.6,54.3,33.6
2024-03-20,16.2,53.0,42.8,51.6,35.6
2024-03-21,16.2,53.0,39.7,48.2,33.6
2024-03-22,16.2,52.0,41.5,49.6,34.2
2024-03-23,16.9,61.0,32.5,39.7,25.7
2024-03-24,16.9,56.0,29.3,33.4,26.1
2024-03-25,16.9,56.0,29.3,38.1,23.9
2024-03-26,16.9,55.0,29.1,36.1,22.6
2024-03-27,16.9,55.0,34.0,39.2,26.2
2024-03-28,17.3,57.0,30.4,35.8,25.3
2024-03-29,17.3,53.0,31.5,41.2,22.8
2024-03-30,17.6,58.0,33.3,38.3,27.9
2024-03-31,17.7,58.0,29.1,33.1,24.3
2024-04-01,17.8,57.0,33.4,43.0,22.3
2024-04-02,17.8,55.0,43.0,51.6,34.0
2024-04-03,17.8,53.0,44.8,53.4,38.5
2024-04-04,18.9,54.0,32.7,39.7,22.8
2024-04-05,19.3,57.0,23.4,33.4,16.5
2024-04-06,19.4,59.0,25.5,33.8,19.0
2024-04-07,19.4,59.0,25.9,31.6,20.1
2024-04-08,19.4,59.0,28.8,34.7,21.6
2024-04-09,19.4,57.0,37.9,48.0,25.9
2024-04-10,19.4,55.0,42.8,54.7,31.8
2024-04-11,19.4,53.0,47.5,55.8,37.6
2024-04-12,19.4,50.0,48.9,58.8,41.4
2024-04-13,19.4,48.0,49.1,57.2,38.5
2024-04-14,19.7,50.0,33.6,43.9,26.2
2024-04-15,19.7,48.0,35.2,43.0,24.1
2024-04-16,19.7,47.0,41.0,49.3,33.1
2024-04-17,19.7,46.0,31.6,38.7,25.0
2024-04-18,19.7,44.0,35.4,47.8,22.5
2024-04-19,19.7,42.0,43.2,53.1,33.1
2024-04-20,19.7,41.0,48.6,58.6,39.2
2024-04-21,19.7,39.0,47.5,57.4,37.2
2024-04-22,19.7,36.0,46.9,57.6,34.7
2024-04-23,19.7,34.0,48.9,56.1,41.4
2024-04-24,19.7,32.0,45.1,55.9,38.5
2024-04-25,19.7,31.0,39.7,48.4,34.3
2024-04-26,20.3,33.0,34.0,37.4,32.0
2024-04-27,20.3,32.0,37.4,45.1,28.9
2024-04-28,20.3,30.0,41.4,49.3,32.5
2024-04-29,20.3,29.0,38.5,46.0,27.9
2024-04-30,20.3,27.0,36.3,47.5,26.1
2024-05-01,20.3,26.0,32.5,42.1,23.2
2024-05-02,20.3,25.0,36.9,44.6,30.2
2024-05-03,20.3,23.0,39.4,49.3,27.7
2024-05-04,21.3,31.0,41.4,50.9,27.0
2024-05-05,21.5,31.0,29.7,40.6,23.9
2024-05-06,21.6,28.0,35.2,44.1,27.7
2024-05-07,21.6,28.0,28.8,33.6,23.7
2024-05-08,21.6,28.0,30.7,36.9,22.1
2024-05-09,21.6,25.0,41.4,50.9,31.1
2024-05-10,21.6,21.0,47.3,54.1,39.9
2024-05-11,21.6,18.0,51.6,59.4,43.7
2024-05-12,21.6,15.0,55.6,65.5,46.8
2024-05-13,21.6,12.0,55.9,64.8,49.1
2024-05-14,21.6,7.0,52.2,60.4,45.5
2024-05-15,21.6,2.0,50.9,60.4,40.6
2024-05-16,21.6,0.0,57.2,66.6,46.6
2024-05-17,21.6,0.0,53.6,63.3,41.9
2024-05-18,21.6,0.0,53.8,66.7,41.0
2024-05-19,21.6,0.0,43.0,55.4,32.2
2024-05-20,21.6,0.0,37.4,45.3,29.7
2024-05-21,21.6,0.0,43.9,54.5,32.7
2024-05-22,21.6,0.0,44.1,57.9,28.8
2024-05-23,21.6,0.0,38.3,49.1,26.4
2024-05-24,21.7,0.0,47.5,57.6,33.8
2024-05-25,21.7,0.0,44.8,55.9,36.0
2024-05-26,21.7,0.0,51.3,62.2,39.9
2024-05-27,21.7,0.0,58.6,68.0,45.7
2024-05-28,21.7,0.0,60.6,72.0,45.3
2024-05-29,21.7,0.0,47.3,59.2,38.1
2024-05-30,21.7,0.0,48.6,58.6,36.5
2024-05-31,21.7,0.0,54.5,65.7,43.2
2024-06-01,21.7,0.0,58.6,70.2,47.7
2024-06-02,21.7,0.0,56.3,65.1,48.9
2024-06-03,21.7,0.0,52.9,57.9,45.7
2024-06-04,21.7,0.0,57.6,69.1,42.4
2024-06-05,21.7,0.0,63.9,75.9,51.4
2024-06-06,21.7,0.0,65.1,77.9,57.2
2024-06-07,21.7,0.0,64.8,74.3,57.7
2024-06-08,21.7,0.0,66.6,78.3,55.4
2024-06-09,21.7,0.0,62.1,73.0,49.5
2024-06-10,21.7,0.0,60.6,71.2,49.8
2024-06-11,21.7,0.0,65.8,77.5,51.8
2024-06-12,21.7,0.0,66.4,77.9,53.2
2024-06-13,21.7,0.0,68.5,80.1,57.2
2024-06-14,21.7,0.0,63.5,75.7,51.6
2024-06-15,21.7,0.0,53.6,64.6,42.8
2024-06-16,21.7,0.0,51.8,63.5,37.9
2024-06-17,21.7,0.0,39.6,48.9,30.2
2024-06-18,21.7,0.0,45.9,58.6,32.5
2024-06-19,21.7,0.0,54.3,67.8,41.7
2024-06-20,21.7,0.0,59.7,69.4,47.5
2024-06-21,21.7,0.0,65.3,77.4,55.2
2024-06-22,21.7,0.0,69.6,82.4,56.3
2024-06-23,21.7,0.0,69.1,80.8,57.6
2024-06-24,21.7,0.0,66.4,78.6,52.5
2024-06-25,21.7,0.0,64.4,76.3,53.2
2024-06-26,21.7,0.0,65.3,77.4,57.2
2024-06-27,21.7,0.0,58.3,66.9,50.5
2024-06-28,21.7,0.0,60.4,72.7,47.5
2024-06-29,21.7,0.0,66.7,79.9,52.9
2024-06-30,21.7,0.0,59.5,71.8,52.0
2024-07-01,21.7,0.0,59.7,70.2,49.6
2024-07-02,21.7,0.0,60.6,72.1,47.8
2024-07-03,21.7,0.0,61.7,74.1,49.8
2024-07-04,21.7,0.0,65.1,75.7,53.1
2024-07-05,21.7,0.0,69.1,79.5,56.1
2024-07-06,21.7,0.0,71.4,82.8,61.3
2024-07-07,21.7,0.0,71.6,82.0,61.2
2024-07-08,21.7,0.0,73.0,84.4,60.8
2024-07-09,21.7,0.0,75.7,87.1,64.6
2024-07-10,21.7,0.0,75.0,88.7,61.5
2024-07-11,21.7,0.0,75.2,87.6,63.9
2024-07-12,21.7,0.0,74.7,86.4,61.9
2024-07-13,21.7,0.0,74.3,84.6,65.1
2024-07-14,21.7,0.0,65.8,78.4,55.4
2024-07-15,21.7,0.0,63.9,73.9,53.6
2024-07-16,21.7,0.0,70.0,81.9,62.4
2024-07-17,21.7,0.0,70.7,81.7,61.7
2024-07-18,21.7,0.0,72.7,84.0,61.5
2024-07-19,21.7,0.0,72.9,84.6,60.8
2024-07-20,21.7,0.0,73.2,84.4,61.9
2024-07-21,21.7,0.0,72.9,84.4,61.5
