date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY
2023-11-13,0.7,0.0,41.2,44.8,37.9
2023-11-14,0.7,0.0,41.7,48.4,36.5
2023-11-15,0.9,0.0,44.1,48.0,39.2
2023-11-16,1.0,0.0,36.7,38.5,34.0
2023-11-17,1.0,0.0,39.2,46.0,34.7
2023-11-18,1.1,0.0,37.0,41.4,33.4
2023-11-19,1.3,1.0,26.2,33.8,20.8
2023-11-20,1.4,1.0,25.9,36.5,16.2
2023-11-21,1.4,1.0,36.1,44.4,29.1
2023-11-22,1.4,0.0,39.7,47.1,33.8
2023-11-23,1.6,3.0,27.1,37.4,21.4
2023-11-24,1.6,2.0,21.2,24.1,19.4
2023-11-25,1.6,2.0,21.2,29.7,13.1
2023-11-26,1.6,2.0,23.5,33.3,12.0
2023-11-27,1.6,2.0,32.2,39.6,17.8
2023-11-28,1.6,2.0,35.8,47.5,27.0
2023-11-29,1.6,2.0,32.4,39.0,27.3
2023-11-30,1.7,3.0,27.5,29.7,25.2
2023-12-01,1.8,3.0,23.4,25.5,19.6
2023-12-02,2.1,3.0,27.9,30.9,23.7
2023-12-03,2.4,4.0,32.9,34.2,30.6
2023-12-04,2.4,4.0,35.2,39.0,32.7
2023-12-05,2.4,4.0,42.1,45.5,37.0
2023-12-06,2.6,4.0,40.3,43.3,33.1
2023-12-07,2.7,4.0,27.3,31.5,21.7
2023-12-08,2.7,4.0,18.5,21.7,14.5
2023-12-09,2.7,4.0,20.3,27.3,10.4
2023-12-10,2.7,4.0,32.2,37.2,25.5
2023-12-11,2.7,4.0,35.1,41.5,31.8
2023-12-12,2.7,4.0,27.3,31.1,23.5
2023-12-13,2.7,4.0,27.9,35.6,23.2
2023-12-14,2.7,4.0,31.5,37.2,21.4
2023-12-15,2.7,4.0,35.4,42.6,27.9
2023-12-16,2.7,4.0,37.9,41.7,33.6
2023-12-17,2.7,4.0,40.1,48.9,31.3
2023-12-18,2.7,4.0,40.8,43.7,38.1
2023-12-19,2.8,4.0,37.0,38.3,35.8
2023-12-20,2.8,4.0,35.8,39.2,32.9
2023-12-21,2.8,4.0,37.0,41.9,34.0
2023-12-22,2.8,4.0,36.0,40.5,29.7
2023-12-23,2.8,4.0,19.4,27.9,13.5
2023-12-24,2.8,4.0,21.9,29.7,13.8
2023-12-25,2.8,4.0,28.2,34.3,25.3
2023-12-26,2.8,4.0,30.2,34.0,27.7
2023-12-27,2.8,4.0,32.7,36.3,26.2
2023-12-28,2.8,4.0,38.5,45.3,32.4
2023-12-29,2.8,4.0,38.8,41.4,34.7
2023-12-30,2.8,4.0,36.5,39.7,27.0
2023-12-31,2.8,4.0,34.0,39.9,25.5
2024-01-01,2.8,4.0,33.4,42.3,23.7
2024-01-02,2.8,4.0,31.3,34.5,27.9
2024-01-03,2.9,5.0,27.3,29.3,22.8
2024-01-04,2.9,5.0,23.9,27.3,22.3
2024-01-05,3.0,5.0,21.4,25.0,15.8
2024-01-06,3.1,4.0,19.9,22.3,16.5
2024-01-07,3.1,4.0,14.0,17.1,11.7
2024-01-08,3.2,4.0,14.5,18.3,10.4
2024-01-09,3.3,6.0,21.9,28.9,16.2
2024-01-10,3.4,5.0,16.5,22.6,12.7
2024-01-11,3.4,4.0,13.3,15.6,11.8
2024-01-12,3.7,4.0,19.9,23.5,14.0
2024-01-13,4.2,7.0,27.0,30.7,23.2
2024-01-14,4.3,9.0,28.8,33.8,24.8
2024-01-15,4.4,11.0,21.2,25.7,18.0
2024-01-16,4.5,12.0,25.3,30.0,18.7
2024-01-17,4.7,13.0,29.7,31.5,27.9
2024-01-18,4.7,13.0,29.5,34.9,25.0
2024-01-19,4.7,12.0,37.8,44.8,34.0
2024-01-20,4.8,14.0,34.0,36.5,30.9
2024-01-21,4.8,13.0,33.1,34.9,31.5
2024-01-22,4.9,16.0,31.5,32.4,30.2
2024-01-23,5.0,17.0,30.9,33.3,28.2
2024-01-24,5.0,16.0,28.6,30.4,26.1
2024-01-25,5.2,17.0,26.8,30.2,22.6
2024-01-26,5.2,16.0,26.1,29.5,21.4
2024-01-27,5.2,15.0,36.0,40.5,29.5
2024-01-28,5.2,14.0,40.8,43.7,37.8
2024-01-29,5.2,14.0,44.1,51.4,39.6
2024-01-30,5.2,13.0,41.0,44.2,36.7
2024-01-31,5.2,13.0,40.1,42.1,37.2
2024-02-01,5.3,13.0,34.2,39.6,28.8
2024-02-02,5.5,16.0,27.1,28.8,23.5
2024-02-03,5.6,16.0,22.8,26.4,18.3
2024-02-04,5.8,18.0,22.6,30.0,14.0
2024-02-05,5.8,18.0,31.3,33.1,30.2
2024-02-06,6.0,20.0,30.9,33.3,27.9
2024-02-07,6.0,19.0,25.5,28.2,21.7
2024-02-08,6.0,18.0,23.2,26.8,20.7
2024-02-09,6.1,20.0,20.1,24.8,16.5
2024-02-10,6.1,20.0,17.4,21.6,13.3
2024-02-11,6.1,20.0,23.5,33.3,16.0
2024-02-12,6.1,20.0,28.0,31.5,23.4
2024-02-13,6.1,20.0,29.1,32.7,25.3
2024-02-14,6.1,20.0,27.5,31.6,21.7
2024-02-15,6.3,21.0,28.6,30.6,27.3
2024-02-16,6.3,21.0,26.2,30.2,16.0
2024-02-17,6.3,21.0,24.4,31.1,15.8
2024-02-18,6.5,22.0,30.4,32.2,27.5
2024-02-19,6.5,24.0,31.6,33.6,28.0
2024-02-20,6.5,23.0,32.2,35.8,30.6
2024-02-21,6.8,26.0,28.8,31.1,25.3
2024-02-22,6.8,26.0,29.3,37.4,24.4
2024-02-23,6.8,25.0,31.8,38.1,28.6
2024-02-24,6.8,25.0,32.9,36.7,30.2
2024-02-25,6.8,25.0,34.5,38.7,29.8
2024-02-26,7.0,27.0,27.3,33.8,15.8
2024-02-27,7.0,27.0,15.4,19.8,10.0
2024-02-28,7.0,26.0,29.3,35.2,19.8
2024-02-29,7.0,23.0,35.8,40.5,32.4
2024-03-01,7.3,25.0,31.1,33.8,29.8
2024-03-02,7.6,29.0,20.8,30.0,15.3
2024-03-03,7.8,32.0,16.9,19.0,14.9
2024-03-04,7.8,32.0,17.4,19.2,14.7
2024-03-05,7.9,33.0,27.1,30.9,19.8
2024-03-06,7.9,33.0,29.1,31.1,27.3
2024-03-07,7.9,33.0,21.2,27.9,13.5
2024-03-08,7.9,32.0,26.1,37.4,14.0
2024-03-09,7.9,32.0,30.9,36.3,24.8
2024-03-10,7.9,32.0,34.9,39.2,30.7
2024-03-11,7.9,32.0,32.9,35.6,28.2
2024-03-12,8.0,33.0,29.8,34.0,24.1
2024-03-13,8.2,36.0,21.0,23.7,18.0
2024-03-14,8.2,34.0,24.3,29.3,16.3
2024-03-15,8.2,34.0,28.9,34.3,22.8
2024-03-16,8.2,33.0,34.5,40.1,26.8
2024-03-17,8.2,32.0,36.5,42.4,30.0
2024-03-18,8.2,31.0,41.5,49.3,33.3
2024-03-19,8.2,30.0,43.7,48.0,40.6
2024-03-20,8.2,29.0,44.2,48.9,39.6
2024-03-21,8.2,28.0,39.9,44.1,34.7
2024-03-22,8.2,27.0,40.8,46.2,33.8
2024-03-23,8.3,27.0,32.4,39.9,25.3
2024-03-24,8.3,27.0,28.6,33.1,24.8
2024-03-25,8.3,27.0,27.7,33.3,24.6
2024-03-26,8.4,28.0,26.8,31.1,24.1
2024-03-27,8.4,27.0,32.7,37.6,25.2
2024-03-28,8.6,27.0,30.7,34.9,25.9
2024-03-29,8.8,30.0,31.5,37.4,25.5
2024-03-30,8.9,29.0,32.7,37.4,28.9
2024-03-31,9.0,29.0,29.7,33.6,26.6
2024-04-01,9.0,29.0,32.7,39.0,25.2
2024-04-02,9.0,27.0,41.4,48.6,33.8
2024-04-03,9.0,24.0,44.6,51.1,39.0
2024-04-04,9.0,23.0,40.5,46.2,29.1
2024-04-05,9.0,23.0,23.2,27.7,19.9
2024-04-06,9.0,23.0,23.0,25.7,19.9
2024-04-07,9.0,23.0,26.8,33.3,20.5
2024-04-08,9.0,23.0,30.4,36.9,23.7
2024-04-09,9.0,22.0,37.4,45.3,28.6
2024-04-10,9.0,21.0,43.5,52.3,35.6
2024-04-11,9.0,19.0,46.8,53.2,38.8
2024-04-12,9.0,16.0,49.6,56.7,43.9
2024-04-13,9.0,14.0,49.3,55.8,43.0
2024-04-14,9.0,13.0,38.8,45.3,31.6
2024-04-15,9.0,12.0,36.7,42.3,30.9
2024-04-16,9.0,11.0,41.4,47.1,33.1
2024-04-17,9.0,10.0,33.4,41.7,24.4
2024-04-18,9.0,9.0,35.4,48.2,21.4
2024-04-19,9.0,7.0,41.9,52.2,29.3
2024-04-20,9.0,6.0,48.0,55.8,37.0
2024-04-21,9.0,2.0,49.1,59.2,40.5
2024-04-22,9.0,0.0,47.8,58.8,38.3
2024-04-23,9.0,0.0,48.9,58.5,42.6
2024-04-24,9.0,0.0,45.7,51.3,41.2
2024-04-25,9.8,0.0,38.5,42.6,34.0
2024-04-26,10.0,0.0,35.6,40.8,32.0
2024-04-27,10.0,0.0,37.0,42.6,30.6
2024-04-28,10.0,0.0,40.5,48.6,34.2
2024-04-29,10.0,0.0,38.7,47.5,28.0
2024-04-30,10.0,0.0,35.2,45.0,25.5
2024-05-01,10.0,0.0,30.6,37.6,24.6
2024-05-02,10.1,0.0,35.2,43.2,28.4
2024-05-03,10.1,0.0,36.5,45.9,27.5
2024-05-04,10.4,0.0,43.5,56.3,27.5
2024-05-05,10.4,0.0,27.3,34.5,23.4
2024-05-06,10.6,0.0,31.3,37.6,26.8
2024-05-07,10.7,0.0,27.0,31.1,24.6
2024-05-08,10.7,0.0,31.3,36.5,23.4
2024-05-09,10.7,0.0,40.5,50.9,31.8
2024-05-10,10.7,0.0,44.8,52.9,36.1
2024-05-11,10.7,0.0,50.7,59.0,40.8
2024-05-12,10.7,0.0,55.2,62.4,46.9
2024-05-13,10.7,0.0,54.3,61.5,46.9
2024-05-14,10.7,0.0,50.9,57.9,44.1
2024-05-15,10.7,0.0,50.2,59.2,40.1
2024-05-16,10.7,0.0,55.0,64.2,46.4
2024-05-17,10.7,0.0,52.3,59.7,43.5
2024-05-18,10.7,0.0,52.9,61.9,42.8
2024-05-19,10.7,0.0,43.7,51.4,35.2
2024-05-20,10.8,0.0,37.0,43.9,29.8
2024-05-21,10.8,0.0,42.1,51.8,30.0
2024-05-22,10.8,0.0,41.9,52.9,28.0
2024-05-23,10.8,0.0,36.3,45.7,27.5
2024-05-24,10.8,0.0,46.6,55.6,32.7
2024-05-25,10.9,0.0,42.6,49.8,34.3
2024-05-26,10.9,0.0,49.3,59.0,39.7
2024-05-27,10.9,0.0,55.4,64.9,40.6
2024-05-28,10.9,0.0,59.0,68.9,51.3
2024-05-29,10.9,0.0,47.7,54.0,40.3
2024-05-30,10.9,0.0,47.7,57.7,37.9
2024-05-31,10.9,0.0,52.9,65.1,43.3
2024-06-01,10.9,0.0,56.1,64.0,45.3
2024-06-02,10.9,0.0,56.7,63.1,51.6
2024-06-03,10.9,0.0,52.2,56.1,48.4
2024-06-04,10.9,0.0,55.2,65.8,42.6
2024-06-05,10.9,0.0,62.1,72.7,53.6
2024-06-06,10.9,0.0,62.8,73.6,53.4
2024-06-07,11.0,0.0,60.6,72.9,54.5
2024-06-08,11.0,0.0,64.8,74.3,56.8
2024-06-09,11.2,0.0,60.6,71.6,47.8
2024-06-10,11.2,0.0,58.6,68.5,50.7
2024-06-11,11.2,0.0,65.1,73.4,54.3
2024-06-12,11.2,0.0,64.9,75.2,51.1
2024-06-13,11.2,0.0,66.6,78.1,50.2
2024-06-14,11.2,0.0,64.0,73.0,54.5
2024-06-15,11.3,0.0,54.1,63.3,44.1
2024-06-16,11.3,0.0,51.4,60.3,37.0
2024-06-17,11.3,0.0,39.0,47.1,31.1
2024-06-18,11.3,0.0,44.2,55.4,32.2
2024-06-19,11.3,0.0,52.7,63.7,41.5
2024-06-20,11.3,0.0,60.4,69.4,47.5
2024-06-21,11.3,0.0,63.3,72.1,55.2
2024-06-22,11.3,0.0,69.1,77.7,56.1
2024-06-23,11.3,0.0,70.2,77.7,60.8
2024-06-24,11.3,0.0,67.5,75.4,58.3
2024-06-25,11.4,0.0,66.4,76.3,54.1
2024-06-26,11.4,0.0,65.1,74.8,54.3
2024-06-27,11.4,0.0,59.0,66.4,49.1
2024-06-28,11.4,0.0,59.0,69.6,46.6
2024-06-29,11.4,0.0,66.7,78.3,51.4
2024-06-30,11.4,0.0,62.1,71.1,51.4
2024-07-01,11.4,0.0,56.5,65.8,47.7
2024-07-02,11.4,0.0,58.5,70.0,46.6
2024-07-03,11.4,0.0,59.2,68.2,50.9
2024-07-04,11.4,0.0,61.9,73.8,50.0
2024-07-05,11.4,0.0,66.4,76.3,56.1
2024-07-06,11.4,0.0,68.0,79.2,57.2
2024-07-07,11.4,0.0,66.7,77.7,54.3
2024-07-08,11.4,0.0,68.5,81.3,51.4
2024-07-09,11.4,0.0,72.7,84.0,56.1
2024-07-10,11.4,0.0,76.3,86.4,66.0
2024-07-11,11.4,0.0,77.0,84.9,68.2
2024-07-12,11.4,0.0,75.9,85.1,66.7
2024-07-13,11.4,0.0,73.2,84.0,65.5
2024-07-14,11.5,0.0,66.2,79.2,54.7
2024-07-15,11.5,0.0,62.1,68.5,54.3
2024-07-16,11.5,0.0,68.0,75.9,59.4
2024-07-17,11.5,0.0,70.9,80.8,63.1
2024-07-18,11.7,0.0,68.4,80.6,62.2
2024-07-19,11.7,0.0,69.6,79.5,60.8
2024-07-20,11.7,0.0,72.5,82.0,60.8
2024-07-21,11.7,0.0,73.4,81.3,63.1
