date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2023-12-02,34.0,25.2,27.1,22.8,6.2
2023-12-03,34.0,27.5,33.4,23.5,6.7
2023-12-04,30.0,35.1,43.3,27.5,7.9
2023-12-05,26.0,36.7,42.1,32.7,7.0
2023-12-06,28.0,32.2,34.2,28.4,7.0
2023-12-07,32.0,26.4,30.2,20.8,7.2
2023-12-08,30.0,21.7,32.9,18.5,7.1
2023-12-09,39.0,25.0,31.1,18.7,8.4
2023-12-10,37.0,33.4,34.5,30.9,8.8
2023-12-11,38.0,31.3,34.2,28.8,8.7
2023-12-12,36.0,36.5,40.5,31.3,8.7
2023-12-13,36.0,41.4,47.8,36.3,8.7
2023-12-14,37.0,31.6,37.9,29.3,8.9
2023-12-15,37.0,38.3,43.7,30.7,8.9
2023-12-16,35.0,37.6,42.8,34.9,8.9
2023-12-17,34.0,42.1,48.9,35.6,9.0
2023-12-18,34.0,41.7,47.3,36.3,9.0
2023-12-19,33.0,35.6,37.6,33.4,9.2
2023-12-20,32.0,36.9,42.8,34.5,9.2
2023-12-21,32.0,36.9,40.5,34.7,9.2
2023-12-22,37.0,28.9,38.5,21.7,9.5
2023-12-23,35.0,22.3,28.4,18.9,9.4
2023-12-24,36.0,25.5,28.4,23.4,9.6
2023-12-25,37.0,28.9,34.3,24.3,10.0
2023-12-26,39.0,31.6,35.1,29.3,10.2
2023-12-27,42.0,32.2,36.7,30.4,10.6
2023-12-28,42.0,33.3,36.3,31.8,10.9
2023-12-29,42.0,37.6,40.6,33.8,11.0
2023-12-30,41.0,35.4,39.2,30.7,11.1
2023-12-31,41.0,,,,11.0
2024-01-01,40.0,30.9,36.3,28.2,11.0
2024-01-02,38.0,30.0,32.7,27.1,11.2
2024-01-03,39.0,30.2,33.4,28.9,11.3
2024-01-04,42.0,26.8,30.2,23.0,11.3
2024-01-05,45.0,24.8,26.4,22.5,11.9
2024-01-06,50.0,22.5,26.4,17.2,12.3
2024-01-07,47.0,17.6,25.7,14.5,12.3
2024-01-08,55.0,22.8,32.9,14.5,13.3
2024-01-09,70.0,24.6,31.3,21.7,15.5
2024-01-10,73.0,20.7,24.4,17.8,15.9
2024-01-11,75.0,1.9,19.0,-19.7,16.1
2024-01-12,72.0,-18.8,-9.2,-26.3,16.1
2024-01-13,69.0,9.1,24.1,-9.0,16.6
2024-01-14,66.0,14.4,22.1,9.7,16.6
2024-01-15,64.0,21.4,29.5,9.5,16.8
2024-01-16,62.0,30.7,33.6,25.7,17.1
2024-01-17,73.0,17.4,27.9,8.4,17.9
2024-01-18,72.0,16.2,23.7,9.7,18.2
2024-01-19,69.0,32.9,40.5,22.5,18.5
2024-01-20,67.0,38.3,42.1,32.2,18.6
2024-01-21,69.0,32.2,36.3,30.6,19.0
2024-01-22,70.0,32.4,36.0,31.3,19.4
2024-01-23,71.0,31.5,34.2,27.0,19.6
2024-01-24,72.0,30.0,32.0,27.7,20.0
2024-01-25,73.0,30.2,32.7,28.4,20.3
2024-01-26,74.0,32.4,35.2,30.4,20.7
2024-01-27,69.0,37.9,41.0,34.2,22.3
2024-01-28,62.0,39.6,43.5,36.7,21.8
2024-01-29,57.0,46.0,50.9,38.7,20.7
2024-01-30,55.0,38.8,41.2,37.4,20.3
2024-01-31,53.0,37.6,41.2,34.7,20.2
2024-02-01,52.0,34.9,38.3,31.1,20.1
2024-02-02,52.0,31.6,37.8,27.9,19.9
2024-02-03,52.0,28.6,31.8,25.7,19.9
2024-02-04,51.0,25.9,31.3,22.3,19.9
2024-02-05,48.0,27.9,31.1,25.3,20.0
2024-02-06,49.0,28.6,32.4,26.6,20.0
2024-02-07,50.0,26.8,30.0,24.1,20.0
2024-02-08,53.0,23.5,26.6,21.2,20.1
2024-02-09,51.0,22.5,29.7,18.3,20.1
2024-02-10,52.0,27.7,34.9,21.6,20.3
2024-02-11,57.0,31.8,34.2,29.8,20.8
2024-02-12,59.0,27.7,31.8,23.7,20.7
2024-02-13,57.0,22.6,28.4,16.5,20.7
2024-02-14,57.0,18.1,22.1,15.6,20.8
2024-02-15,56.0,16.5,21.2,13.6,20.9
2024-02-16,58.0,22.1,32.0,14.0,21.0
2024-02-17,57.0,28.8,35.2,23.9,21.1
2024-02-18,56.0,30.7,34.9,27.5,21.1
2024-02-19,57.0,31.6,37.0,28.6,21.3
2024-02-20,56.0,32.0,35.8,30.0,21.6
2024-02-21,56.0,32.2,38.7,30.0,21.9
2024-02-22,57.0,31.8,40.1,28.2,22.1
2024-02-23,57.0,31.3,39.0,27.3,22.3
2024-02-24,58.0,28.0,29.3,27.0,22.6
2024-02-25,71.0,26.2,29.1,17.4,24.1
2024-02-26,72.0,16.3,23.4,11.1,24.3
2024-02-27,71.0,16.3,25.7,9.1,24.6
2024-02-28,90.0,28.9,30.0,25.7,26.5
2024-02-29,94.0,23.7,29.7,19.9,27.6
2024-03-01,94.0,21.9,33.8,16.0,28.0
2024-03-02,95.0,19.6,27.0,15.8,28.3
2024-03-03,95.0,20.3,28.6,16.2,28.5
2024-03-04,94.0,19.0,30.4,11.5,28.8
2024-03-05,91.0,15.1,24.6,9.7,28.8
2024-03-06,89.0,15.3,22.8,9.9,28.8
2024-03-07,87.0,20.3,29.5,12.2,28.9
2024-03-08,85.0,30.4,36.0,25.0,29.2
2024-03-09,90.0,28.4,33.4,24.1,29.7
2024-03-10,101.0,27.1,30.0,25.7,30.6
2024-03-11,107.0,26.6,29.3,23.9,31.5
2024-03-12,108.0,26.4,34.7,22.5,32.2
2024-03-13,105.0,24.6,32.5,21.7,32.2
2024-03-14,100.0,35.6,47.8,23.0,32.5
2024-03-15,95.0,46.8,54.9,40.5,32.6
2024-03-16,89.0,49.8,59.2,43.0,32.9
2024-03-17,86.0,49.3,56.3,44.4,33.0
2024-03-18,83.0,48.2,55.6,43.0,32.7
2024-03-19,81.0,44.4,51.3,38.1,32.4
2024-03-20,80.0,36.5,43.0,30.4,32.0
2024-03-21,79.0,32.5,40.5,28.6,32.0
2024-03-22,77.0,33.8,39.0,31.1,32.2
2024-03-23,84.0,30.9,34.9,27.0,32.7
2024-03-24,81.0,31.1,41.2,25.0,32.8
2024-03-25,81.0,28.8,32.5,27.0,32.9
2024-03-26,82.0,28.0,34.5,24.8,33.2
2024-03-27,87.0,28.0,33.8,24.4,33.7
2024-03-28,87.0,28.0,37.4,24.6,34.0
2024-03-29,85.0,29.7,39.6,25.9,34.5
2024-03-30,86.0,30.4,38.5,24.6,34.4
2024-03-31,84.0,34.7,46.2,27.0,34.7
2024-04-01,82.0,37.6,45.5,32.5,34.6
2024-04-02,80.0,41.2,49.1,28.2,34.6
2024-04-03,80.0,26.2,34.2,22.1,34.2
2024-04-04,81.0,25.7,28.4,23.4,34.4
2024-04-05,82.0,27.1,30.2,25.0,34.5
2024-04-06,81.0,27.5,35.4,25.3,34.6
2024-04-07,81.0,28.8,36.7,26.2,34.7
2024-04-08,87.0,28.4,34.2,24.4,35.3
2024-04-09,87.0,29.1,33.4,25.2,35.4
2024-04-10,84.0,32.5,42.6,23.2,35.6
2024-04-11,84.0,33.4,38.5,29.5,35.8
2024-04-12,81.0,36.5,46.0,28.9,36.0
2024-04-13,79.0,44.2,53.1,35.4,35.8
2024-04-14,77.0,42.8,52.0,34.0,35.5
2024-04-15,77.0,30.4,37.2,22.8,34.4
2024-04-16,78.0,25.2,34.0,21.7,34.6
2024-04-17,78.0,28.4,35.8,22.3,34.8
2024-04-18,76.0,32.0,40.1,25.7,34.7
2024-04-19,76.0,34.5,42.6,27.3,34.9
2024-04-20,80.0,35.6,48.9,26.1,35.1
2024-04-21,78.0,27.5,34.3,23.0,34.7
2024-04-22,75.0,33.1,44.4,23.9,34.9
2024-04-23,74.0,40.8,48.9,34.0,35.1
2024-04-24,74.0,34.5,38.8,31.5,34.5
2024-04-25,74.0,34.0,37.9,31.1,34.6
2024-04-26,72.0,36.1,45.5,32.4,35.2
2024-04-27,73.0,32.7,35.1,30.7,34.3
2024-04-28,81.0,29.5,32.0,24.8,35.0
2024-04-29,78.0,25.3,33.1,20.5,35.1
2024-04-30,76.0,28.0,38.5,22.6,35.2
2024-05-01,75.0,31.3,40.3,24.1,35.3
2024-05-02,75.0,37.2,46.0,28.4,35.2
2024-05-03,72.0,41.5,50.9,35.2,35.5
2024-05-04,72.0,40.3,45.1,36.7,35.0
2024-05-05,70.0,35.4,39.0,30.0,34.6
2024-05-06,72.0,30.4,34.2,26.8,34.3
2024-05-07,72.0,29.8,38.3,25.7,34.4
2024-05-08,69.0,39.6,50.4,27.3,34.9
2024-05-09,67.0,51.4,60.8,43.9,34.1
2024-05-10,63.0,55.8,62.8,50.0,32.9
2024-05-11,60.0,54.0,61.0,49.1,31.4
2024-05-12,57.0,50.7,58.5,41.9,29.7
2024-05-13,56.0,40.3,43.3,37.0,28.2
2024-05-14,54.0,43.5,52.7,36.0,27.3
2024-05-15,51.0,45.3,54.3,40.8,26.2
2024-05-16,50.0,37.2,43.5,29.1,25.6
2024-05-17,50.0,31.6,40.1,26.6,25.6
2024-05-18,50.0,32.5,40.5,29.3,25.0
2024-05-19,49.0,34.2,43.3,29.5,25.0
2024-05-20,48.0,37.2,46.0,32.2,24.6
2024-05-21,48.0,34.5,36.9,32.5,24.4
2024-05-22,49.0,33.8,41.0,27.7,24.4
2024-05-23,48.0,38.3,43.0,35.4,24.2
2024-05-24,47.0,37.0,42.3,34.0,23.9
2024-05-25,47.0,33.1,39.7,29.7,23.4
2024-05-26,46.0,34.7,40.3,29.7,23.1
2024-05-27,46.0,41.5,48.9,35.2,22.9
2024-05-28,43.0,37.9,44.2,30.4,22.1
2024-05-29,44.0,31.5,35.4,28.6,21.7
2024-05-30,42.0,35.4,44.6,29.5,21.5
2024-05-31,40.0,42.6,53.6,31.3,20.7
2024-06-01,38.0,41.2,47.1,37.2,19.6
2024-06-02,36.0,38.8,42.3,36.3,19.0
2024-06-03,36.0,33.8,36.7,31.3,19.0
2024-06-04,37.0,35.1,41.2,31.6,19.1
2024-06-05,35.0,37.9,47.5,31.1,18.6
2024-06-06,34.0,47.1,57.9,37.2,17.5
2024-06-07,30.0,51.1,63.3,41.5,16.2
2024-06-08,27.0,55.9,65.7,48.6,14.5
2024-06-09,25.0,52.2,61.7,45.9,12.9
2024-06-10,20.0,48.4,56.1,42.6,10.8
2024-06-11,17.0,43.0,48.9,33.4,9.2
2024-06-12,15.0,39.7,50.7,32.4,8.0
2024-06-13,13.0,47.1,58.6,35.6,6.7
2024-06-14,11.0,39.2,47.1,34.2,5.5
2024-06-15,11.0,32.7,37.6,30.2,5.7
2024-06-16,13.0,33.1,38.3,29.7,5.8
2024-06-17,11.0,36.0,39.6,33.1,5.4
2024-06-18,10.0,41.7,53.2,34.7,4.3
2024-06-19,6.0,48.6,57.6,40.1,2.2
2024-06-20,2.0,53.8,63.9,44.8,1.2
2024-06-21,0.0,56.7,65.1,50.2,0.6
2024-06-22,0.0,53.4,62.8,47.8,0.3
2024-06-23,0.0,41.7,48.2,37.6,0.0
2024-06-24,0.0,43.9,53.4,37.2,0.0
2024-06-25,0.0,54.9,66.6,40.3,0.0
2024-06-26,0.0,49.5,59.9,39.7,0.0
2024-06-27,0.0,39.0,41.7,38.1,0.0
2024-06-28,0.0,47.5,59.4,38.5,0.0
2024-06-29,0.0,51.1,59.4,45.5,0.0
2024-06-30,0.0,46.6,51.4,44.2,0.0
2024-07-01,0.0,47.1,54.3,42.4,0.0
2024-07-02,0.0,47.3,55.6,42.8,0.0
2024-07-03,0.0,48.7,60.8,41.7,0.0
2024-07-04,0.0,55.8,68.2,43.9,0.0
2024-07-05,0.0,61.2,72.9,52.0,0.0
2024-07-06,0.0,63.0,73.6,55.6,0.0
2024-07-07,0.0,66.2,76.1,58.6,0.0
2024-07-08,0.0,68.5,81.7,57.9,0.0
2024-07-09,0.0,71.1,80.6,63.1,0.0
2024-07-10,0.0,64.4,72.9,55.9,0.0
2024-07-11,0.0,59.9,71.2,52.5,0.0
2024-07-12,0.0,62.4,74.5,51.8,0.0
2024-07-13,0.0,64.0,76.3,55.4,0.0
2024-07-14,0.0,62.6,72.3,56.1,0.0
2024-07-15,0.0,60.1,72.1,51.8,0.0
2024-07-16,0.0,66.0,78.6,53.6,0.0
2024-07-17,0.0,68.7,78.3,62.6,0.0
2024-07-18,0.0,64.6,75.7,56.7,0.0
2024-07-19,0.0,60.6,69.8,53.6,0.0
2024-07-20,0.0,66.9,80.1,54.7,0.0
2024-07-21,0.0,69.4,78.1,61.3,0.0
