date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2024-03-10,109.0,28.9,29.8,27.5,35.5
2024-03-11,114.0,29.1,30.9,25.9,36.7
2024-03-12,114.0,28.9,34.3,24.1,37.5
2024-03-13,114.0,26.8,34.9,21.0,37.6
2024-03-14,111.0,36.1,45.3,25.0,37.6
2024-03-15,106.0,47.1,53.2,39.4,37.4
2024-03-16,100.0,47.3,55.2,40.6,37.0
2024-03-17,96.0,49.6,59.4,44.1,36.5
2024-03-18,93.0,52.0,60.3,47.1,35.9
2024-03-19,90.0,47.5,53.6,38.5,35.2
2024-03-20,87.0,35.6,42.4,32.4,34.7
2024-03-21,88.0,34.3,37.2,31.3,34.9
2024-03-22,87.0,36.9,39.9,34.3,34.7
2024-03-23,88.0,33.4,39.2,31.5,34.7
2024-03-24,86.0,32.9,39.0,29.8,34.5
2024-03-25,89.0,30.4,33.4,28.6,35.0
2024-03-26,94.0,30.4,36.1,28.8,35.7
2024-03-27,102.0,30.9,33.8,28.2,37.3
2024-03-28,107.0,29.7,33.8,27.5,37.8
2024-03-29,103.0,32.0,42.1,26.8,37.8
2024-03-30,99.0,34.5,44.8,29.3,37.8
2024-03-31,96.0,34.9,45.7,27.3,37.6
2024-04-01,94.0,40.3,48.7,33.3,37.4
2024-04-02,88.0,44.6,54.9,31.8,36.8
2024-04-03,89.0,28.2,33.1,25.3,37.0
2024-04-04,92.0,26.4,29.8,24.4,37.2
2024-04-05,93.0,27.3,31.1,24.8,37.3
2024-04-06,96.0,28.6,32.0,25.3,38.0
2024-04-07,103.0,30.6,34.7,27.5,39.3
2024-04-08,103.0,30.7,34.7,27.0,40.0
2024-04-09,102.0,34.0,40.8,29.3,40.1
2024-04-10,98.0,36.0,45.7,28.2,40.0
2024-04-11,98.0,37.8,44.2,32.0,39.7
2024-04-12,95.0,39.6,51.1,30.9,39.3
2024-04-13,91.0,47.7,57.6,40.8,38.7
2024-04-14,89.0,42.8,55.4,31.8,37.9
2024-04-15,90.0,,,,37.7
2024-04-16,90.0,27.1,34.3,23.2,38.3
2024-04-17,88.0,31.8,43.0,22.5,38.2
2024-04-18,87.0,36.5,44.1,30.7,38.0
2024-04-19,85.0,36.0,43.3,29.7,37.7
2024-04-20,84.0,37.8,51.4,27.9,37.1
2024-04-21,83.0,30.7,36.3,26.2,37.1
2024-04-22,84.0,37.6,49.3,26.2,36.8
2024-04-23,82.0,43.3,54.0,36.0,36.0
2024-04-24,80.0,35.6,42.3,29.8,35.6
2024-04-25,78.0,35.1,36.5,33.8,35.2
2024-04-26,79.0,36.1,39.9,33.8,34.9
2024-04-27,79.0,33.6,35.4,32.4,34.9
2024-04-28,80.0,32.4,36.7,28.0,34.9
2024-04-29,83.0,28.8,36.3,26.1,35.6
2024-04-30,85.0,28.9,37.6,25.5,36.0
2024-05-01,82.0,30.6,37.4,24.4,36.0
2024-05-02,82.0,36.5,47.7,29.1,36.0
2024-05-03,81.0,41.2,48.0,35.8,35.6
2024-05-04,78.0,38.3,43.3,34.2,35.2
2024-05-05,79.0,33.1,34.2,31.5,35.1
2024-05-06,82.0,31.5,34.2,28.4,35.6
2024-05-07,81.0,31.3,36.3,27.5,35.7
2024-05-08,79.0,37.6,48.6,27.1,35.3
2024-05-09,76.0,52.0,58.6,45.0,34.3
2024-05-10,71.0,56.3,66.0,48.2,32.5
2024-05-11,67.0,56.5,64.0,49.1,30.6
2024-05-12,64.0,51.6,63.3,42.3,28.9
2024-05-13,62.0,42.6,51.3,38.7,28.0
2024-05-14,60.0,45.5,56.1,37.2,26.8
2024-05-15,56.0,49.5,60.8,40.3,25.0
2024-05-16,54.0,41.5,48.7,32.9,23.6
2024-05-17,52.0,33.4,40.6,28.0,23.0
2024-05-18,54.0,32.4,36.7,29.8,23.0
2024-05-19,52.0,33.4,40.3,29.7,22.8
2024-05-20,50.0,37.2,45.3,30.7,22.0
2024-05-21,49.0,34.7,37.4,31.5,21.7
2024-05-22,50.0,32.4,36.5,27.1,21.7
2024-05-23,47.0,37.9,45.3,34.0,21.1
2024-05-24,47.0,37.4,39.4,35.2,20.5
2024-05-25,48.0,33.3,35.6,31.5,21.0
2024-05-26,48.0,36.9,41.2,32.7,20.8
2024-05-27,45.0,45.9,55.0,39.0,19.6
2024-05-28,43.0,39.4,43.9,34.2,18.8
2024-05-29,43.0,34.2,37.4,31.8,19.4
2024-05-30,43.0,36.0,43.9,30.9,18.8
2024-05-31,41.0,47.3,58.3,34.2,17.5
2024-06-01,39.0,44.1,48.9,40.8,16.6
2024-06-02,34.0,41.2,42.6,39.4,15.8
2024-06-03,33.0,36.1,40.1,33.6,14.9
2024-06-04,31.0,39.4,47.3,34.9,14.0
2024-06-05,30.0,42.4,52.5,32.7,12.6
2024-06-06,26.0,52.5,63.9,42.4,10.8
2024-06-07,21.0,56.5,68.5,42.1,8.7
2024-06-08,19.0,57.9,67.6,48.9,6.8
2024-06-09,14.0,51.6,61.2,44.6,4.4
2024-06-10,7.0,50.7,61.5,42.1,2.3
2024-06-11,4.0,46.2,52.2,36.0,0.9
2024-06-12,2.0,42.4,55.6,33.1,0.3
2024-06-13,0.0,48.9,63.0,37.8,0.0
2024-06-14,0.0,39.2,47.8,32.4,0.0
2024-06-15,3.0,33.4,38.3,31.8,0.7
2024-06-16,0.0,34.7,42.4,30.6,0.3
2024-06-17,0.0,36.1,39.9,32.9,0.2
2024-06-18,0.0,42.8,54.5,34.5,0.0
2024-06-19,0.0,52.7,62.4,45.1,0.0
2024-06-20,0.0,56.7,68.2,49.6,0.0
2024-06-21,0.0,59.9,70.0,52.0,0.0
2024-06-22,0.0,55.2,66.2,47.8,0.0
2024-06-23,0.0,44.2,51.8,40.3,0.0
2024-06-24,0.0,46.9,60.1,37.8,0.0
2024-06-25,0.0,60.8,72.7,48.2,0.0
2024-06-26,0.0,49.3,59.5,41.9,0.0
2024-06-27,0.0,41.7,44.6,39.2,0.0
2024-06-28,0.0,48.2,59.5,38.8,0.0
2024-06-29,0.0,51.3,64.0,46.4,0.0
2024-06-30,0.0,48.2,53.2,45.3,0.0
2024-07-01,0.0,48.9,55.2,43.7,0.0
2024-07-02,0.0,47.8,59.0,40.1,0.0
2024-07-03,0.0,50.9,64.4,40.5,0.0
2024-07-04,0.0,58.1,73.2,45.1,0.0
2024-07-05,0.0,64.4,76.6,54.0,0.0
2024-07-06,0.0,64.4,77.2,54.3,0.0
2024-07-07,0.0,68.0,80.1,57.9,0.0
2024-07-08,0.0,67.8,82.2,56.1,0.0
2024-07-09,0.0,72.1,84.9,64.8,0.0
2024-07-10,0.0,64.0,76.3,51.8,0.0
2024-07-11,0.0,56.8,68.7,48.6,0.0
2024-07-12,0.0,59.5,75.9,47.5,0.0
2024-07-13,0.0,64.2,77.9,55.6,0.0
2024-07-14,0.0,60.8,72.9,51.3,0.0
2024-07-15,0.0,57.9,72.1,48.2,0.0
2024-07-16,0.0,65.1,79.7,52.3,0.0
2024-07-17,0.0,65.8,76.5,55.9,0.0
2024-07-18,0.0,62.4,72.5,53.1,0.0
2024-07-19,0.0,59.7,72.5,51.8,0.0
2024-07-20,0.0,67.5,80.2,54.1,0.0
2024-07-21,0.0,63.7,72.7,50.9,0.0
