date,PREC_DAILY,SNWD_DAILY,TMIN_DAILY,WTEQ_DAILY
2023-12-07,4.9,13.0,20.7,2.6
2023-12-08,4.9,13.0,7.3,2.6
2023-12-09,4.9,14.0,-0.6,2.7
2023-12-10,5.0,14.0,14.7,2.8
2023-12-11,5.0,14.0,19.0,2.8
2023-12-12,5.0,14.0,0.7,2.8
2023-12-13,5.0,12.0,-11.9,2.8
2023-12-14,5.1,14.0,-3.6,2.9
2023-12-15,5.1,13.0,4.3,2.9
2023-12-16,5.1,13.0,0.9,2.9
2023-12-17,5.1,13.0,3.2,2.9
2023-12-18,5.2,13.0,1.0,2.9
2023-12-19,5.2,12.0,17.6,2.9
2023-12-20,5.3,12.0,19.4,3.0
2023-12-21,5.3,11.0,28.9,3.0
2023-12-22,5.3,12.0,30.0,3.0
2023-12-23,5.3,13.0,13.3,3.0
2023-12-24,5.3,13.0,-8.7,2.9
2023-12-25,5.3,13.0,-16.2,2.9
2023-12-26,5.3,14.0,-9.9,3.0
2023-12-27,5.3,13.0,-4.7,3.0
2023-12-28,5.4,12.0,-0.4,3.1
2023-12-29,5.4,12.0,2.5,3.2
2023-12-30,5.4,12.0,3.4,3.2
2023-12-31,5.4,14.0,7.0,3.1
2024-01-01,5.4,14.0,-2.6,3.1
2024-01-02,5.4,14.0,-0.6,3.1
2024-01-03,5.4,14.0,-4.9,3.2
2024-01-04,5.4,12.0,6.4,3.2
2024-01-05,5.4,13.0,-1.7,3.2
2024-01-06,5.6,17.0,-2.9,3.4
2024-01-07,5.6,16.0,-1.5,3.4
2024-01-08,5.6,16.0,-15.0,3.4
2024-01-09,5.9,20.0,7.7,3.6
2024-01-10,6.0,20.0,-0.9,3.7
2024-01-11,6.1,19.0,-4.7,3.9
2024-01-12,6.1,20.0,-18.8,3.9
2024-01-13,6.1,20.0,-36.8,3.9
2024-01-14,6.1,20.0,-21.1,3.9
2024-01-15,6.1,20.0,-23.8,3.9
2024-01-16,6.2,20.0,-24.5,4.0
2024-01-17,6.8,23.0,8.2,4.5
2024-01-18,6.8,24.0,11.1,4.5
2024-01-19,6.8,23.0,17.1,4.6
2024-01-20,6.8,23.0,28.0,4.6
2024-01-21,6.9,23.0,28.9,4.6
2024-01-22,6.9,21.0,28.2,4.6
2024-01-23,7.0,23.0,23.5,4.7
2024-01-24,7.0,23.0,26.1,4.8
2024-01-25,7.0,22.0,21.6,4.8
2024-01-26,7.0,23.0,21.9,4.8
2024-01-27,7.1,22.0,23.0,4.8
2024-01-28,7.1,22.0,27.1,4.8
2024-01-29,7.1,22.0,27.0,4.8
2024-01-30,7.1,21.0,13.8,4.8
2024-01-31,7.1,21.0,9.5,4.8
2024-02-01,7.1,21.0,7.3,4.8
2024-02-02,7.1,21.0,20.7,4.9
2024-02-03,7.5,25.0,25.7,5.2
2024-02-04,7.6,27.0,8.8,5.3
2024-02-05,7.9,27.0,12.4,5.6
2024-02-06,8.1,30.0,26.1,5.8
2024-02-07,8.2,30.0,25.7,5.9
2024-02-08,8.2,28.0,19.9,5.9
2024-02-09,8.2,29.0,10.0,5.9
2024-02-10,8.2,29.0,2.5,5.9
2024-02-11,8.4,28.0,3.4,6.0
2024-02-12,8.5,30.0,17.1,6.1
2024-02-13,8.5,29.0,5.7,6.1
2024-02-14,8.7,31.0,4.6,6.3
2024-02-15,9.2,36.0,18.9,6.8
2024-02-16,9.2,35.0,-12.8,6.8
2024-02-17,9.2,34.0,-22.4,6.8
2024-02-18,9.5,32.0,-4.7,7.0
2024-02-19,9.5,32.0,23.9,7.0
2024-02-20,9.5,32.0,25.5,7.0
2024-02-21,9.5,32.0,16.7,7.0
2024-02-22,9.5,30.0,21.6,7.0
2024-02-23,9.5,31.0,8.4,7.0
2024-02-24,9.6,31.0,25.3,7.0
2024-02-25,9.6,30.0,28.4,7.1
2024-02-26,9.8,33.0,14.0,7.3
2024-02-27,9.8,32.0,-6.7,7.3
2024-02-28,9.9,31.0,-1.1,7.4
2024-02-29,10.1,34.0,11.3,7.6
2024-03-01,10.6,38.0,25.0,8.0
2024-03-02,11.4,44.0,12.9,8.8
2024-03-03,11.4,41.0,4.3,8.8
2024-03-04,11.7,42.0,5.9,9.0
2024-03-05,12.2,47.0,7.3,9.5
2024-03-06,12.2,45.0,8.4,9.5
2024-03-07,12.2,43.0,-2.4,9.5
2024-03-08,12.2,42.0,-16.6,9.5
2024-03-09,12.3,42.0,-5.4,9.6
2024-03-10,12.3,42.0,4.5,9.6
2024-03-11,12.4,40.0,11.7,9.7
2024-03-12,12.4,39.0,25.3,9.7
2024-03-13,12.4,39.0,16.5,9.7
2024-03-14,12.4,38.0,9.7,9.7
2024-03-15,12.5,38.0,-4.2,9.7
2024-03-16,12.5,39.0,15.3,9.7
2024-03-17,12.5,39.0,18.9,9.7
2024-03-18,12.5,38.0,14.7,9.7
2024-03-19,12.5,38.0,16.3,9.7
2024-03-20,12.5,37.0,18.1,9.8
2024-03-21,12.6,36.0,23.5,9.9
2024-03-22,12.6,36.0,22.5,9.9
2024-03-23,12.7,36.0,25.9,10.1
2024-03-24,12.7,39.0,12.6,10.1
2024-03-25,12.8,36.0,10.0,10.1
2024-03-26,12.9,38.0,4.5,10.2
2024-03-27,12.9,38.0,16.5,10.3
2024-03-28,13.4,41.0,25.3,10.8
2024-03-29,13.5,43.0,8.4,10.8
2024-03-30,13.6,44.0,0.7,10.9
2024-03-31,13.7,44.0,22.3,11.0
2024-04-01,13.7,43.0,5.0,11.0
2024-04-02,13.7,41.0,12.2,11.0
2024-04-03,13.7,39.0,27.1,10.9
2024-04-04,13.7,38.0,29.1,10.8
2024-04-05,13.7,35.0,25.2,10.8
2024-04-06,13.9,37.0,23.0,10.9
2024-04-07,14.0,37.0,23.0,10.9
2024-04-08,14.0,36.0,17.8,10.9
2024-04-09,14.1,36.0,25.5,11.0
2024-04-10,14.1,38.0,19.4,11.1
2024-04-11,14.1,37.0,20.7,11.0
2024-04-12,14.1,36.0,25.3,10.8
2024-04-13,14.1,36.0,27.9,10.8
2024-04-14,14.1,34.0,24.4,10.6
2024-04-15,14.3,35.0,32.4,10.8
2024-04-16,14.3,33.0,29.3,10.8
2024-04-17,14.3,34.0,11.3,10.8
2024-04-18,14.3,34.0,2.3,10.7
2024-04-19,14.3,34.0,5.7,10.6
2024-04-20,14.3,32.0,14.4,10.6
2024-04-21,14.3,30.0,20.1,10.4
2024-04-22,14.3,29.0,23.5,10.3
2024-04-23,14.3,29.0,21.0,10.2
2024-04-24,14.4,28.0,23.0,10.0
2024-04-25,14.6,26.0,33.3,9.8
2024-04-26,14.6,26.0,34.2,9.6
2024-04-27,14.6,25.0,34.7,9.3
2024-04-28,14.8,24.0,32.5,9.2
2024-04-29,14.9,23.0,27.5,9.1
2024-04-30,15.0,23.0,20.3,9.1
2024-05-01,15.0,25.0,22.5,9.2
2024-05-02,15.0,25.0,18.3,9.2
2024-05-03,15.0,25.0,19.9,9.1
2024-05-04,15.0,23.0,15.1,8.7
2024-05-05,15.3,20.0,31.3,8.6
2024-05-06,15.3,22.0,27.5,8.5
2024-05-07,15.5,24.0,26.6,8.6
2024-05-08,15.7,24.0,26.6,8.7
2024-05-09,15.7,22.0,29.5,8.6
2024-05-10,15.7,21.0,29.3,8.1
2024-05-11,15.7,19.0,27.1,7.3
2024-05-12,15.7,17.0,29.1,6.4
2024-05-13,15.7,14.0,33.3,5.6
2024-05-14,15.8,14.0,31.3,5.3
2024-05-15,15.8,12.0,30.9,4.7
2024-05-16,15.8,10.0,30.7,3.6
2024-05-17,15.8,8.0,30.0,2.9
2024-05-18,15.8,4.0,27.7,2.2
2024-05-19,15.9,5.0,29.1,2.0
2024-05-20,16.0,4.0,25.5,1.8
2024-05-21,16.0,3.0,28.9,1.2
2024-05-22,16.3,3.0,31.6,1.2
2024-05-23,16.6,3.0,27.3,1.4
2024-05-24,16.6,2.0,28.6,1.1
2024-05-25,16.7,2.0,30.4,0.8
2024-05-26,16.8,1.0,30.9,0.4
2024-05-27,16.8,1.0,28.8,0.2
2024-05-28,16.8,0.0,29.8,0.0
2024-05-29,16.9,0.0,35.4,0.0
2024-05-30,16.9,0.0,31.6,0.0
2024-05-31,16.9,0.0,31.3,0.0
2024-06-01,16.9,0.0,29.3,0.0
2024-06-02,16.9,0.0,37.2,0.0
2024-06-03,17.6,1.0,40.1,0.2
2024-06-04,17.6,0.0,34.5,0.0
2024-06-05,17.6,0.0,42.1,0.0
2024-06-06,17.6,0.0,35.4,0.0
2024-06-07,17.6,0.0,41.0,0.0
2024-06-08,17.6,0.0,37.8,0.0
2024-06-09,18.1,0.0,40.5,0.0
2024-06-10,18.2,0.0,41.9,0.0
2024-06-11,18.2,0.0,37.8,0.0
2024-06-12,18.2,0.0,37.4,0.0
2024-06-13,18.2,0.0,36.0,0.0
2024-06-14,18.2,0.0,46.0,0.0
2024-06-15,18.3,0.0,42.6,0.0
2024-06-16,18.3,0.0,34.5,0.0
2024-06-17,18.4,0.0,31.5,0.0
2024-06-18,18.4,0.0,28.0,0.0
2024-06-19,18.4,0.0,25.2,0.0
2024-06-20,18.4,0.0,28.8,0.0
2024-06-21,18.4,0.0,37.9,0.0
2024-06-22,18.4,0.0,39.6,0.0
2024-06-23,18.4,0.0,40.1,0.0
2024-06-24,18.4,0.0,42.4,0.0
2024-06-25,18.4,0.0,38.1,0.0
2024-06-26,18.6,0.0,43.7,0.0
2024-06-27,18.7,0.0,37.0,0.0
2024-06-28,18.7,0.0,31.3,0.0
2024-06-29,18.7,0.0,30.9,0.0
2024-06-30,18.7,0.0,42.4,0.0
2024-07-01,18.8,0.0,41.7,0.0
2024-07-02,18.8,0.0,40.5,0.0
2024-07-03,18.8,0.0,34.0,0.0
2024-07-04,18.8,0.0,30.9,0.0
2024-07-05,18.8,0.0,30.7,0.0
2024-07-06,18.8,0.0,34.2,0.0
2024-07-07,18.8,0.0,37.6,0.0
2024-07-08,18.8,0.0,34.7,0.0
2024-07-09,18.8,0.0,40.3,0.0
2024-07-10,18.8,0.0,43.2,0.0
2024-07-11,18.8,0.0,44.4,0.0
2024-07-12,18.8,0.0,43.2,0.0
2024-07-13,18.8,0.0,40.8,0.0
2024-07-14,18.9,0.0,44.2,0.0
2024-07-15,19.0,0.0,45.7,0.0
2024-07-16,19.0,0.0,39.4,0.0
2024-07-17,19.0,0.0,43.0,0.0
2024-07-18,19.0,0.0,40.8,0.0
2024-07-19,19.0,0.0,43.9,0.0
2024-07-20,19.0,0.0,45.0,0.0
2024-07-21,19.0,0.0,39.7,0.0
