date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY
2024-01-09,15.3,3.0,35.8,39.6,34.2
2024-01-10,15.3,2.0,33.6,37.9,30.7
2024-01-11,15.4,6.0,18.9,32.4,-0.6
2024-01-12,15.4,5.0,-4.0,3.0,-6.7
2024-01-13,15.4,5.0,0.0,9.0,-7.2
2024-01-14,15.4,4.0,6.3,14.9,0.3
2024-01-15,15.6,4.0,13.1,21.9,4.8
2024-01-16,15.6,2.0,20.1,27.0,13.3
2024-01-17,16.3,13.0,22.5,24.3,21.4
2024-01-18,16.3,10.0,22.8,27.7,18.1
2024-01-19,16.4,11.0,28.4,32.5,25.0
2024-01-20,16.4,10.0,31.8,37.8,27.9
2024-01-21,16.4,8.0,35.4,39.7,32.7
2024-01-22,16.6,6.0,36.9,40.5,34.2
2024-01-23,16.6,4.0,36.9,40.1,35.1
2024-01-24,16.8,4.0,36.5,40.1,34.5
2024-01-25,16.8,3.0,37.6,41.7,34.9
2024-01-26,17.0,2.0,37.9,41.0,35.6
2024-01-27,17.6,0.0,39.6,42.8,36.0
2024-01-28,18.4,0.0,40.3,43.5,37.6
2024-01-29,18.4,0.0,40.6,44.6,37.2
2024-01-30,18.6,0.0,42.1,45.5,39.4
2024-01-31,18.7,0.0,40.8,43.5,38.3
2024-02-01,18.7,0.0,41.7,44.4,39.0
2024-02-02,18.8,0.0,41.2,46.0,39.2
2024-02-03,18.9,0.0,39.7,43.2,36.1
2024-02-04,18.9,0.0,36.5,44.4,30.6
2024-02-05,18.9,0.0,34.3,39.2,30.7
2024-02-06,18.9,0.0,37.0,41.9,33.6
2024-02-07,18.9,0.0,37.8,41.4,35.6
2024-02-08,18.9,0.0,37.0,42.1,34.5
2024-02-09,18.9,0.0,34.7,41.5,30.7
2024-02-10,18.9,0.0,35.2,41.0,30.9
2024-02-11,19.0,0.0,38.5,42.8,34.7
2024-02-12,19.1,0.0,38.5,46.9,31.5
2024-02-13,19.1,0.0,33.4,44.6,29.1
2024-02-14,19.1,0.0,32.0,40.3,25.0
2024-02-15,19.1,0.0,33.3,36.1,27.5
2024-02-16,19.1,0.0,30.0,39.2,22.5
2024-02-17,19.1,0.0,32.2,41.9,24.6
2024-02-18,19.1,0.0,35.6,43.0,29.5
2024-02-19,19.2,0.0,36.0,44.2,30.9
2024-02-20,19.2,0.0,39.7,45.5,36.1
2024-02-21,19.2,0.0,41.7,49.3,37.4
2024-02-22,19.2,0.0,42.6,49.5,39.4
2024-02-23,19.2,0.0,43.5,54.9,37.6
2024-02-24,19.2,0.0,44.2,49.1,40.1
2024-02-25,19.8,0.0,40.1,43.3,33.8
2024-02-26,19.9,0.0,32.9,39.4,29.5
2024-02-27,20.0,0.0,31.5,37.2,26.1
2024-02-28,21.7,0.0,36.7,40.5,32.5
2024-02-29,22.3,0.0,35.1,38.7,34.2
2024-03-01,22.4,0.0,35.1,40.8,32.2
2024-03-02,22.6,0.0,33.4,40.1,31.1
2024-03-03,22.6,0.0,32.9,37.6,30.0
2024-03-04,22.8,0.0,30.4,36.0,27.5
2024-03-05,22.8,0.0,29.8,38.5,26.4
2024-03-06,22.8,0.0,30.4,38.1,24.8
2024-03-07,22.8,0.0,32.5,41.4,26.6
2024-03-08,22.8,0.0,37.2,45.3,31.3
2024-03-09,22.9,0.0,37.6,43.3,32.5
2024-03-10,23.2,1.0,38.5,43.9,34.7
2024-03-11,23.5,1.0,39.2,44.2,35.6
2024-03-12,23.8,0.0,39.0,48.2,35.4
2024-03-13,23.8,0.0,39.0,47.5,34.2
2024-03-14,23.8,0.0,40.1,52.3,33.8
2024-03-15,23.8,0.0,42.8,59.7,32.9
2024-03-16,23.8,0.0,43.7,62.2,33.3
2024-03-17,23.8,0.0,45.3,63.5,33.8
2024-03-18,23.8,0.0,45.9,62.6,34.3
2024-03-19,23.8,0.0,46.2,68.0,33.4
2024-03-20,23.8,0.0,44.8,56.1,36.5
2024-03-21,23.8,0.0,45.7,55.8,40.6
2024-03-22,23.8,0.0,44.2,51.3,38.3
2024-03-23,23.9,0.0,42.6,45.7,39.2
2024-03-24,23.9,0.0,41.5,53.4,32.7
2024-03-25,23.9,0.0,41.5,50.5,34.0
2024-03-26,23.9,0.0,42.3,50.9,34.7
2024-03-27,24.1,0.0,37.4,41.9,32.2
2024-03-28,24.1,0.0,41.5,51.6,37.4
2024-03-29,24.1,0.0,42.3,54.0,35.6
2024-03-30,24.1,0.0,41.4,54.0,31.1
2024-03-31,24.1,0.0,45.9,60.3,34.3
2024-04-01,24.1,0.0,47.5,63.1,35.4
2024-04-02,24.1,0.0,53.8,66.9,43.0
2024-04-03,24.2,0.0,42.4,49.5,38.7
2024-04-04,24.3,0.0,40.1,45.3,37.4
2024-04-05,24.4,0.0,41.0,45.7,37.2
2024-04-06,24.4,0.0,42.4,48.9,38.7
2024-04-07,24.4,0.0,44.4,53.6,38.3
2024-04-08,24.6,0.0,43.9,50.9,39.6
2024-04-09,24.6,0.0,44.8,54.1,35.6
2024-04-10,24.6,0.0,44.2,59.5,32.0
2024-04-11,24.6,0.0,44.8,54.0,37.0
2024-04-12,24.6,0.0,47.8,60.8,40.5
2024-04-13,24.6,0.0,49.6,68.2,34.0
2024-04-14,24.6,0.0,51.8,69.1,38.3
2024-04-15,24.6,1.0,48.0,54.7,39.2
2024-04-16,24.8,0.0,41.0,48.2,34.7
2024-04-17,24.8,0.0,41.5,54.7,30.4
2024-04-18,24.8,0.0,42.6,59.2,29.8
2024-04-19,24.8,0.0,44.6,59.4,30.2
2024-04-20,24.9,0.0,47.1,66.0,32.2
2024-04-21,24.9,0.0,43.3,51.3,38.3
2024-04-22,24.9,0.0,45.9,62.4,32.5
2024-04-23,24.9,0.0,48.9,67.5,33.4
2024-04-24,24.9,0.0,47.3,55.6,39.7
2024-04-25,25.0,0.0,47.7,55.6,43.0
2024-04-26,25.0,0.0,50.2,60.8,44.8
2024-04-27,25.0,1.0,48.7,55.9,44.2
2024-04-28,25.1,2.0,44.2,50.7,39.2
2024-04-29,25.1,1.0,41.4,50.0,34.5
2024-04-30,25.1,0.0,43.0,55.9,33.6
2024-05-01,25.1,0.0,44.6,56.8,36.0
2024-05-02,25.1,0.0,47.1,64.8,32.9
2024-05-03,25.1,0.0,52.0,66.9,36.0
2024-05-04,25.1,0.0,54.3,63.7,46.8
2024-05-05,25.1,0.0,50.4,56.1,45.3
2024-05-06,25.1,0.0,47.5,56.5,40.5
2024-05-07,25.1,0.0,46.0,57.2,37.9
2024-05-08,25.1,0.0,51.4,68.5,37.2
2024-05-09,25.1,0.0,59.9,82.2,38.7
2024-05-10,25.1,0.0,61.7,82.6,44.2
2024-05-11,25.1,0.0,62.4,81.3,45.9
2024-05-12,25.1,0.0,61.7,77.9,46.2
2024-05-13,25.1,0.0,56.3,62.4,49.6
2024-05-14,25.1,0.0,57.9,73.8,45.3
2024-05-15,25.1,0.0,59.4,71.8,45.9
2024-05-16,25.1,0.0,57.2,61.5,50.5
2024-05-17,25.1,0.0,48.7,56.7,42.3
2024-05-18,25.1,0.0,47.3,57.6,39.9
2024-05-19,25.1,0.0,49.6,59.9,42.8
2024-05-20,25.1,0.0,53.1,66.9,43.5
2024-05-21,25.2,0.0,51.6,56.1,47.7
2024-05-22,25.4,0.0,46.0,50.2,42.1
2024-05-23,25.4,0.0,51.8,61.3,46.2
2024-05-24,25.4,0.0,51.3,58.1,45.1
2024-05-25,25.4,0.0,50.9,59.0,45.1
2024-05-26,25.4,0.0,50.2,58.6,41.0
2024-05-27,25.4,0.0,54.7,68.2,45.0
2024-05-28,25.4,0.0,51.4,62.1,45.7
2024-05-29,25.4,0.0,47.8,55.2,41.0
2024-05-30,25.4,0.0,50.5,62.4,42.8
2024-05-31,25.4,0.0,54.3,71.2,38.1
2024-06-01,25.4,0.0,55.9,66.0,48.9
2024-06-02,25.6,0.0,52.7,59.7,49.5
2024-06-03,25.8,0.0,50.4,54.7,47.3
2024-06-04,25.9,0.0,50.5,60.6,44.4
2024-06-05,25.9,0.0,52.0,64.6,42.3
2024-06-06,25.9,0.0,57.0,75.4,40.6
2024-06-07,25.9,0.0,61.2,81.1,44.6
2024-06-08,25.9,0.0,65.8,84.7,47.7
2024-06-09,25.9,0.0,64.2,77.4,53.4
2024-06-10,25.9,0.0,62.8,74.5,52.3
2024-06-11,25.9,0.0,59.2,70.0,49.3
2024-06-12,25.9,0.0,56.1,68.2,47.5
2024-06-13,25.9,0.0,58.8,75.6,42.3
2024-06-14,25.9,0.0,56.8,64.8,49.8
2024-06-15,26.1,0.0,49.6,56.1,44.2
2024-06-16,26.2,0.0,47.7,54.3,41.9
2024-06-17,26.2,0.0,50.0,56.5,45.1
2024-06-18,26.2,0.0,57.2,69.8,48.0
2024-06-19,26.2,0.0,59.2,75.2,45.1
2024-06-20,26.2,0.0,63.1,81.1,48.4
2024-06-21,26.2,0.0,66.0,83.7,49.8
2024-06-22,26.2,0.0,66.7,78.8,56.8
2024-06-23,26.2,0.0,58.3,64.0,51.4
2024-06-24,26.2,0.0,58.6,71.8,47.5
2024-06-25,26.2,0.0,63.9,84.6,47.1
2024-06-26,26.3,0.0,59.0,66.7,52.5
2024-06-27,26.3,0.0,54.3,60.8,51.1
2024-06-28,26.3,0.0,61.7,76.5,50.9
2024-06-29,26.3,0.0,64.8,74.8,56.1
2024-06-30,26.3,0.0,59.9,69.4,54.9
2024-07-01,26.3,0.0,61.0,72.0,50.5
2024-07-02,26.3,0.0,62.4,73.6,55.2
2024-07-03,26.3,0.0,63.7,77.7,55.0
2024-07-04,26.3,0.0,66.4,85.1,51.1
2024-07-05,26.3,0.0,70.2,90.7,54.7
2024-07-06,26.3,0.0,71.1,90.0,55.0
2024-07-07,26.3,0.0,74.5,95.0,58.1
2024-07-08,26.3,0.0,75.4,95.9,58.8
2024-07-09,26.3,0.0,78.1,101.5,62.4
2024-07-10,26.3,0.0,75.4,92.1,61.0
2024-07-11,26.3,0.0,71.4,87.4,57.0
2024-07-12,26.3,0.0,72.7,91.8,57.0
2024-07-13,26.3,0.0,74.1,93.0,59.4
2024-07-14,26.3,0.0,73.6,89.8,58.8
2024-07-15,26.3,0.0,71.8,88.2,57.9
2024-07-16,26.3,0.0,73.4,93.7,57.2
2024-07-17,26.3,0.0,76.3,96.4,62.2
2024-07-18,26.3,0.0,75.4,93.4,63.0
2024-07-19,26.3,0.0,74.1,90.3,61.2
2024-07-20,26.3,0.0,74.7,94.6,59.2
2024-07-21,26.3,0.0,73.4,88.0,62.1
