date,PREC_DAILY,SNWD_DAILY,TMIN_DAILY,WTEQ_DAILY
2021-02-27,11.7,43.0,-1.3,10.9
2021-02-28,11.8,44.0,-14.3,11.0
2021-03-01,11.9,42.0,11.8,11.0
2021-03-02,11.9,42.0,-0.6,11.0
2021-03-03,11.9,42.0,0.9,11.0
2021-03-04,11.9,42.0,3.9,11.0
2021-03-05,11.9,41.0,5.4,11.0
2021-03-06,12.0,43.0,11.8,11.1
2021-03-07,12.0,41.0,18.1,11.1
2021-03-08,12.1,43.0,9.1,11.2
2021-03-09,12.2,43.0,17.1,11.3
2021-03-10,12.2,40.0,5.0,11.3
2021-03-11,12.2,39.0,0.3,11.2
2021-03-12,12.2,39.0,-11.2,11.2
2021-03-13,12.3,43.0,-8.1,11.3
2021-03-14,12.3,42.0,20.5,11.3
2021-03-15,12.3,42.0,19.9,11.3
2021-03-16,12.3,40.0,17.8,11.3
2021-03-17,12.3,40.0,8.2,11.3
2021-03-18,12.3,41.0,13.5,11.3
2021-03-19,12.3,40.0,19.9,11.4
2021-03-20,12.8,49.0,23.7,11.9
2021-03-21,12.8,47.0,16.9,11.9
2021-03-22,13.0,50.0,19.2,12.1
2021-03-23,13.0,46.0,3.0,12.1
2021-03-24,13.0,49.0,-0.6,12.1
2021-03-25,13.4,52.0,18.7,12.4
2021-03-26,13.5,50.0,19.4,12.4
2021-03-27,13.6,49.0,21.9,12.3
2021-03-28,13.6,50.0,28.2,12.3
2021-03-29,13.6,44.0,1.2,12.2
2021-03-30,13.6,43.0,-6.3,12.1
2021-03-31,13.6,44.0,-8.3,12.2
2021-04-01,13.7,45.0,5.5,12.1
2021-04-02,13.8,44.0,16.9,12.1
2021-04-03,13.8,42.0,20.8,12.1
2021-04-04,13.8,42.0,22.6,12.2
2021-04-05,13.8,42.0,29.3,12.3
2021-04-06,13.8,42.0,28.8,12.4
2021-04-07,13.8,40.0,24.4,12.4
2021-04-08,13.8,39.0,18.9,12.3
2021-04-09,13.9,38.0,7.9,12.6
2021-04-10,13.9,38.0,13.1,12.4
2021-04-11,13.9,37.0,9.3,12.6
2021-04-12,13.9,37.0,9.0,12.6
2021-04-13,13.9,36.0,6.8,12.6
2021-04-14,13.9,38.0,11.1,12.4
2021-04-15,13.9,37.0,17.8,12.5
2021-04-16,13.9,37.0,9.9,12.5
2021-04-17,13.9,37.0,8.6,12.5
2021-04-18,13.9,37.0,18.5,12.2
2021-04-19,13.9,34.0,13.3,12.5
2021-04-20,13.9,34.0,10.9,12.7
2021-04-21,14.0,34.0,6.8,12.5
2021-04-22,14.0,35.0,13.3,12.2
2021-04-23,14.0,34.0,27.1,12.1
2021-04-24,14.1,34.0,27.9,12.0
2021-04-25,14.1,35.0,32.9,12.0
2021-04-26,14.1,33.0,25.9,11.9
2021-04-27,14.1,32.0,20.5,11.7
2021-04-28,14.1,31.0,20.8,11.3
2021-04-29,14.1,30.0,26.6,11.0
2021-04-30,14.1,28.0,31.8,10.4
2021-05-01,14.1,26.0,30.9,9.8
2021-05-02,14.1,24.0,31.1,8.9
2021-05-03,14.1,24.0,29.1,8.4
2021-05-04,14.2,23.0,30.6,8.4
2021-05-05,14.2,22.0,26.2,8.0
2021-05-06,14.2,20.0,25.0,7.1
2021-05-07,14.2,19.0,31.3,6.3
2021-05-08,14.3,16.0,20.1,6.2
2021-05-09,14.4,16.0,16.2,6.3
2021-05-10,14.5,18.0,21.2,6.3
2021-05-11,14.6,16.0,24.3,6.2
2021-05-12,14.6,16.0,29.8,5.7
2021-05-13,14.6,14.0,29.5,4.8
2021-05-14,14.6,13.0,32.5,4.0
2021-05-15,14.6,10.0,33.1,3.3
2021-05-16,14.8,7.0,30.2,2.0
2021-05-17,14.8,4.0,32.2,1.2
2021-05-18,14.9,2.0,33.1,0.4
2021-05-19,15.0,2.0,32.0,0.2
2021-05-20,15.0,2.0,34.9,0.2
2021-05-21,15.0,2.0,27.9,0.1
2021-05-22,15.3,2.0,27.0,0.1
2021-05-23,15.8,4.0,33.3,0.5
2021-05-24,16.4,4.0,33.1,0.7
2021-05-25,16.5,1.0,33.4,0.3
2021-05-26,16.8,1.0,32.7,0.1
2021-05-27,17.0,1.0,32.5,0.1
2021-05-28,17.0,0.0,32.5,0.0
2021-05-29,17.0,0.0,28.8,0.0
2021-05-30,17.2,0.0,26.6,0.0
2021-05-31,17.3,0.0,30.2,0.0
2021-06-01,17.5,0.0,32.5,0.0
2021-06-02,17.6,0.0,38.5,0.0
2021-06-03,17.7,0.0,37.4,0.0
2021-06-04,17.7,0.0,41.2,0.0
2021-06-05,17.7,0.0,42.4,0.0
2021-06-06,17.7,0.0,42.6,0.0
2021-06-07,17.7,0.0,35.8,0.0
2021-06-08,17.7,0.0,39.2,0.0
2021-06-09,17.7,0.0,35.8,0.0
2021-06-10,17.7,0.0,34.2,0.0
2021-06-11,17.7,0.0,27.9,0.0
2021-06-12,17.7,0.0,32.9,0.0
2021-06-13,17.8,0.0,34.7,0.0
2021-06-14,17.8,0.0,41.0,0.0
2021-06-15,17.8,0.0,38.8,0.0
2021-06-16,17.8,0.0,43.0,0.0
2021-06-17,17.8,0.0,37.9,0.0
2021-06-18,17.8,0.0,35.8,0.0
2021-06-19,17.8,0.0,37.2,0.0
2021-06-20,17.8,0.0,37.0,0.0
2021-06-21,17.8,0.0,31.5,0.0
2021-06-22,17.8,0.0,37.8,0.0
2021-06-23,17.8,0.0,43.5,0.0
2021-06-24,17.8,0.0,46.6,0.0
2021-06-25,17.9,0.0,39.4,0.0
2021-06-26,17.9,0.0,38.8,0.0
2021-06-27,17.9,0.0,40.8,0.0
2021-06-28,17.9,0.0,40.1,0.0
2021-06-29,17.9,0.0,39.7,0.0
2021-06-30,17.9,0.0,40.1,0.0
2021-07-01,17.9,0.0,40.8,0.0
2021-07-02,17.9,0.0,41.0,0.0
2021-07-03,17.9,0.0,43.5,0.0
2021-07-04,17.9,0.0,47.3,0.0
2021-07-05,17.9,0.0,42.8,0.0
2021-07-06,17.9,0.0,40.3,0.0
2021-07-07,17.9,0.0,41.9,0.0
2021-07-08,17.9,0.0,41.9,0.0
2021-07-09,17.9,0.0,39.6,0.0
2021-07-10,17.9,0.0,38.3,0.0
2021-07-11,17.9,0.0,34.3,0.0
2021-07-12,18.0,0.0,43.2,0.0
2021-07-13,18.0,0.0,46.8,0.0
2021-07-14,18.0,0.0,38.1,0.0
2021-07-15,18.0,0.0,40.8,0.0
2021-07-16,18.0,0.0,44.6,0.0
2021-07-17,18.0,0.0,40.3,0.0
2021-07-18,18.0,0.0,42.3,0.0
2021-07-19,18.0,0.0,42.6,0.0
2021-07-20,18.0,0.0,,0.0
2021-07-21,18.0,0.0,,0.0
