date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1998-12-05,4.5,16.3,26.6,-0.9,2.2
1998-12-06,4.5,2.7,18.0,-5.3,2.0
1998-12-07,4.5,-1.3,14.4,-9.9,1.9
1998-12-08,4.6,9.1,31.3,-10.1,1.9
1998-12-09,4.6,8.2,16.7,-6.5,2.0
1998-12-10,4.6,2.8,23.9,-8.3,2.0
1998-12-11,4.6,13.8,34.5,2.7,2.0
1998-12-12,4.6,15.8,31.8,6.6,2.0
1998-12-13,4.6,18.3,44.2,5.4,2.0
1998-12-14,4.6,22.5,47.7,11.7,2.1
1998-12-15,4.6,21.2,43.9,9.7,2.1
1998-12-16,4.6,20.7,38.8,10.9,2.1
1998-12-17,4.7,22.5,42.3,13.3,2.2
1998-12-18,4.8,23.5,34.9,12.2,2.2
1998-12-19,4.8,26.4,33.4,21.2,2.2
1998-12-20,4.8,14.5,25.5,0.3,2.6
1998-12-21,4.8,-5.6,3.2,-17.1,2.6
1998-12-22,4.8,0.3,20.5,-12.6,2.6
1998-12-23,4.8,0.7,15.6,-8.9,2.7
1998-12-24,5.2,4.5,14.2,-9.4,2.7
1998-12-25,5.3,11.5,21.2,0.3,2.8
1998-12-26,5.5,20.5,27.7,12.4,2.9
1998-12-27,5.6,15.3,19.6,11.3,3.1
1998-12-28,5.8,19.2,23.0,7.2,3.2
1998-12-29,5.8,24.4,31.3,17.1,3.2
1998-12-30,5.8,20.7,32.9,10.6,3.2
1998-12-31,5.9,22.6,39.4,10.8,3.2
1999-01-01,6.0,17.8,21.7,11.8,3.5
1999-01-02,6.0,8.4,14.4,3.4,3.6
1999-01-03,6.2,4.5,9.5,-0.6,3.8
1999-01-04,6.6,11.1,16.0,3.6,4.0
1999-01-05,7.1,18.3,21.6,14.9,4.5
1999-01-06,7.2,23.4,33.4,15.6,4.5
1999-01-07,7.2,21.4,34.7,11.7,4.6
1999-01-08,7.2,11.5,22.1,-2.2,4.6
1999-01-09,7.3,14.7,23.0,-2.6,4.7
1999-01-10,7.4,17.6,29.1,10.8,4.8
1999-01-11,7.4,19.2,38.1,9.9,4.8
1999-01-12,7.4,18.0,30.7,7.7,4.9
1999-01-13,7.5,14.2,23.2,6.3,5.0
1999-01-14,7.5,14.0,32.2,0.7,5.0
1999-01-15,7.5,18.0,34.9,6.4,5.0
1999-01-16,7.8,15.6,29.3,2.5,5.2
1999-01-17,8.1,12.0,18.3,7.2,5.6
1999-01-18,8.5,25.0,29.8,15.6,5.8
1999-01-19,8.8,25.5,31.8,22.5,6.1
1999-01-20,9.0,19.9,33.1,5.9,6.3
1999-01-21,9.1,13.8,24.3,7.2,6.6
1999-01-22,9.1,8.4,23.2,-0.9,6.6
1999-01-23,9.5,21.7,32.2,8.2,6.8
1999-01-24,9.9,25.5,28.2,23.5,7.2
1999-01-25,10.0,30.0,39.0,21.4,7.2
1999-01-26,10.0,18.3,27.7,5.2,7.4
1999-01-27,10.0,7.0,22.5,-1.8,7.5
1999-01-28,10.0,3.7,28.0,-8.7,7.5
1999-01-29,10.0,8.2,36.7,-8.0,7.5
1999-01-30,10.1,19.0,41.4,5.4,7.5
1999-01-31,10.2,21.4,41.7,6.6,7.5
1999-02-01,10.3,14.9,21.2,10.0,7.8
1999-02-02,10.3,15.4,26.6,1.9,7.8
1999-02-03,10.3,19.2,34.0,8.2,7.8
1999-02-04,10.5,27.7,44.8,8.8,7.8
1999-02-05,10.6,23.2,33.8,13.8,8.0
1999-02-06,10.7,19.6,32.2,11.5,8.0
1999-02-07,10.8,28.8,42.1,15.4,8.1
1999-02-08,10.8,28.8,37.8,22.1,8.1
1999-02-09,10.8,28.0,43.9,14.9,8.1
1999-02-10,10.9,19.8,34.5,-2.9,8.5
1999-02-11,10.9,-4.7,6.6,-13.2,8.5
1999-02-12,10.9,12.4,32.7,-9.6,8.5
1999-02-13,11.0,21.0,48.6,4.6,8.5
1999-02-14,11.1,25.3,45.3,13.5,8.5
1999-02-15,11.1,16.0,27.7,-0.9,8.7
1999-02-16,11.2,12.2,28.0,-2.0,8.7
1999-02-17,11.8,16.0,25.7,5.2,9.2
1999-02-18,12.0,14.9,26.2,5.0,9.4
1999-02-19,12.3,16.7,25.3,7.7,9.8
1999-02-20,12.3,5.5,25.5,-4.7,9.8
1999-02-21,12.8,20.5,39.4,-1.5,10.2
1999-02-22,13.1,7.9,17.6,3.6,10.6
1999-02-23,13.2,15.4,32.2,6.3,10.6
1999-02-24,13.2,18.9,36.9,6.1,10.6
1999-02-25,13.2,21.7,43.2,7.2,10.6
1999-02-26,13.2,19.4,34.0,8.2,10.6
1999-02-27,13.2,14.4,33.3,-1.1,10.7
1999-02-28,13.3,20.7,39.2,5.7,10.7
1999-03-01,13.6,25.2,43.5,11.7,10.9
1999-03-02,13.6,17.1,29.8,5.0,11.1
1999-03-03,13.8,23.9,43.7,4.6,11.1
1999-03-04,13.8,26.6,39.4,17.8,11.2
1999-03-05,14.0,13.6,19.6,8.4,11.4
1999-03-06,14.2,21.7,32.5,12.0,11.5
1999-03-07,14.2,28.0,41.9,16.2,11.7
1999-03-08,14.2,15.8,27.5,5.2,11.7
1999-03-09,14.5,23.0,38.1,6.6,11.8
1999-03-10,14.6,21.4,36.0,12.0,12.0
1999-03-11,14.6,23.7,39.9,10.0,12.0
1999-03-12,14.6,18.3,27.7,6.1,12.0
1999-03-13,14.7,18.9,40.3,-0.8,12.1
1999-03-14,14.8,26.6,49.3,9.0,12.2
1999-03-15,14.8,31.8,52.2,15.3,12.3
1999-03-16,14.8,30.0,48.0,17.2,12.3
1999-03-17,14.8,28.2,49.5,12.0,12.3
1999-03-18,14.8,27.5,47.7,12.0,12.5
1999-03-19,14.8,28.8,50.4,14.5,12.5
1999-03-20,14.8,30.9,51.8,14.2,12.5
1999-03-21,14.8,32.2,48.9,16.7,12.0
1999-03-22,14.8,25.5,40.8,13.6,12.0
1999-03-23,14.8,28.0,47.5,10.8,12.0
1999-03-24,14.8,28.8,49.3,14.7,12.0
1999-03-25,14.8,32.9,53.6,16.3,12.0
1999-03-26,14.8,34.5,48.2,24.1,12.0
1999-03-27,14.8,27.0,40.8,9.7,12.0
1999-03-28,14.8,22.1,40.6,6.8,12.0
1999-03-29,15.0,29.3,49.5,7.7,12.8
1999-03-30,15.0,38.1,50.9,31.8,12.8
1999-03-31,15.0,33.1,43.2,26.4,12.8
1999-04-01,15.2,29.1,38.3,23.0,13.0
1999-04-02,15.3,20.5,34.5,9.3,13.3
1999-04-03,15.4,10.6,24.4,-1.5,13.4
1999-04-04,15.7,15.6,29.7,1.6,13.5
1999-04-05,15.7,18.9,33.3,9.7,13.7
1999-04-06,16.0,27.3,44.6,9.5,13.7
1999-04-07,16.1,34.9,50.9,20.3,13.9
1999-04-08,16.1,21.7,36.1,12.2,14.3
1999-04-09,16.1,21.9,35.2,11.1,14.2
1999-04-10,16.1,13.8,29.5,1.8,14.5
1999-04-11,16.5,24.6,44.8,0.1,14.5
1999-04-12,16.5,32.7,52.7,15.1,14.8
1999-04-13,16.5,32.4,49.8,19.6,14.7
1999-04-14,16.5,23.5,34.7,10.6,15.2
1999-04-15,16.5,11.8,20.7,6.1,15.3
1999-04-16,16.7,10.4,19.8,-1.5,15.4
1999-04-17,17.0,18.3,38.8,-3.1,15.6
1999-04-18,17.0,30.9,49.1,14.0,15.6
1999-04-19,17.0,36.0,54.1,20.3,15.6
1999-04-20,17.1,36.5,54.3,22.5,15.6
1999-04-21,17.3,28.8,41.9,20.5,16.2
1999-04-22,17.7,27.1,41.9,20.8,16.8
1999-04-23,17.8,26.8,43.2,19.0,17.0
1999-04-24,17.9,34.5,49.5,17.4,17.0
1999-04-25,18.2,25.3,36.3,17.6,17.1
1999-04-26,18.8,28.2,33.4,19.4,17.6
1999-04-27,18.9,38.1,51.4,25.9,17.2
1999-04-28,19.2,36.0,50.7,24.8,17.4
1999-04-29,19.6,34.2,44.1,27.9,17.6
1999-04-30,19.9,30.0,38.8,19.2,17.9
1999-05-01,20.2,27.1,40.5,16.9,18.2
1999-05-02,20.7,30.6,42.8,24.1,18.5
1999-05-03,20.8,29.5,41.4,18.3,18.6
1999-05-04,21.1,21.6,34.0,12.0,18.9
1999-05-05,21.4,16.9,29.8,6.8,19.3
1999-05-06,21.5,20.3,34.3,6.1,19.4
1999-05-07,21.6,32.0,53.2,11.3,19.4
1999-05-08,21.7,41.9,57.7,21.0,19.1
1999-05-09,21.7,42.6,55.4,26.6,18.5
1999-05-10,22.0,21.7,30.4,9.9,18.8
1999-05-11,22.0,18.9,32.7,5.5,18.8
1999-05-12,22.3,31.3,48.6,7.2,18.5
1999-05-13,22.3,45.7,58.8,29.8,18.2
1999-05-14,22.3,41.4,50.4,33.4,17.4
1999-05-15,22.3,41.9,54.3,30.4,16.6
1999-05-16,22.3,35.6,51.4,21.6,16.0
1999-05-17,22.3,31.6,49.6,15.4,15.3
1999-05-18,22.3,40.6,59.0,22.3,14.5
1999-05-19,22.3,45.0,61.7,27.1,13.3
1999-05-20,22.3,41.4,58.3,27.0,12.6
1999-05-21,22.3,43.0,61.9,27.5,11.7
1999-05-22,22.3,45.5,63.3,28.0,10.6
1999-05-23,22.3,43.0,68.9,29.3,9.6
1999-05-24,22.3,41.4,60.6,29.5,9.5
1999-05-25,23.7,36.1,50.0,28.0,9.5
1999-05-26,23.7,38.1,62.1,27.9,9.1
1999-05-27,23.8,36.7,51.6,28.0,9.1
1999-05-28,23.9,40.8,59.4,28.0,8.5
1999-05-29,24.0,38.3,55.8,28.8,8.2
1999-05-30,24.0,41.4,59.5,28.4,7.5
1999-05-31,24.1,39.2,52.0,26.6,6.4
1999-06-01,24.1,37.9,57.7,23.2,5.6
1999-06-02,24.1,42.8,58.5,28.0,4.4
1999-06-03,24.1,44.8,59.5,27.9,2.6
1999-06-04,24.1,45.5,59.7,27.3,1.4
1999-06-05,24.1,33.3,44.6,24.6,1.3
1999-06-06,24.1,37.8,54.3,25.3,0.6
1999-06-07,24.1,46.0,65.1,28.8,0.0
1999-06-08,24.1,48.2,63.1,31.3,0.0
1999-06-09,24.1,44.6,61.7,29.5,0.0
1999-06-10,24.1,40.5,57.6,27.1,0.0
1999-06-11,24.1,42.4,59.7,26.4,0.0
1999-06-12,24.1,41.4,61.2,28.0,0.0
1999-06-13,24.1,44.4,62.6,27.7,0.0
1999-06-14,24.4,41.7,61.0,30.2,0.0
1999-06-15,24.9,36.3,47.1,30.4,0.0
1999-06-16,25.2,,,,0.0
1999-06-17,25.5,39.4,52.9,30.6,0.0
1999-06-18,25.5,41.0,58.6,30.6,0.0
1999-06-19,25.5,45.0,64.2,32.7,0.0
1999-06-20,25.5,45.0,67.5,32.5,0.0
1999-06-21,25.5,46.4,59.7,33.3,0.0
1999-06-22,25.5,46.2,61.0,33.1,0.0
1999-06-23,25.5,49.1,66.9,33.4,0.0
1999-06-24,25.5,52.9,70.2,34.3,0.0
1999-06-25,25.5,53.6,70.3,36.5,0.0
1999-06-26,25.5,54.7,70.7,36.0,0.0
1999-06-27,25.5,55.2,67.5,37.8,0.0
1999-06-28,25.6,51.8,68.4,31.6,0.0
1999-06-29,25.6,52.0,66.4,36.3,0.0
1999-06-30,25.6,52.5,68.2,34.9,0.0
1999-07-01,25.6,55.6,71.4,35.2,0.0
1999-07-02,25.6,59.9,70.5,46.6,0.0
1999-07-03,25.6,53.2,70.2,40.6,0.0
1999-07-04,25.8,55.4,69.8,39.2,0.0
1999-07-05,25.9,55.2,78.6,38.3,0.0
1999-07-06,26.1,,,,0.0
1999-07-07,26.3,55.8,72.9,44.8,0.0
1999-07-08,26.3,45.3,45.5,45.0,0.0
1999-07-09,26.3,56.7,69.1,40.6,0.0
1999-07-10,26.3,52.9,71.2,36.9,0.0
1999-07-11,26.3,39.9,40.3,39.6,0.0
1999-07-12,26.4,55.8,69.4,39.6,0.0
1999-07-13,26.4,56.1,71.1,41.2,0.0
1999-07-14,26.5,48.6,58.8,39.6,0.0
1999-07-15,26.7,47.3,59.5,36.5,0.0
1999-07-16,26.8,46.2,63.1,35.6,0.0
1999-07-17,26.8,50.9,65.8,37.0,0.0
1999-07-18,26.9,49.5,62.6,39.4,0.0
1999-07-19,26.9,48.9,63.3,38.5,0.0
1999-07-20,26.9,52.2,68.2,36.9,0.0
1999-07-21,26.9,51.3,68.7,36.7,0.0
