date,PREC_DAILY,SNWD_DAILY,TMIN_DAILY,WTEQ_DAILY
2022-05-05,14.6,32.0,30.0,10.2
2022-05-06,14.6,30.0,36.9,9.7
2022-05-07,15.0,29.0,29.7,9.8
2022-05-08,15.1,28.0,23.9,9.8
2022-05-09,15.4,31.0,21.4,9.8
2022-05-10,15.5,30.0,16.2,9.9
2022-05-11,15.5,30.0,18.5,9.6
2022-05-12,15.8,31.0,28.2,9.9
2022-05-13,15.9,30.0,26.2,9.9
2022-05-14,16.2,31.0,31.3,10.0
2022-05-15,16.2,28.0,27.9,9.8
2022-05-16,16.2,27.0,33.6,8.9
2022-05-17,16.2,23.0,33.6,7.7
2022-05-18,16.3,19.0,29.5,6.7
2022-05-19,16.3,18.0,26.8,6.2
2022-05-20,16.4,18.0,24.1,5.9
2022-05-21,16.5,16.0,21.4,5.9
2022-05-22,16.6,16.0,24.1,5.9
2022-05-23,16.7,16.0,26.1,5.7
2022-05-24,16.7,13.0,28.8,5.3
2022-05-25,16.7,13.0,27.9,4.4
2022-05-26,16.7,7.0,29.3,2.8
2022-05-27,16.9,4.0,40.3,1.5
2022-05-28,17.8,3.0,34.5,1.4
2022-05-29,18.6,6.0,33.8,2.0
2022-05-30,18.9,8.0,32.9,2.2
2022-05-31,18.9,4.0,31.5,1.7
2022-06-01,19.0,4.0,29.8,1.3
2022-06-02,19.1,1.0,33.4,0.4
2022-06-03,19.2,0.0,33.4,0.0
2022-06-04,19.4,0.0,33.1,0.0
2022-06-05,19.5,0.0,37.6,0.0
2022-06-06,20.4,0.0,34.5,0.0
2022-06-07,20.7,0.0,32.4,0.0
2022-06-08,20.8,0.0,30.7,0.0
2022-06-09,20.9,0.0,38.7,0.0
2022-06-10,21.1,0.0,38.1,0.0
2022-06-11,21.2,0.0,42.1,0.0
2022-06-12,22.5,0.0,43.3,0.0
2022-06-13,23.0,0.0,33.4,0.0
2022-06-14,23.4,0.0,31.5,0.0
2022-06-15,23.6,0.0,30.6,0.0
2022-06-16,23.9,0.0,30.2,0.0
2022-06-17,24.1,0.0,39.2,0.0
2022-06-18,24.1,0.0,43.0,0.0
2022-06-19,24.1,0.0,35.6,0.0
2022-06-20,24.1,0.0,32.4,0.0
2022-06-21,24.1,0.0,31.8,0.0
2022-06-22,24.1,0.0,29.8,0.0
2022-06-23,24.1,0.0,34.9,0.0
2022-06-24,24.1,0.0,34.3,0.0
2022-06-25,24.1,0.0,31.8,0.0
2022-06-26,24.2,0.0,30.4,0.0
2022-06-27,24.3,0.0,35.6,0.0
2022-06-28,24.3,0.0,40.5,0.0
2022-06-29,24.3,0.0,41.2,0.0
2022-06-30,24.3,0.0,34.3,0.0
2022-07-01,24.3,0.0,35.8,0.0
2022-07-02,24.3,0.0,38.8,0.0
2022-07-03,24.3,0.0,45.3,0.0
2022-07-04,24.3,0.0,42.3,0.0
2022-07-05,24.3,0.0,37.4,0.0
2022-07-06,24.4,0.0,37.8,0.0
2022-07-07,24.4,0.0,45.9,0.0
2022-07-08,24.4,0.0,43.0,0.0
2022-07-09,24.4,0.0,41.7,0.0
2022-07-10,24.4,0.0,40.5,0.0
2022-07-11,24.4,0.0,38.7,0.0
2022-07-12,24.4,0.0,39.4,0.0
2022-07-13,24.4,0.0,39.7,0.0
2022-07-14,24.4,0.0,45.0,0.0
2022-07-15,24.4,0.0,43.7,0.0
2022-07-16,24.4,0.0,42.1,0.0
2022-07-17,24.4,0.0,41.0,0.0
2022-07-18,24.4,0.0,40.5,0.0
2022-07-19,24.4,0.0,32.9,0.0
2022-07-20,24.5,0.0,37.8,0.0
2022-07-21,24.5,0.0,41.4,0.0
